fiat_txn_id,user_id,occurred_at,direction,amount_twd,currency,bank_account_id,method,status,scenario_id,tags
fiat_002981,usr_000628,2026-01-01T01:55:41,deposit,6355.08,TWD,bank_000898,bank_transfer,completed,,topup_for_trade
fiat_002683,usr_000568,2026-01-01T02:23:40,deposit,8649.52,TWD,bank_000813,bank_transfer,completed,,base_flow
fiat_000858,usr_000195,2026-01-01T02:30:36,withdrawal,19257.85,TWD,bank_000272,bank_transfer,completed,,base_flow
fiat_005216,usr_001092,2026-01-01T02:34:48,deposit,22787.53,TWD,bank_001563,bank_transfer,completed,,base_flow
fiat_004544,usr_000954,2026-01-01T02:55:10,deposit,689732.48,TWD,bank_001364,bank_transfer,completed,,base_flow
fiat_000897,usr_000202,2026-01-01T02:57:49,withdrawal,100.0,TWD,bank_000281,bank_transfer,completed,,base_flow
fiat_004196,usr_000878,2026-01-01T02:59:26,deposit,16459.52,TWD,bank_001256,bank_transfer,completed,,topup_for_trade
fiat_001975,usr_000424,2026-01-01T03:14:35,deposit,7900.38,TWD,bank_000598,bank_transfer,completed,,base_flow
fiat_001215,usr_000266,2026-01-01T03:16:10,withdrawal,100.0,TWD,bank_000373,bank_transfer,completed,,base_flow
fiat_004929,usr_001028,2026-01-01T03:37:11,withdrawal,100.0,TWD,bank_001467,bank_transfer,completed,,base_flow
fiat_003782,usr_000795,2026-01-01T03:37:28,deposit,23072.88,TWD,bank_001133,bank_transfer,completed,,topup_for_trade
fiat_004956,usr_001032,2026-01-01T03:50:54,deposit,4248.75,TWD,bank_001474,bank_transfer,completed,,topup_for_trade
fiat_001361,usr_000293,2026-01-01T03:52:48,withdrawal,100.0,TWD,bank_000413,bank_transfer,completed,,base_flow
fiat_004361,usr_000918,2026-01-01T04:12:27,deposit,5564.47,TWD,bank_001313,bank_transfer,completed,,topup_for_trade
fiat_002094,usr_000448,2026-01-01T04:21:58,deposit,5629.43,TWD,bank_000636,bank_transfer,completed,,base_flow
fiat_000457,usr_000100,2026-01-01T04:24:44,deposit,17053.32,TWD,bank_000140,bank_transfer,completed,,base_flow
fiat_004833,usr_001010,2026-01-01T04:42:05,deposit,10732.87,TWD,bank_001441,bank_transfer,completed,,topup_for_trade
fiat_000519,usr_000113,2026-01-01T04:54:54,deposit,9684.95,TWD,bank_000158,bank_transfer,completed,,base_flow
fiat_002228,usr_000474,2026-01-01T04:58:06,deposit,5863.49,TWD,bank_000678,bank_transfer,completed,,base_flow
fiat_002586,usr_000550,2026-01-01T06:08:15,deposit,5236.78,TWD,bank_000787,bank_transfer,completed,,topup_for_trade
fiat_004448,usr_000940,2026-01-01T06:13:30,deposit,565751.46,TWD,bank_001346,bank_transfer,completed,,topup_for_trade
fiat_003640,usr_000764,2026-01-01T06:26:14,deposit,9662.63,TWD,bank_001083,bank_transfer,completed,,topup_for_trade
fiat_000301,usr_000066,2026-01-01T06:33:15,deposit,1317742.77,TWD,bank_000090,bank_transfer,completed,,topup_for_trade
fiat_003960,usr_000828,2026-01-01T06:48:42,deposit,4414.33,TWD,bank_001179,bank_transfer,completed,,topup_for_trade
fiat_000980,usr_000220,2026-01-01T06:53:12,deposit,214674.86,TWD,bank_000306,bank_transfer,completed,,topup_for_trade
fiat_000712,usr_000160,2026-01-01T07:09:00,deposit,2000.0,TWD,bank_000226,bank_transfer,completed,,base_flow
fiat_002810,usr_000593,2026-01-01T07:18:28,withdrawal,100.0,TWD,bank_000846,bank_transfer,completed,,base_flow
fiat_000612,usr_000136,2026-01-01T07:24:05,deposit,68085.4,TWD,bank_000193,bank_transfer,completed,,base_flow
fiat_003718,usr_000779,2026-01-01T07:26:08,deposit,738873.99,TWD,bank_001109,bank_transfer,completed,,base_flow
fiat_000719,usr_000164,2026-01-01T07:32:45,deposit,1057086.67,TWD,bank_000232,bank_transfer,completed,,topup_for_trade
fiat_000069,usr_000015,2026-01-01T07:36:18,withdrawal,100.0,TWD,bank_000018,bank_transfer,completed,,base_flow
fiat_001527,usr_000327,2026-01-01T07:37:09,deposit,312393.06,TWD,bank_000456,bank_transfer,completed,,topup_for_trade
fiat_004459,usr_000941,2026-01-01T07:38:02,deposit,253840.19,TWD,bank_001347,bank_transfer,completed,,topup_for_trade
fiat_003965,usr_000829,2026-01-01T07:41:52,deposit,5547.61,TWD,bank_001181,bank_transfer,completed,,base_flow
fiat_002247,usr_000478,2026-01-01T07:41:55,deposit,19202.58,TWD,bank_000685,bank_transfer,completed,,base_flow
fiat_003905,usr_000818,2026-01-01T07:43:35,deposit,245351.86,TWD,bank_001164,bank_transfer,completed,,topup_for_trade
fiat_005471,usr_001147,2026-01-01T07:45:46,deposit,155672.2,TWD,bank_001640,bank_transfer,completed,,topup_for_trade
fiat_000250,usr_000055,2026-01-01T07:54:59,deposit,50325.58,TWD,bank_000072,bank_transfer,completed,,topup_for_trade
fiat_002775,usr_000587,2026-01-01T07:55:35,withdrawal,100.0,TWD,bank_000839,bank_transfer,completed,,base_flow
fiat_005659,usr_001181,2026-01-01T08:01:22,withdrawal,100.0,TWD,bank_001689,bank_transfer,completed,,base_flow
fiat_001136,usr_000253,2026-01-01T08:11:11,withdrawal,100.0,TWD,bank_000354,bank_transfer,completed,,base_flow
fiat_004208,usr_000881,2026-01-01T08:16:58,deposit,6722.27,TWD,bank_001260,bank_transfer,completed,,topup_for_trade
fiat_000669,usr_000148,2026-01-01T08:24:35,deposit,18065.35,TWD,bank_000209,bank_transfer,completed,,topup_for_trade
fiat_001347,usr_000290,2026-01-01T08:39:20,deposit,481104.21,TWD,bank_000410,bank_transfer,completed,,topup_for_trade
fiat_001325,usr_000286,2026-01-01T08:42:34,withdrawal,100.0,TWD,bank_000405,bank_transfer,completed,,base_flow
fiat_002522,usr_000539,2026-01-01T08:44:19,deposit,11733.16,TWD,bank_000772,bank_transfer,completed,,topup_for_trade
fiat_001337,usr_000289,2026-01-01T08:56:27,deposit,44567.01,TWD,bank_000409,bank_transfer,completed,,topup_for_trade
fiat_003335,usr_000698,2026-01-01T09:04:38,deposit,9351.87,TWD,bank_000997,bank_transfer,completed,,topup_for_trade
fiat_001277,usr_000276,2026-01-01T09:05:52,deposit,4674.22,TWD,bank_000387,bank_transfer,completed,,topup_for_trade
fiat_001711,usr_000370,2026-01-01T09:12:24,deposit,34367.46,TWD,bank_000517,bank_transfer,completed,,base_flow
fiat_003556,usr_000749,2026-01-01T09:12:39,deposit,93197.63,TWD,bank_001061,bank_transfer,completed,,topup_for_trade
fiat_004430,usr_000937,2026-01-01T09:12:53,deposit,2655.55,TWD,bank_001340,bank_transfer,completed,,base_flow
fiat_002724,usr_000579,2026-01-01T09:17:57,withdrawal,100.0,TWD,bank_000830,bank_transfer,completed,,base_flow
fiat_001940,usr_000418,2026-01-01T09:38:40,deposit,11981.62,TWD,bank_000587,bank_transfer,completed,,topup_for_trade
fiat_001094,usr_000241,2026-01-01T09:43:47,deposit,22804.1,TWD,bank_000334,bank_transfer,completed,,topup_for_trade
fiat_000859,usr_000195,2026-01-01T09:44:53,deposit,436848.59,TWD,bank_000272,bank_transfer,completed,,topup_for_trade
fiat_002671,usr_000566,2026-01-01T09:45:13,deposit,7127.72,TWD,bank_000809,bank_transfer,completed,,topup_for_trade
fiat_000812,usr_000183,2026-01-01T09:45:41,deposit,16062.74,TWD,bank_000259,bank_transfer,completed,,topup_for_trade
fiat_004910,usr_001023,2026-01-01T09:49:35,deposit,240935.31,TWD,bank_001461,bank_transfer,completed,,base_flow
fiat_000893,usr_000200,2026-01-01T09:49:55,deposit,10476.51,TWD,bank_000279,bank_transfer,completed,,base_flow
fiat_001599,usr_000342,2026-01-01T09:53:04,deposit,39428.03,TWD,bank_000475,bank_transfer,completed,,topup_for_trade
fiat_003947,usr_000826,2026-01-01T10:01:12,deposit,2107.61,TWD,bank_001176,bank_transfer,completed,,base_flow
fiat_004930,usr_001028,2026-01-01T10:07:29,deposit,1401494.46,TWD,bank_001468,bank_transfer,completed,,topup_for_trade
fiat_002356,usr_000502,2026-01-01T10:16:33,deposit,24435.6,TWD,bank_000721,bank_transfer,completed,,topup_for_trade
fiat_002067,usr_000440,2026-01-01T10:16:41,withdrawal,100.0,TWD,bank_000623,bank_transfer,completed,,base_flow
fiat_005500,usr_001153,2026-01-01T10:27:15,deposit,6872.16,TWD,bank_001649,bank_transfer,completed,,topup_for_trade
fiat_004256,usr_000893,2026-01-01T10:36:37,deposit,10041.36,TWD,bank_001276,bank_transfer,completed,,base_flow
fiat_000028,usr_000006,2026-01-01T10:37:44,deposit,3490.32,TWD,bank_000007,bank_transfer,completed,,topup_for_trade
fiat_003743,usr_000784,2026-01-01T10:38:06,deposit,11177.85,TWD,bank_001117,bank_transfer,completed,,topup_for_trade
fiat_001603,usr_000343,2026-01-01T10:47:50,withdrawal,100.0,TWD,bank_000476,bank_transfer,completed,,base_flow
fiat_004279,usr_000900,2026-01-01T10:49:17,deposit,27009.65,TWD,bank_001286,bank_transfer,completed,,base_flow
fiat_001009,usr_000225,2026-01-01T10:53:38,withdrawal,100.0,TWD,bank_000313,bank_transfer,completed,,base_flow
fiat_000067,usr_000014,2026-01-01T10:53:49,deposit,5857.29,TWD,bank_000017,bank_transfer,completed,,topup_for_trade
fiat_004062,usr_000850,2026-01-01T10:56:30,withdrawal,100.0,TWD,bank_001213,bank_transfer,completed,,base_flow
fiat_000804,usr_000182,2026-01-01T11:08:45,deposit,10211.02,TWD,bank_000257,bank_transfer,completed,,base_flow
fiat_000539,usr_000121,2026-01-01T11:09:03,deposit,195642.5,TWD,bank_000170,bank_transfer,completed,,topup_for_trade
fiat_005261,usr_001102,2026-01-01T11:09:32,deposit,2824.03,TWD,bank_001579,bank_transfer,completed,,base_flow
fiat_004391,usr_000926,2026-01-01T11:09:46,deposit,153424.16,TWD,bank_001326,bank_transfer,completed,,base_flow
fiat_001188,usr_000262,2026-01-01T11:17:13,deposit,77215.46,TWD,bank_000366,bank_transfer,completed,,topup_for_trade
fiat_000969,usr_000217,2026-01-01T11:18:55,deposit,15609.16,TWD,bank_000302,bank_transfer,completed,,topup_for_trade
fiat_005225,usr_001094,2026-01-01T11:21:47,deposit,253028.02,TWD,bank_001567,bank_transfer,completed,,topup_for_trade
fiat_000530,usr_000117,2026-01-01T11:23:54,deposit,7063.58,TWD,bank_000165,bank_transfer,completed,,topup_for_trade
fiat_005567,usr_001164,2026-01-01T11:26:51,withdrawal,100.0,TWD,bank_001665,bank_transfer,completed,,base_flow
fiat_001614,usr_000345,2026-01-01T11:27:52,withdrawal,100.0,TWD,bank_000479,bank_transfer,completed,,base_flow
fiat_002366,usr_000505,2026-01-01T11:35:11,withdrawal,100.0,TWD,bank_000725,bank_transfer,completed,,base_flow
fiat_004595,usr_000961,2026-01-01T11:36:04,deposit,1840.56,TWD,bank_001374,bank_transfer,completed,,topup_for_trade
fiat_003930,usr_000821,2026-01-01T11:51:55,deposit,22936.5,TWD,bank_001170,bank_transfer,completed,,topup_for_trade
fiat_004658,usr_000974,2026-01-01T11:54:09,deposit,4819.6,TWD,bank_001392,bank_transfer,completed,,topup_for_trade
fiat_000001,usr_000001,2026-01-01T11:56:23,withdrawal,100.0,TWD,bank_000001,bank_transfer,completed,,base_flow
fiat_000346,usr_000076,2026-01-01T11:57:54,deposit,10036.9,TWD,bank_000104,bank_transfer,completed,,topup_for_trade
fiat_005315,usr_001114,2026-01-01T12:04:16,deposit,8363.38,TWD,bank_001596,bank_transfer,completed,,base_flow
fiat_001704,usr_000368,2026-01-01T12:06:04,withdrawal,100.0,TWD,bank_000512,bank_transfer,completed,,base_flow
fiat_001362,usr_000293,2026-01-01T12:13:19,withdrawal,100.0,TWD,bank_000413,bank_transfer,completed,,base_flow
fiat_002327,usr_000495,2026-01-01T12:16:14,deposit,10872.31,TWD,bank_000710,bank_transfer,completed,,topup_for_trade
fiat_004257,usr_000893,2026-01-01T12:17:10,deposit,16067.37,TWD,bank_001277,bank_transfer,completed,,topup_for_trade
fiat_003821,usr_000804,2026-01-01T12:19:21,deposit,25395.52,TWD,bank_001144,bank_transfer,completed,,topup_for_trade
fiat_003719,usr_000779,2026-01-01T12:29:06,deposit,795434.0,TWD,bank_001109,bank_transfer,completed,,base_flow
fiat_004498,usr_000946,2026-01-01T12:31:28,deposit,17092.56,TWD,bank_001352,bank_transfer,completed,,base_flow
fiat_003789,usr_000797,2026-01-01T12:35:49,deposit,2944.95,TWD,bank_001135,bank_transfer,completed,,base_flow
fiat_003254,usr_000682,2026-01-01T12:36:00,withdrawal,100.0,TWD,bank_000973,bank_transfer,completed,,base_flow
fiat_001508,usr_000323,2026-01-01T12:39:59,deposit,12819.59,TWD,bank_000452,bank_transfer,completed,,base_flow
fiat_000489,usr_000106,2026-01-01T12:43:01,deposit,5190.84,TWD,bank_000149,bank_transfer,completed,,base_flow
fiat_002199,usr_000468,2026-01-01T12:47:14,deposit,2585.12,TWD,bank_000668,bank_transfer,completed,,topup_for_trade
fiat_004095,usr_000857,2026-01-01T12:47:31,withdrawal,100.0,TWD,bank_001222,bank_transfer,completed,,base_flow
fiat_002024,usr_000432,2026-01-01T12:47:32,deposit,8077.66,TWD,bank_000609,bank_transfer,completed,,topup_for_trade
fiat_000548,usr_000122,2026-01-01T12:47:39,deposit,701314.99,TWD,bank_000171,bank_transfer,completed,,topup_for_trade
fiat_000532,usr_000118,2026-01-01T12:47:59,deposit,8075.74,TWD,bank_000166,bank_transfer,completed,,base_flow
fiat_005327,usr_001118,2026-01-01T12:48:25,withdrawal,100.0,TWD,bank_001601,bank_transfer,completed,,base_flow
fiat_005248,usr_001098,2026-01-01T12:49:19,deposit,7891.78,TWD,bank_001573,bank_transfer,completed,,base_flow
fiat_004051,usr_000848,2026-01-01T12:54:58,deposit,6059.37,TWD,bank_001210,bank_transfer,completed,,base_flow
fiat_003599,usr_000757,2026-01-01T12:56:01,withdrawal,100.0,TWD,bank_001072,bank_transfer,completed,,base_flow
fiat_002014,usr_000431,2026-01-01T12:56:54,deposit,76007.14,TWD,bank_000608,bank_transfer,completed,,base_flow
fiat_001783,usr_000386,2026-01-01T13:06:49,withdrawal,100.0,TWD,bank_000540,bank_transfer,completed,,base_flow
fiat_003801,usr_000799,2026-01-01T13:08:19,deposit,19490.62,TWD,bank_001137,bank_transfer,completed,,topup_for_trade
fiat_005485,usr_001149,2026-01-01T13:09:53,deposit,14089.12,TWD,bank_001644,bank_transfer,completed,,topup_for_trade
fiat_000558,usr_000123,2026-01-01T13:14:10,deposit,66302.54,TWD,bank_000174,bank_transfer,completed,,topup_for_trade
fiat_005575,usr_001165,2026-01-01T13:28:29,deposit,7675.06,TWD,bank_001667,bank_transfer,completed,,base_flow
fiat_004545,usr_000954,2026-01-01T13:30:32,withdrawal,468866.75,TWD,bank_001366,bank_transfer,completed,,base_flow
fiat_002403,usr_000512,2026-01-01T13:34:56,deposit,5519.84,TWD,bank_000739,bank_transfer,completed,,topup_for_trade
fiat_000654,usr_000147,2026-01-01T13:49:40,deposit,319492.09,TWD,bank_000207,bank_transfer,completed,,topup_for_trade
fiat_005374,usr_001126,2026-01-01T13:55:14,withdrawal,100.0,TWD,bank_001611,bank_transfer,completed,,base_flow
fiat_000549,usr_000122,2026-01-01T13:55:46,deposit,329047.3,TWD,bank_000171,bank_transfer,completed,,topup_for_trade
fiat_004781,usr_000998,2026-01-01T13:57:53,deposit,22931.35,TWD,bank_001423,bank_transfer,completed,,base_flow
fiat_003579,usr_000753,2026-01-01T13:58:58,deposit,2820.89,TWD,bank_001067,bank_transfer,completed,,base_flow
fiat_005362,usr_001124,2026-01-01T14:01:23,deposit,21683.72,TWD,bank_001608,bank_transfer,completed,,base_flow
fiat_005421,usr_001138,2026-01-01T14:03:18,deposit,2000.0,TWD,bank_001629,bank_transfer,completed,,base_flow
fiat_001010,usr_000225,2026-01-01T14:03:19,deposit,695473.62,TWD,bank_000313,bank_transfer,completed,,base_flow
fiat_003336,usr_000698,2026-01-01T14:08:22,deposit,6987.03,TWD,bank_000997,bank_transfer,completed,,topup_for_trade
fiat_004468,usr_000942,2026-01-01T14:10:28,deposit,3916.62,TWD,bank_001348,bank_transfer,completed,,topup_for_trade
fiat_000418,usr_000092,2026-01-01T14:10:44,deposit,2794.73,TWD,bank_000126,bank_transfer,completed,,topup_for_trade
fiat_003536,usr_000746,2026-01-01T14:15:23,deposit,11140.67,TWD,bank_001057,bank_transfer,completed,,topup_for_trade
fiat_005495,usr_001152,2026-01-01T14:15:57,deposit,7075.13,TWD,bank_001647,bank_transfer,completed,,base_flow
fiat_005416,usr_001136,2026-01-01T14:18:07,deposit,10029.05,TWD,bank_001627,bank_transfer,completed,,base_flow
fiat_002005,usr_000429,2026-01-01T14:24:25,deposit,21113.04,TWD,bank_000606,bank_transfer,completed,,topup_for_trade
fiat_005759,usr_001200,2026-01-01T14:29:57,deposit,15229.29,TWD,bank_001718,bank_transfer,completed,,topup_for_trade
fiat_003212,usr_000673,2026-01-01T14:30:24,deposit,582183.62,TWD,bank_000960,bank_transfer,completed,,topup_for_trade
fiat_001575,usr_000337,2026-01-01T14:48:03,deposit,18783.8,TWD,bank_000469,bank_transfer,completed,,base_flow
fiat_002987,usr_000630,2026-01-01T14:49:04,deposit,5346.98,TWD,bank_000900,bank_transfer,completed,,base_flow
fiat_003858,usr_000811,2026-01-01T14:49:35,deposit,154166.6,TWD,bank_001154,bank_transfer,completed,,topup_for_trade
fiat_000135,usr_000029,2026-01-01T14:51:01,withdrawal,100.0,TWD,bank_000038,bank_transfer,completed,,base_flow
fiat_002136,usr_000456,2026-01-01T14:56:53,deposit,346723.58,TWD,bank_000651,bank_transfer,completed,,topup_for_trade
fiat_003767,usr_000790,2026-01-01T15:02:31,withdrawal,100.0,TWD,bank_001125,bank_transfer,completed,,base_flow
fiat_000849,usr_000193,2026-01-01T15:06:09,deposit,6480.39,TWD,bank_000270,bank_transfer,completed,,topup_for_trade
fiat_004651,usr_000972,2026-01-01T15:08:14,withdrawal,100.0,TWD,bank_001389,bank_transfer,completed,,base_flow
fiat_001320,usr_000285,2026-01-01T15:09:08,deposit,6141.74,TWD,bank_000403,bank_transfer,completed,,topup_for_trade
fiat_000109,usr_000024,2026-01-01T15:09:32,withdrawal,100.0,TWD,bank_000028,bank_transfer,completed,,base_flow
fiat_002875,usr_000606,2026-01-01T15:12:15,deposit,6853.74,TWD,bank_000866,bank_transfer,completed,,topup_for_trade
fiat_003112,usr_000655,2026-01-01T15:17:36,withdrawal,100.0,TWD,bank_000932,bank_transfer,completed,,base_flow
fiat_005308,usr_001113,2026-01-01T15:18:20,deposit,7553.93,TWD,bank_001595,bank_transfer,completed,,topup_for_trade
fiat_004782,usr_000998,2026-01-01T15:28:50,withdrawal,12396.5,TWD,bank_001423,bank_transfer,completed,,base_flow
fiat_001304,usr_000282,2026-01-01T15:30:05,deposit,20976.07,TWD,bank_000398,bank_transfer,completed,,base_flow
fiat_003500,usr_000740,2026-01-01T15:35:53,deposit,7359.23,TWD,bank_001050,bank_transfer,completed,,base_flow
fiat_001271,usr_000275,2026-01-01T15:37:43,deposit,5441.05,TWD,bank_000386,bank_transfer,completed,,topup_for_trade
fiat_000123,usr_000027,2026-01-01T15:38:39,deposit,12611.68,TWD,bank_000033,bank_transfer,completed,,base_flow
fiat_001417,usr_000304,2026-01-01T15:48:18,deposit,7826.6,TWD,bank_000427,bank_transfer,completed,,topup_for_trade
fiat_001669,usr_000358,2026-01-01T15:50:08,deposit,20927.86,TWD,bank_000499,bank_transfer,completed,,topup_for_trade
fiat_003460,usr_000728,2026-01-01T15:52:04,deposit,18446.75,TWD,bank_001034,bank_transfer,completed,,base_flow
fiat_003550,usr_000748,2026-01-01T15:55:52,deposit,321463.96,TWD,bank_001060,bank_transfer,completed,,topup_for_trade
fiat_001638,usr_000351,2026-01-01T16:12:58,deposit,10950.07,TWD,bank_000487,bank_transfer,completed,,topup_for_trade
fiat_004846,usr_001012,2026-01-01T16:13:37,deposit,5777.57,TWD,bank_001443,bank_transfer,completed,,topup_for_trade
fiat_002484,usr_000529,2026-01-01T16:17:59,deposit,7341.57,TWD,bank_000761,bank_transfer,completed,,base_flow
fiat_002590,usr_000551,2026-01-01T16:20:09,withdrawal,100.0,TWD,bank_000788,bank_transfer,completed,,base_flow
fiat_002721,usr_000578,2026-01-01T16:20:31,deposit,10818.61,TWD,bank_000828,bank_transfer,completed,,topup_for_trade
fiat_004168,usr_000871,2026-01-01T16:20:52,deposit,606018.87,TWD,bank_001245,bank_transfer,completed,,topup_for_trade
fiat_002424,usr_000516,2026-01-01T16:24:51,deposit,7691.54,TWD,bank_000744,bank_transfer,completed,,topup_for_trade
fiat_001984,usr_000426,2026-01-01T16:30:38,deposit,37065.67,TWD,bank_000602,bank_transfer,completed,,topup_for_trade
fiat_000974,usr_000219,2026-01-01T16:38:04,deposit,654427.34,TWD,bank_000304,bank_transfer,completed,,topup_for_trade
fiat_001882,usr_000406,2026-01-01T16:39:20,deposit,4387.73,TWD,bank_000570,bank_transfer,completed,,base_flow
fiat_003300,usr_000692,2026-01-01T16:41:07,deposit,11467.28,TWD,bank_000989,bank_transfer,completed,,topup_for_trade
fiat_001604,usr_000343,2026-01-01T16:44:54,deposit,14582.0,TWD,bank_000476,bank_transfer,completed,,base_flow
fiat_004659,usr_000974,2026-01-01T16:46:12,deposit,7825.85,TWD,bank_001392,bank_transfer,completed,,base_flow
fiat_001169,usr_000259,2026-01-01T16:46:48,deposit,9984.66,TWD,bank_000361,bank_transfer,completed,,topup_for_trade
fiat_002578,usr_000549,2026-01-01T16:53:55,deposit,328296.02,TWD,bank_000786,bank_transfer,completed,,topup_for_trade
fiat_005133,usr_001073,2026-01-01T17:14:23,withdrawal,100.0,TWD,bank_001534,bank_transfer,completed,,base_flow
fiat_002940,usr_000620,2026-01-01T17:33:46,deposit,95958.31,TWD,bank_000886,bank_transfer,completed,,base_flow
fiat_004052,usr_000848,2026-01-01T17:34:38,withdrawal,5150.46,TWD,bank_001210,bank_transfer,completed,,base_flow
fiat_000002,usr_000001,2026-01-01T17:36:27,withdrawal,100.0,TWD,bank_000001,bank_transfer,completed,,base_flow
fiat_001944,usr_000419,2026-01-01T17:42:15,deposit,14653.26,TWD,bank_000588,bank_transfer,completed,,base_flow
fiat_001528,usr_000327,2026-01-01T17:49:59,deposit,271708.38,TWD,bank_000457,bank_transfer,completed,,base_flow
fiat_003729,usr_000781,2026-01-01T17:54:21,deposit,3977.07,TWD,bank_001112,bank_transfer,completed,,base_flow
fiat_003075,usr_000645,2026-01-01T17:57:45,withdrawal,100.0,TWD,bank_000920,bank_transfer,completed,,base_flow
fiat_004638,usr_000970,2026-01-01T17:58:42,deposit,13554.63,TWD,bank_001386,bank_transfer,completed,,topup_for_trade
fiat_000930,usr_000209,2026-01-01T18:00:39,deposit,29308.38,TWD,bank_000292,bank_transfer,completed,,base_flow
fiat_002485,usr_000529,2026-01-01T18:06:02,deposit,11188.6,TWD,bank_000761,bank_transfer,completed,,base_flow
fiat_000347,usr_000076,2026-01-01T18:13:40,deposit,3918.15,TWD,bank_000103,bank_transfer,completed,,base_flow
fiat_003168,usr_000665,2026-01-01T18:15:11,deposit,19696.73,TWD,bank_000948,bank_transfer,completed,,base_flow
fiat_005712,usr_001191,2026-01-01T18:32:45,deposit,9285.05,TWD,bank_001703,bank_transfer,completed,,topup_for_trade
fiat_000452,usr_000099,2026-01-01T18:33:38,deposit,19684.14,TWD,bank_000139,bank_transfer,completed,,topup_for_trade
