link_id,user_id,device_id,is_primary,first_seen_at,last_seen_at
udl_000037,usr_000025,dev_000037,1,2025-12-24T11:44:37,2026-01-31T00:00:00
udl_000038,usr_000025,dev_000038,0,2025-12-16T15:33:35,2026-01-31T00:00:00
udl_000039,usr_000026,dev_000039,1,2025-12-22T22:18:11,2026-01-31T00:00:00
udl_000040,usr_000026,dev_000040,0,2025-12-16T00:56:02,2026-01-31T00:00:00
udl_000041,usr_000027,dev_000041,1,2026-01-01T23:18:41,2026-01-31T00:00:00
udl_000042,usr_000027,dev_000042,0,2025-12-21T11:33:13,2026-01-31T00:00:00
udl_000043,usr_000027,dev_000043,0,2025-12-16T12:56:53,2026-01-31T00:00:00
udl_000044,usr_000028,dev_000044,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000045,usr_000028,dev_000045,0,2026-01-01T11:29:43,2026-01-31T00:00:00
udl_000046,usr_000029,dev_000046,1,2025-12-29T02:26:07,2026-01-31T00:00:00
udl_000047,usr_000029,dev_000047,0,2025-12-19T04:21:16,2026-01-31T00:00:00
udl_000048,usr_000030,dev_000048,1,2025-12-13T12:02:56,2026-01-31T00:00:00
udl_000049,usr_000031,dev_000049,1,2025-12-24T17:36:54,2026-01-31T00:00:00
udl_000050,usr_000031,dev_000050,0,2025-12-30T18:01:49,2026-01-31T00:00:00
udl_000051,usr_000032,dev_000051,1,2025-12-16T08:07:55,2026-01-31T00:00:00
udl_000052,usr_000033,dev_000052,1,2025-12-22T11:42:11,2026-01-31T00:00:00
udl_000053,usr_000033,dev_000053,0,2025-12-14T17:35:43,2026-01-31T00:00:00
udl_000054,usr_000034,dev_000054,1,2025-12-19T00:09:17,2026-01-31T00:00:00
udl_000055,usr_000035,dev_000055,1,2025-12-14T17:37:01,2026-01-31T00:00:00
udl_000056,usr_000036,dev_000056,1,2025-12-20T11:07:02,2026-01-31T00:00:00
udl_000057,usr_000036,dev_000057,0,2025-12-25T11:28:25,2026-01-31T00:00:00
udl_000058,usr_000037,dev_000058,1,2025-12-29T23:22:28,2026-01-31T00:00:00
udl_000059,usr_000038,dev_000059,1,2025-12-13T03:26:27,2026-01-31T00:00:00
udl_000060,usr_000039,dev_000060,1,2025-12-31T17:37:19,2026-01-31T00:00:00
udl_000061,usr_000039,dev_000061,0,2025-12-19T12:29:37,2026-01-31T00:00:00
udl_000062,usr_000039,dev_000062,0,2025-12-24T01:13:31,2026-01-31T00:00:00
udl_000063,usr_000040,dev_000063,1,2025-12-26T22:54:10,2026-01-31T00:00:00
udl_000064,usr_000040,dev_000064,0,2025-12-15T22:51:05,2026-01-31T00:00:00
udl_000065,usr_000041,dev_000065,1,2025-12-19T14:32:23,2026-01-31T00:00:00
udl_000066,usr_000041,dev_000066,0,2025-12-22T11:53:53,2026-01-31T00:00:00
udl_000067,usr_000042,dev_000067,1,2025-12-29T12:31:18,2026-01-31T00:00:00
udl_000068,usr_000043,dev_000068,1,2025-12-25T15:08:00,2026-01-31T00:00:00
udl_000069,usr_000044,dev_000069,1,2025-12-15T14:46:26,2026-01-31T00:00:00
udl_000070,usr_000045,dev_000070,1,2025-12-14T16:30:57,2026-01-31T00:00:00
udl_000071,usr_000045,dev_000071,0,2025-12-29T15:34:58,2026-01-31T00:00:00
udl_000072,usr_000046,dev_000072,1,2025-12-13T08:46:38,2026-01-31T00:00:00
udl_000073,usr_000046,dev_000073,0,2025-12-24T18:22:07,2026-01-31T00:00:00
udl_000074,usr_000047,dev_000074,1,2025-12-13T14:16:10,2026-01-31T00:00:00
udl_000075,usr_000047,dev_000075,0,2025-12-22T11:36:28,2026-01-31T00:00:00
udl_000076,usr_000048,dev_000076,1,2025-12-27T12:48:20,2026-01-31T00:00:00
udl_000077,usr_000049,dev_000077,1,2025-12-20T16:26:50,2026-01-31T00:00:00
udl_000078,usr_000049,dev_000078,0,2025-12-13T13:14:47,2026-01-31T00:00:00
udl_000079,usr_000050,dev_000079,1,2026-01-01T16:29:21,2026-01-31T00:00:00
udl_000080,usr_000051,dev_000080,1,2025-12-14T20:45:00,2026-01-31T00:00:00
udl_000081,usr_000051,dev_000081,0,2025-12-20T16:12:02,2026-01-31T00:00:00
udl_000082,usr_000052,dev_000082,1,2025-12-20T17:34:13,2026-01-31T00:00:00
udl_000083,usr_000052,dev_000083,0,2025-12-29T09:15:41,2026-01-31T00:00:00
udl_000084,usr_000053,dev_000084,1,2025-12-31T14:45:16,2026-01-31T00:00:00
udl_000085,usr_000054,dev_000085,1,2025-12-24T07:32:53,2026-01-31T00:00:00
udl_000086,usr_000055,dev_000086,1,2025-12-30T16:50:06,2026-01-31T00:00:00
udl_000087,usr_000055,dev_000087,0,2025-12-17T09:21:47,2026-01-31T00:00:00
udl_000088,usr_000055,dev_000088,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000089,usr_000056,dev_000089,1,2025-12-28T14:35:35,2026-01-31T00:00:00
udl_000090,usr_000056,dev_000090,0,2025-12-14T13:51:37,2026-01-31T00:00:00
udl_000091,usr_000057,dev_000091,1,2025-12-16T03:23:21,2026-01-31T00:00:00
udl_000092,usr_000058,dev_000092,1,2025-12-13T17:32:08,2026-01-31T00:00:00
udl_000093,usr_000058,dev_000093,0,2025-12-12T00:04:40,2026-01-31T00:00:00
udl_000094,usr_000059,dev_000094,1,2025-12-23T00:05:07,2026-01-31T00:00:00
udl_000095,usr_000059,dev_000095,0,2025-12-14T14:05:47,2026-01-31T00:00:00
udl_000096,usr_000060,dev_000096,1,2025-12-31T14:49:07,2026-01-31T00:00:00
udl_000097,usr_000060,dev_000097,0,2025-12-21T18:13:57,2026-01-31T00:00:00
udl_000098,usr_000061,dev_000098,1,2025-12-16T13:21:03,2026-01-31T00:00:00
udl_000099,usr_000061,dev_000099,0,2025-12-23T10:10:13,2026-01-31T00:00:00
udl_000100,usr_000062,dev_000100,1,2025-12-17T07:25:45,2026-01-31T00:00:00
udl_000101,usr_000062,dev_000101,0,2025-12-12T23:08:11,2026-01-31T00:00:00
udl_000102,usr_000062,dev_000102,0,2025-12-25T23:58:03,2026-01-31T00:00:00
udl_000103,usr_000062,dev_000103,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000104,usr_000063,dev_000104,1,2025-12-12T15:07:00,2026-01-31T00:00:00
udl_000105,usr_000064,dev_000105,1,2025-12-25T04:36:00,2026-01-31T00:00:00
udl_000106,usr_000065,dev_000106,1,2025-12-24T19:21:20,2026-01-31T00:00:00
udl_000107,usr_000065,dev_000107,0,2025-12-20T10:11:18,2026-01-31T00:00:00
udl_000108,usr_000066,dev_000108,1,2025-12-12T16:21:59,2026-01-31T00:00:00
udl_000109,usr_000066,dev_000109,0,2025-12-30T18:10:37,2026-01-31T00:00:00
udl_000110,usr_000067,dev_000110,1,2025-12-18T12:06:41,2026-01-31T00:00:00
udl_000111,usr_000068,dev_000111,1,2025-12-18T10:38:09,2026-01-31T00:00:00
udl_000112,usr_000069,dev_000112,1,2025-12-28T18:26:23,2026-01-31T00:00:00
udl_000113,usr_000070,dev_000113,1,2025-12-24T16:52:03,2026-01-31T00:00:00
udl_000114,usr_000070,dev_000114,0,2025-12-30T08:08:49,2026-01-31T00:00:00
udl_000115,usr_000070,dev_000115,0,2025-12-24T18:55:10,2026-01-31T00:00:00
udl_000116,usr_000070,dev_000116,0,2025-12-20T10:25:10,2026-01-31T00:00:00
udl_000117,usr_000071,dev_000117,1,2025-12-20T11:28:27,2026-01-31T00:00:00
udl_000118,usr_000072,dev_000118,1,2025-12-20T18:43:32,2026-01-31T00:00:00
udl_000119,usr_000072,dev_000119,0,2025-12-15T21:09:40,2026-01-31T00:00:00
udl_001980,usr_000072,dev_001973,0,2026-01-29T09:16:51,2026-01-31T00:00:00
udl_000120,usr_000073,dev_000120,1,2025-12-23T22:31:25,2026-01-31T00:00:00
udl_000121,usr_000074,dev_000121,1,2025-12-28T17:04:27,2026-01-31T00:00:00
udl_000122,usr_000075,dev_000122,1,2025-12-30T17:57:10,2026-01-31T00:00:00
udl_000123,usr_000076,dev_000123,1,2025-12-28T20:17:54,2026-01-31T00:00:00
udl_000124,usr_000076,dev_000124,0,2026-01-01T00:44:33,2026-01-31T00:00:00
udl_000125,usr_000077,dev_000125,1,2025-12-22T17:12:07,2026-01-31T00:00:00
udl_001978,usr_000077,dev_001973,0,2026-01-29T09:16:51,2026-01-31T00:00:00
udl_000126,usr_000078,dev_000126,1,2025-12-23T09:39:22,2026-01-31T00:00:00
udl_000127,usr_000079,dev_000127,1,2025-12-29T00:32:11,2026-01-31T00:00:00
udl_000128,usr_000080,dev_000128,1,2025-12-29T21:30:12,2026-01-31T00:00:00
udl_000129,usr_000081,dev_000129,1,2025-12-23T14:15:53,2026-01-31T00:00:00
udl_000130,usr_000081,dev_000130,0,2025-12-20T17:31:17,2026-01-31T00:00:00
udl_000131,usr_000082,dev_000131,1,2025-12-14T23:42:04,2026-01-31T00:00:00
udl_000132,usr_000082,dev_000132,0,2025-12-20T07:36:46,2026-01-31T00:00:00
udl_000133,usr_000083,dev_000133,1,2025-12-17T14:14:05,2026-01-31T00:00:00
udl_000134,usr_000083,dev_000134,0,2025-12-26T04:33:34,2026-01-31T00:00:00
udl_000135,usr_000083,dev_000135,0,2025-12-30T23:44:19,2026-01-31T00:00:00
udl_000136,usr_000084,dev_000136,1,2025-12-21T15:28:59,2026-01-31T00:00:00
udl_000137,usr_000085,dev_000137,1,2025-12-15T08:29:26,2026-01-31T00:00:00
udl_000138,usr_000085,dev_000138,0,2025-12-28T15:53:36,2026-01-31T00:00:00
udl_000139,usr_000085,dev_000139,0,2025-12-22T20:47:14,2026-01-31T00:00:00
udl_000140,usr_000086,dev_000140,1,2025-12-22T12:38:46,2026-01-31T00:00:00
udl_000141,usr_000086,dev_000141,0,2025-12-20T08:06:00,2026-01-31T00:00:00
udl_000142,usr_000086,dev_000142,0,2025-12-13T13:57:54,2026-01-31T00:00:00
udl_000143,usr_000087,dev_000143,1,2025-12-12T14:51:05,2026-01-31T00:00:00
udl_000144,usr_000087,dev_000144,0,2025-12-20T21:24:14,2026-01-31T00:00:00
udl_000145,usr_000088,dev_000145,1,2025-12-30T21:48:37,2026-01-31T00:00:00
udl_000146,usr_000088,dev_000146,0,2025-12-21T09:12:02,2026-01-31T00:00:00
udl_000147,usr_000089,dev_000147,1,2025-12-18T19:01:14,2026-01-31T00:00:00
udl_000148,usr_000090,dev_000148,1,2025-12-20T19:15:01,2026-01-31T00:00:00
udl_000149,usr_000091,dev_000149,1,2025-12-27T13:26:06,2026-01-31T00:00:00
udl_000150,usr_000091,dev_000150,0,2026-01-01T15:55:58,2026-01-31T00:00:00
udl_000151,usr_000092,dev_000151,1,2025-12-31T07:29:54,2026-01-31T00:00:00
udl_000152,usr_000093,dev_000152,1,2025-12-15T14:43:20,2026-01-31T00:00:00
udl_000153,usr_000093,dev_000153,0,2025-12-12T19:12:18,2026-01-31T00:00:00
udl_000154,usr_000094,dev_000154,1,2025-12-17T14:30:20,2026-01-31T00:00:00
udl_000155,usr_000094,dev_000155,0,2025-12-23T12:51:38,2026-01-31T00:00:00
udl_000156,usr_000095,dev_000156,1,2025-12-18T19:41:34,2026-01-31T00:00:00
udl_000157,usr_000096,dev_000157,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000158,usr_000097,dev_000158,1,2025-12-14T08:39:16,2026-01-31T00:00:00
udl_000159,usr_000097,dev_000159,0,2025-12-15T10:09:52,2026-01-31T00:00:00
udl_000160,usr_000098,dev_000160,1,2025-12-24T14:10:52,2026-01-31T00:00:00
udl_000161,usr_000099,dev_000161,1,2025-12-14T16:32:50,2026-01-31T00:00:00
udl_000162,usr_000100,dev_000162,1,2025-12-31T10:26:07,2026-01-31T00:00:00
udl_000163,usr_000100,dev_000163,0,2025-12-19T13:22:42,2026-01-31T00:00:00
udl_000164,usr_000101,dev_000164,1,2026-01-01T17:28:47,2026-01-31T00:00:00
udl_000165,usr_000101,dev_000165,0,2025-12-31T15:19:04,2026-01-31T00:00:00
udl_000166,usr_000101,dev_000166,0,2025-12-26T16:31:16,2026-01-31T00:00:00
udl_000167,usr_000101,dev_000167,0,2025-12-31T20:07:26,2026-01-31T00:00:00
udl_000168,usr_000102,dev_000168,1,2025-12-13T13:42:52,2026-01-31T00:00:00
udl_000169,usr_000103,dev_000169,1,2025-12-15T17:36:12,2026-01-31T00:00:00
udl_000170,usr_000104,dev_000170,1,2025-12-20T21:35:57,2026-01-31T00:00:00
udl_000171,usr_000104,dev_000171,0,2025-12-16T09:39:38,2026-01-31T00:00:00
udl_000172,usr_000104,dev_000172,0,2025-12-15T13:15:13,2026-01-31T00:00:00
udl_000173,usr_000104,dev_000173,0,2025-12-24T13:43:50,2026-01-31T00:00:00
udl_000174,usr_000105,dev_000174,1,2026-01-01T10:31:10,2026-01-31T00:00:00
udl_000175,usr_000106,dev_000175,1,2026-01-01T09:38:05,2026-01-31T00:00:00
udl_000176,usr_000107,dev_000176,1,2025-12-28T19:27:59,2026-01-31T00:00:00
udl_000177,usr_000108,dev_000177,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000178,usr_000109,dev_000178,1,2025-12-25T20:57:18,2026-01-31T00:00:00
udl_000179,usr_000110,dev_000179,1,2025-12-30T15:38:42,2026-01-31T00:00:00
udl_000180,usr_000110,dev_000180,0,2025-12-31T21:57:05,2026-01-31T00:00:00
udl_000181,usr_000111,dev_000181,1,2025-12-29T09:36:00,2026-01-31T00:00:00
udl_000182,usr_000112,dev_000182,1,2025-12-14T08:54:36,2026-01-31T00:00:00
udl_000183,usr_000112,dev_000183,0,2025-12-13T16:33:20,2026-01-31T00:00:00
udl_000184,usr_000113,dev_000184,1,2025-12-31T07:40:21,2026-01-31T00:00:00
udl_000185,usr_000114,dev_000185,1,2025-12-31T17:41:24,2026-01-31T00:00:00
udl_000186,usr_000115,dev_000186,1,2025-12-18T08:31:26,2026-01-31T00:00:00
udl_000187,usr_000115,dev_000187,0,2025-12-26T08:37:20,2026-01-31T00:00:00
udl_000188,usr_000115,dev_000188,0,2025-12-20T23:55:38,2026-01-31T00:00:00
udl_000189,usr_000116,dev_000189,1,2025-12-28T22:31:13,2026-01-31T00:00:00
udl_000190,usr_000116,dev_000190,0,2025-12-21T21:00:53,2026-01-31T00:00:00
udl_000191,usr_000117,dev_000191,1,2025-12-18T09:49:15,2026-01-31T00:00:00
udl_000192,usr_000117,dev_000192,0,2025-12-16T09:34:29,2026-01-31T00:00:00
udl_000193,usr_000118,dev_000193,1,2025-12-16T18:38:21,2026-01-31T00:00:00
udl_000194,usr_000118,dev_000194,0,2025-12-18T15:37:01,2026-01-31T00:00:00
udl_000195,usr_000119,dev_000195,1,2026-01-01T12:11:07,2026-01-31T00:00:00
udl_000196,usr_000120,dev_000196,1,2025-12-22T15:17:48,2026-01-31T00:00:00
udl_000197,usr_000121,dev_000197,1,2025-12-23T13:07:24,2026-01-31T00:00:00
udl_000198,usr_000121,dev_000198,0,2025-12-14T10:34:56,2026-01-31T00:00:00
udl_000199,usr_000121,dev_000199,0,2025-12-29T15:43:26,2026-01-31T00:00:00
udl_000200,usr_000122,dev_000200,1,2025-12-20T13:28:02,2026-01-31T00:00:00
udl_000201,usr_000122,dev_000201,0,2025-12-16T18:10:04,2026-01-31T00:00:00
udl_000202,usr_000123,dev_000202,1,2025-12-16T19:43:31,2026-01-31T00:00:00
udl_000203,usr_000123,dev_000203,0,2025-12-31T07:34:50,2026-01-31T00:00:00
udl_000204,usr_000124,dev_000204,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000205,usr_000124,dev_000205,0,2025-12-20T16:17:55,2026-01-31T00:00:00
udl_000206,usr_000125,dev_000206,1,2025-12-22T21:14:50,2026-01-31T00:00:00
udl_000207,usr_000125,dev_000207,0,2025-12-12T07:10:39,2026-01-31T00:00:00
udl_000208,usr_000126,dev_000208,1,2025-12-26T07:46:56,2026-01-31T00:00:00
udl_000209,usr_000127,dev_000209,1,2025-12-19T20:24:52,2026-01-31T00:00:00
udl_000210,usr_000127,dev_000210,0,2026-01-01T02:31:54,2026-01-31T00:00:00
udl_000211,usr_000128,dev_000211,1,2025-12-14T22:03:40,2026-01-31T00:00:00
udl_000212,usr_000128,dev_000212,0,2025-12-27T01:08:15,2026-01-31T00:00:00
udl_000213,usr_000129,dev_000213,1,2025-12-19T15:50:18,2026-01-31T00:00:00
udl_000214,usr_000129,dev_000214,0,2025-12-25T14:25:16,2026-01-31T00:00:00
udl_000215,usr_000129,dev_000215,0,2025-12-23T16:47:17,2026-01-31T00:00:00
udl_000216,usr_000130,dev_000216,1,2025-12-18T14:52:07,2026-01-31T00:00:00
udl_000217,usr_000131,dev_000217,1,2025-12-27T22:33:43,2026-01-31T00:00:00
udl_000218,usr_000132,dev_000218,1,2025-12-26T22:55:06,2026-01-31T00:00:00
udl_000219,usr_000133,dev_000219,1,2025-12-31T19:36:54,2026-01-31T00:00:00
udl_000220,usr_000134,dev_000220,1,2025-12-21T13:32:04,2026-01-31T00:00:00
udl_000221,usr_000135,dev_000221,1,2025-12-16T17:51:37,2026-01-31T00:00:00
udl_000222,usr_000136,dev_000222,1,2025-12-19T18:09:18,2026-01-31T00:00:00
udl_000223,usr_000136,dev_000223,0,2025-12-26T09:04:28,2026-01-31T00:00:00
udl_000224,usr_000136,dev_000224,0,2025-12-20T21:34:41,2026-01-31T00:00:00
udl_000225,usr_000137,dev_000225,1,2025-12-16T11:55:53,2026-01-31T00:00:00
udl_000226,usr_000138,dev_000226,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000227,usr_000138,dev_000227,0,2025-12-26T13:49:00,2026-01-31T00:00:00
udl_000228,usr_000139,dev_000228,1,2025-12-17T08:30:06,2026-01-31T00:00:00
udl_000229,usr_000140,dev_000229,1,2025-12-20T14:17:31,2026-01-31T00:00:00
udl_000230,usr_000141,dev_000230,1,2025-12-26T09:50:28,2026-01-31T00:00:00
udl_000231,usr_000142,dev_000231,1,2025-12-15T19:22:41,2026-01-31T00:00:00
udl_000232,usr_000143,dev_000232,1,2025-12-27T03:54:55,2026-01-31T00:00:00
udl_000233,usr_000143,dev_000233,0,2025-12-31T08:49:04,2026-01-31T00:00:00
udl_000234,usr_000144,dev_000234,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000235,usr_000144,dev_000235,0,2025-12-19T12:18:54,2026-01-31T00:00:00
udl_000236,usr_000145,dev_000236,1,2025-12-20T15:13:57,2026-01-31T00:00:00
udl_000237,usr_000146,dev_000237,1,2025-12-19T08:42:47,2026-01-31T00:00:00
udl_000238,usr_000146,dev_000238,0,2025-12-15T08:55:21,2026-01-31T00:00:00
udl_000239,usr_000147,dev_000239,1,2025-12-29T11:27:31,2026-01-31T00:00:00
udl_000240,usr_000147,dev_000240,0,2025-12-29T11:22:55,2026-01-31T00:00:00
udl_000241,usr_000147,dev_000241,0,2025-12-28T15:50:50,2026-01-31T00:00:00
udl_000242,usr_000147,dev_000242,0,2025-12-27T08:01:47,2026-01-31T00:00:00
udl_000243,usr_000148,dev_000243,1,2025-12-19T18:18:36,2026-01-31T00:00:00
udl_000244,usr_000148,dev_000244,0,2025-12-26T10:25:00,2026-01-31T00:00:00
udl_000245,usr_000149,dev_000245,1,2025-12-13T11:59:33,2026-01-31T00:00:00
udl_000246,usr_000150,dev_000246,1,2025-12-19T19:55:56,2026-01-31T00:00:00
udl_000247,usr_000151,dev_000247,1,2025-12-31T15:02:52,2026-01-31T00:00:00
udl_000248,usr_000152,dev_000248,1,2025-12-28T22:16:28,2026-01-31T00:00:00
udl_000249,usr_000152,dev_000249,0,2025-12-24T19:26:35,2026-01-31T00:00:00
udl_000250,usr_000153,dev_000250,1,2025-12-15T14:32:58,2026-01-31T00:00:00
udl_000251,usr_000154,dev_000251,1,2025-12-21T16:29:41,2026-01-31T00:00:00
udl_000252,usr_000155,dev_000252,1,2025-12-30T17:05:39,2026-01-31T00:00:00
udl_000253,usr_000155,dev_000253,0,2025-12-22T18:24:30,2026-01-31T00:00:00
udl_000254,usr_000156,dev_000254,1,2025-12-14T14:43:46,2026-01-31T00:00:00
udl_000255,usr_000157,dev_000255,1,2025-12-26T18:34:27,2026-01-31T00:00:00
udl_000256,usr_000158,dev_000256,1,2025-12-16T23:43:52,2026-01-31T00:00:00
udl_000257,usr_000159,dev_000257,1,2025-12-13T11:13:01,2026-01-31T00:00:00
udl_000258,usr_000160,dev_000258,1,2025-12-17T21:25:08,2026-01-31T00:00:00
udl_000259,usr_000161,dev_000259,1,2025-12-21T23:09:19,2026-01-31T00:00:00
udl_000260,usr_000162,dev_000260,1,2025-12-23T17:27:16,2026-01-31T00:00:00
udl_000261,usr_000162,dev_000261,0,2025-12-19T23:17:53,2026-01-31T00:00:00
udl_000262,usr_000162,dev_000262,0,2025-12-19T13:45:25,2026-01-31T00:00:00
udl_000263,usr_000163,dev_000263,1,2025-12-16T10:25:04,2026-01-31T00:00:00
udl_000264,usr_000164,dev_000264,1,2025-12-21T09:33:11,2026-01-31T00:00:00
udl_000265,usr_000164,dev_000265,0,2025-12-31T12:48:38,2026-01-31T00:00:00
udl_000266,usr_000164,dev_000266,0,2025-12-13T16:44:29,2026-01-31T00:00:00
udl_000267,usr_000165,dev_000267,1,2025-12-15T13:35:57,2026-01-31T00:00:00
udl_000268,usr_000165,dev_000268,0,2025-12-23T12:56:00,2026-01-31T00:00:00
udl_000269,usr_000166,dev_000269,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000270,usr_000167,dev_000270,1,2025-12-20T11:28:47,2026-01-31T00:00:00
udl_000271,usr_000167,dev_000271,0,2025-12-12T21:26:20,2026-01-31T00:00:00
udl_000272,usr_000168,dev_000272,1,2025-12-26T16:51:39,2026-01-31T00:00:00
udl_000273,usr_000169,dev_000273,1,2025-12-29T16:17:40,2026-01-31T00:00:00
udl_000274,usr_000169,dev_000274,0,2025-12-17T13:05:57,2026-01-31T00:00:00
udl_000275,usr_000170,dev_000275,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000276,usr_000171,dev_000276,1,2025-12-21T16:50:03,2026-01-31T00:00:00
udl_000277,usr_000172,dev_000277,1,2025-12-24T09:01:08,2026-01-31T00:00:00
udl_000278,usr_000173,dev_000278,1,2025-12-15T00:51:47,2026-01-31T00:00:00
udl_000279,usr_000174,dev_000279,1,2025-12-20T04:08:02,2026-01-31T00:00:00
udl_000280,usr_000175,dev_000280,1,2025-12-27T11:20:44,2026-01-31T00:00:00
udl_000281,usr_000175,dev_000281,0,2025-12-21T11:28:00,2026-01-31T00:00:00
udl_000282,usr_000176,dev_000282,1,2025-12-24T02:13:06,2026-01-31T00:00:00
udl_000283,usr_000176,dev_000283,0,2025-12-15T16:05:48,2026-01-31T00:00:00
udl_000284,usr_000177,dev_000284,1,2025-12-25T12:12:54,2026-01-31T00:00:00
udl_000285,usr_000178,dev_000285,1,2025-12-31T17:51:11,2026-01-31T00:00:00
udl_000286,usr_000179,dev_000286,1,2025-12-12T21:50:18,2026-01-31T00:00:00
udl_000287,usr_000179,dev_000287,0,2025-12-27T14:13:13,2026-01-31T00:00:00
udl_000288,usr_000179,dev_000288,0,2025-12-27T10:00:13,2026-01-31T00:00:00
udl_000289,usr_000180,dev_000289,1,2025-12-19T19:51:32,2026-01-31T00:00:00
udl_000290,usr_000180,dev_000290,0,2025-12-14T14:17:20,2026-01-31T00:00:00
udl_000291,usr_000180,dev_000291,0,2025-12-30T23:36:53,2026-01-31T00:00:00
udl_000292,usr_000181,dev_000292,1,2025-12-29T15:51:41,2026-01-31T00:00:00
udl_000293,usr_000181,dev_000293,0,2025-12-12T07:11:43,2026-01-31T00:00:00
udl_000294,usr_000182,dev_000294,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000295,usr_000183,dev_000295,1,2025-12-24T18:53:34,2026-01-31T00:00:00
udl_000296,usr_000183,dev_000296,0,2025-12-22T13:46:28,2026-01-31T00:00:00
udl_000297,usr_000184,dev_000297,1,2025-12-31T13:00:09,2026-01-31T00:00:00
udl_000298,usr_000184,dev_000298,0,2025-12-19T21:55:02,2026-01-31T00:00:00
udl_000299,usr_000185,dev_000299,1,2025-12-22T04:17:07,2026-01-31T00:00:00
udl_000300,usr_000185,dev_000300,0,2025-12-23T21:48:44,2026-01-31T00:00:00
udl_000301,usr_000186,dev_000301,1,2025-12-12T17:19:09,2026-01-31T00:00:00
