trade_id,user_id,occurred_at,side,base_asset,quote_asset,price_twd,quantity,notional_twd,fee_twd,order_type,status,scenario_id,tags
trade_001820,usr_000418,2026-01-01T10:37:40,buy,USDT,TWD,32.0,264.57375,8466.36,8.47,market,filled,,base_trade
trade_000837,usr_000195,2026-01-01T10:41:53,buy,USDT,TWD,32.0,10394.922188,332637.51,332.64,market,filled,,base_trade
trade_000023,usr_000006,2026-01-01T10:56:44,buy,USDT,TWD,32.0,90.4,2892.8,2.89,market,filled,,base_trade
trade_002554,usr_000566,2026-01-01T11:10:13,buy,USDT,TWD,32.0,181.175312,5797.61,5.8,market,filled,,base_trade
trade_001236,usr_000276,2026-01-01T11:24:52,buy,BTC,TWD,2200000.0,0.0019168,4216.96,4.22,market,filled,,base_trade
trade_002197,usr_000502,2026-01-01T11:32:33,buy,USDT,TWD,32.0,540.074375,17282.38,17.28,market,filled,,base_trade
trade_001277,usr_000289,2026-01-01T11:42:27,buy,ETH,TWD,110000.0,0.36979755,40677.73,40.68,market,filled,,base_trade
trade_005068,usr_001153,2026-01-01T11:48:15,buy,USDT,TWD,32.0,146.59,4690.88,4.69,market,filled,,base_trade
trade_003157,usr_000698,2026-01-01T11:53:38,buy,USDT,TWD,32.0,199.552188,6385.67,6.39,market,filled,,base_trade
trade_004577,usr_001028,2026-01-01T11:59:29,buy,BTC,TWD,2200000.0,0.44137395,971022.69,971.02,market,filled,,base_trade
trade_000797,usr_000183,2026-01-01T12:14:41,buy,USDT,TWD,32.0,453.757187,14520.23,14.52,market,filled,,base_trade
trade_001533,usr_000342,2026-01-01T12:20:04,buy,USDT,TWD,32.0,861.572813,27570.33,27.57,market,filled,,base_trade
trade_001155,usr_000262,2026-01-01T12:30:13,buy,USDT,TWD,32.0,2255.147812,72164.73,72.16,market,filled,,base_trade
trade_004332,usr_000961,2026-01-01T12:33:04,buy,USDT,TWD,32.0,46.875,1500.0,1.5,market,filled,,base_trade
trade_000335,usr_000076,2026-01-01T12:52:54,buy,USDT,TWD,32.0,263.709063,8438.69,8.44,market,filled,,base_trade
trade_000061,usr_000014,2026-01-01T13:04:49,buy,USDT,TWD,32.0,127.99875,4095.96,4.1,market,filled,,base_trade
trade_000528,usr_000117,2026-01-01T13:10:54,buy,USDT,TWD,32.0,186.254375,5960.14,5.96,market,filled,,base_trade
trade_003574,usr_000804,2026-01-01T13:15:21,buy,BTC,TWD,2200000.0,0.00801933,17642.53,17.64,market,filled,,base_trade
trade_000537,usr_000121,2026-01-01T13:26:03,buy,ETH,TWD,110000.0,1.68427755,185270.53,185.27,market,filled,,base_trade
trade_000961,usr_000222,2026-01-01T13:32:24,buy,USDT,TWD,32.0,121.903437,3900.91,3.9,market,filled,,base_trade
trade_002053,usr_000468,2026-01-01T13:37:14,buy,USDT,TWD,32.0,64.597813,2067.13,2.07,market,filled,,base_trade
trade_000214,usr_000055,2026-01-01T13:37:29,sell,ETH,TWD,110000.0,0.20916564,23008.22,23.01,market,filled,,base_trade
trade_003522,usr_000784,2026-01-01T13:38:06,buy,BTC,TWD,2200000.0,0.00376374,8280.23,8.28,market,filled,,base_trade
trade_003696,usr_000821,2026-01-01T13:40:55,buy,USDT,TWD,32.0,512.024688,16384.79,16.38,market,filled,,base_trade
trade_002172,usr_000495,2026-01-01T13:48:14,buy,ETH,TWD,110000.0,0.08366155,9202.77,9.2,market,filled,,base_trade
trade_004377,usr_000974,2026-01-01T14:00:09,buy,BTC,TWD,2200000.0,0.00181284,3988.25,3.99,market,filled,,base_trade
trade_000557,usr_000122,2026-01-01T14:02:39,buy,USDT,TWD,32.0,18619.18875,595814.04,595.81,market,filled,,base_trade
trade_000920,usr_000217,2026-01-01T14:03:55,buy,BTC,TWD,2200000.0,0.00491529,10813.64,10.81,market,filled,,base_trade
trade_003558,usr_000799,2026-01-01T14:05:19,buy,USDT,TWD,32.0,477.645938,15284.67,15.28,market,filled,,base_trade
trade_004822,usr_001094,2026-01-01T14:06:47,buy,USDT,TWD,32.0,5329.990937,170559.71,170.56,market,filled,,base_trade
trade_001926,usr_000432,2026-01-01T14:34:32,buy,USDT,TWD,32.0,205.640312,6580.49,6.58,market,filled,,base_trade
trade_001891,usr_000429,2026-01-01T14:46:25,buy,USDT,TWD,32.0,497.1975,15910.32,15.91,market,filled,,base_trade
trade_005061,usr_001149,2026-01-01T14:56:53,buy,USDT,TWD,32.0,322.793125,10329.38,10.33,market,filled,,base_trade
trade_003158,usr_000698,2026-01-01T15:07:22,buy,ETH,TWD,110000.0,0.05011545,5512.7,5.51,market,filled,,base_trade
trade_004033,usr_000893,2026-01-01T15:11:10,buy,USDT,TWD,32.0,414.015,13248.48,13.25,market,filled,,base_trade
trade_003320,usr_000746,2026-01-01T15:12:23,buy,BTC,TWD,2200000.0,0.00339135,7460.97,7.46,market,filled,,base_trade
trade_000573,usr_000123,2026-01-01T15:14:10,buy,USDT,TWD,32.0,1470.8625,47067.6,47.07,market,filled,,base_trade
trade_001447,usr_000327,2026-01-01T15:23:29,sell,USDT,TWD,32.0,4426.83215,141658.63,141.66,market,filled,,base_trade
trade_003039,usr_000673,2026-01-01T15:29:24,buy,ETH,TWD,110000.0,3.81423009,419565.31,419.57,market,filled,,base_trade
trade_002555,usr_000566,2026-01-01T15:31:01,sell,USDT,TWD,32.0,73.863244,2363.62,2.36,market,filled,,base_trade
trade_002750,usr_000606,2026-01-01T15:37:15,buy,USDT,TWD,32.0,175.096563,5603.09,5.6,market,filled,,base_trade
trade_000830,usr_000193,2026-01-01T15:42:09,buy,BTC,TWD,2200000.0,0.0027479,6045.38,6.05,market,filled,,base_trade
trade_002268,usr_000512,2026-01-01T15:44:56,buy,ETH,TWD,110000.0,0.04345436,4779.98,4.78,market,filled,,base_trade
trade_004898,usr_001113,2026-01-01T15:50:20,buy,USDT,TWD,32.0,171.667812,5493.37,5.49,market,filled,,base_trade
trade_003345,usr_000749,2026-01-01T15:55:15,sell,ETH,TWD,110000.0,0.1228325,13511.57,13.51,market,filled,,base_trade
trade_000402,usr_000092,2026-01-01T15:55:44,buy,USDT,TWD,32.0,68.275625,2184.82,2.18,market,filled,,base_trade
trade_001354,usr_000304,2026-01-01T16:04:18,buy,ETH,TWD,110000.0,0.05993809,6593.19,6.59,market,filled,,base_trade
trade_004215,usr_000942,2026-01-01T16:30:28,buy,USDT,TWD,32.0,108.118125,3459.78,3.46,market,filled,,base_trade
trade_003611,usr_000811,2026-01-01T16:32:35,buy,ETH,TWD,110000.0,1.03854918,114240.41,114.24,market,filled,,base_trade
trade_001591,usr_000358,2026-01-01T16:37:08,buy,USDT,TWD,32.0,436.685,13973.92,13.97,market,filled,,base_trade
trade_003040,usr_000673,2026-01-01T16:44:45,sell,ETH,TWD,110000.0,0.69694504,76663.95,76.66,market,filled,,base_trade
trade_000649,usr_000147,2026-01-01T16:49:40,buy,ETH,TWD,110000.0,1.95171264,214688.39,214.69,market,filled,,base_trade
trade_001269,usr_000285,2026-01-01T16:52:08,buy,USDT,TWD,32.0,149.285,4777.12,4.78,market,filled,,base_trade
trade_003559,usr_000799,2026-01-01T16:53:11,sell,USDT,TWD,32.0,84.059418,2689.9,2.69,market,filled,,base_trade
trade_001859,usr_000426,2026-01-01T16:53:38,buy,ETH,TWD,110000.0,0.224934,24742.74,24.74,market,filled,,base_trade
trade_000558,usr_000122,2026-01-01T16:54:46,buy,BTC,TWD,2200000.0,0.13603482,299276.6,299.28,market,filled,,base_trade
trade_001559,usr_000351,2026-01-01T17:02:58,buy,BTC,TWD,2200000.0,0.00440624,9693.73,9.69,market,filled,,base_trade
trade_001142,usr_000259,2026-01-01T17:06:48,buy,BTC,TWD,2200000.0,0.0043158,9494.76,9.49,market,filled,,base_trade
trade_003327,usr_000748,2026-01-01T17:07:52,buy,USDT,TWD,32.0,6999.125625,223972.02,223.97,market,filled,,base_trade
trade_003135,usr_000692,2026-01-01T17:16:07,buy,ETH,TWD,110000.0,0.07174064,7891.47,7.89,market,filled,,base_trade
trade_004502,usr_001012,2026-01-01T17:16:37,buy,ETH,TWD,110000.0,0.03646055,4010.66,4.01,market,filled,,base_trade
trade_005342,usr_001200,2026-01-01T17:25:57,buy,USDT,TWD,32.0,377.194062,12070.21,12.07,market,filled,,base_trade
trade_002009,usr_000456,2026-01-01T17:49:53,buy,ETH,TWD,110000.0,2.73959945,301355.94,301.36,market,filled,,base_trade
trade_003931,usr_000871,2026-01-01T17:54:52,buy,USDT,TWD,32.0,13960.240938,446727.71,446.73,market,filled,,base_trade
trade_001229,usr_000275,2026-01-01T18:07:43,buy,USDT,TWD,32.0,135.35875,4331.48,4.33,market,filled,,base_trade
trade_000924,usr_000219,2026-01-01T18:08:04,buy,ETH,TWD,110000.0,4.08383591,449221.95,449.22,market,filled,,base_trade
trade_000403,usr_000092,2026-01-01T18:14:21,sell,USDT,TWD,32.0,33.518762,1072.6,1.07,market,filled,,base_trade
trade_002432,usr_000549,2026-01-01T18:19:55,buy,ETH,TWD,110000.0,2.58378427,284216.27,284.22,market,filled,,base_trade
trade_002589,usr_000578,2026-01-01T18:29:31,buy,USDT,TWD,32.0,287.589688,9202.87,9.2,market,filled,,base_trade
trade_002293,usr_000516,2026-01-01T18:56:51,buy,USDT,TWD,32.0,177.034063,5665.09,5.67,market,filled,,base_trade
trade_004549,usr_001023,2026-01-01T19:36:20,sell,USDT,TWD,32.0,3398.543431,108753.39,108.75,market,filled,,base_trade
trade_000538,usr_000121,2026-01-01T19:39:28,buy,ETH,TWD,110000.0,0.91421045,100563.15,100.56,market,filled,,base_trade
trade_002891,usr_000638,2026-01-01T19:39:40,buy,USDT,TWD,32.0,542.972813,17375.13,17.38,market,filled,,base_trade
trade_003784,usr_000847,2026-01-01T20:18:53,buy,USDT,TWD,32.0,153.395,4908.64,4.91,market,filled,,base_trade
trade_005300,usr_001191,2026-01-01T20:35:45,buy,USDT,TWD,32.0,264.273438,8456.75,8.46,market,filled,,base_trade
trade_001775,usr_000406,2026-01-01T20:46:44,buy,ETH,TWD,110000.0,0.05355209,5890.73,5.89,market,filled,,base_trade
trade_004363,usr_000970,2026-01-01T20:56:42,buy,USDT,TWD,32.0,380.8275,12186.48,12.19,market,filled,,base_trade
trade_005080,usr_001155,2026-01-01T20:58:32,buy,USDT,TWD,32.0,379.0875,12130.8,12.13,market,filled,,base_trade
trade_005069,usr_001153,2026-01-01T21:08:56,buy,ETH,TWD,110000.0,0.07746609,8521.27,8.52,market,filled,,base_trade
trade_000925,usr_000219,2026-01-01T21:10:55,buy,USDT,TWD,32.0,9046.715,289494.88,289.49,market,filled,,base_trade
trade_001448,usr_000327,2026-01-01T21:13:03,buy,ETH,TWD,110000.0,3.645119,400963.09,400.96,market,filled,,base_trade
trade_001831,usr_000420,2026-01-01T21:16:45,buy,BTC,TWD,2200000.0,0.00758705,16691.51,16.69,market,filled,,base_trade
trade_001560,usr_000351,2026-01-01T21:23:11,buy,USDT,TWD,32.0,401.939375,12862.06,12.86,market,filled,,base_trade
trade_000449,usr_000099,2026-01-01T21:28:38,buy,BTC,TWD,2200000.0,0.00676504,14883.09,14.88,market,filled,,base_trade
trade_002865,usr_000633,2026-01-01T21:39:41,buy,BTC,TWD,2200000.0,0.00377565,8306.43,8.31,market,filled,,base_trade
trade_003754,usr_000839,2026-01-01T21:52:51,buy,ETH,TWD,110000.0,0.0466,5126.0,5.13,market,filled,,base_trade
trade_004709,usr_001054,2026-01-01T21:59:31,buy,USDT,TWD,32.0,128.244063,4103.81,4.1,market,filled,,base_trade
trade_002233,usr_000508,2026-01-01T22:05:46,buy,ETH,TWD,110000.0,1.88330673,207163.74,207.16,market,filled,,base_trade
trade_003194,usr_000706,2026-01-01T22:26:18,buy,USDT,TWD,32.0,383.029688,12256.95,12.26,market,filled,,base_trade
trade_001263,usr_000284,2026-01-01T22:31:05,buy,USDT,TWD,32.0,302.839375,9690.86,9.69,market,filled,,base_trade
trade_003785,usr_000847,2026-01-01T22:34:36,buy,USDT,TWD,32.0,108.825312,3482.41,3.48,market,filled,,base_trade
trade_001967,usr_000446,2026-01-01T22:43:13,buy,ETH,TWD,110000.0,3.05488864,336037.75,336.04,market,filled,,base_trade
trade_002666,usr_000591,2026-01-01T22:49:28,buy,USDT,TWD,32.0,13972.898125,447132.74,447.13,market,filled,,base_trade
trade_004977,usr_001131,2026-01-01T22:59:53,buy,USDT,TWD,32.0,12458.15625,398661.0,398.66,market,filled,,base_trade
trade_001403,usr_000319,2026-01-01T23:02:52,buy,ETH,TWD,110000.0,1.32831255,146114.38,146.11,market,filled,,base_trade
trade_004578,usr_001028,2026-01-01T23:07:52,sell,BTC,TWD,2200000.0,0.27806059,611733.3,611.73,market,filled,,base_trade
trade_004461,usr_000999,2026-01-01T23:18:39,buy,BTC,TWD,2200000.0,0.011779,25913.8,25.91,market,filled,,base_trade
trade_004883,usr_001107,2026-01-01T23:43:13,buy,USDT,TWD,32.0,139.797188,4473.51,4.47,market,filled,,base_trade
trade_004359,usr_000967,2026-01-02T00:23:14,buy,BTC,TWD,2200000.0,0.00269178,5921.92,5.92,market,filled,,base_trade
trade_001365,usr_000308,2026-01-02T00:43:23,buy,USDT,TWD,32.0,655.36875,20971.8,20.97,market,filled,,base_trade
trade_000017,usr_000005,2026-01-02T00:47:18,buy,USDT,TWD,32.0,910.902812,29148.89,29.15,market,filled,,base_trade
trade_001783,usr_000408,2026-01-02T01:11:22,buy,USDT,TWD,32.0,175.509688,5616.31,5.62,market,filled,,base_trade
trade_001704,usr_000397,2026-01-02T01:25:51,buy,USDT,TWD,32.0,5511.208125,176358.66,176.36,market,filled,,base_trade
trade_002234,usr_000508,2026-01-02T01:34:11,buy,BTC,TWD,2200000.0,0.06821866,150081.05,150.08,market,filled,,base_trade
trade_000539,usr_000121,2026-01-02T01:36:23,buy,BTC,TWD,2200000.0,0.0853117,187685.74,187.69,market,filled,,base_trade
trade_002734,usr_000601,2026-01-02T01:44:27,buy,BTC,TWD,2200000.0,0.00582564,12816.41,12.82,market,filled,,base_trade
trade_003224,usr_000717,2026-01-02T01:51:28,buy,USDT,TWD,32.0,90.63625,2900.36,2.9,market,filled,,base_trade
trade_001670,usr_000387,2026-01-02T01:55:10,buy,ETH,TWD,110000.0,0.15306682,16837.35,16.84,market,filled,,base_trade
trade_004457,usr_000998,2026-01-02T01:55:23,buy,USDT,TWD,32.0,788.796563,25241.49,25.24,market,filled,,base_trade
trade_004020,usr_000889,2026-01-02T02:00:49,buy,USDT,TWD,32.0,267.972812,8575.13,8.58,market,filled,,base_trade
trade_004851,usr_001095,2026-01-02T02:06:38,buy,USDT,TWD,32.0,130.912187,4189.19,4.19,market,filled,,base_trade
trade_003984,usr_000883,2026-01-02T02:11:48,buy,USDT,TWD,32.0,11320.759687,362264.31,362.26,market,filled,,base_trade
trade_004922,usr_001119,2026-01-02T02:27:00,buy,USDT,TWD,32.0,1552.54,49681.28,49.68,market,filled,,base_trade
trade_002106,usr_000481,2026-01-02T02:32:03,buy,BTC,TWD,2200000.0,0.00090289,1986.36,1.99,market,filled,,base_trade
trade_002113,usr_000484,2026-01-02T02:38:33,buy,USDT,TWD,32.0,13208.2475,422663.92,422.66,market,filled,,base_trade
trade_000672,usr_000148,2026-01-02T03:08:54,buy,USDT,TWD,32.0,554.427812,17741.69,17.74,market,filled,,base_trade
trade_002157,usr_000491,2026-01-02T04:00:34,buy,BTC,TWD,2200000.0,0.01060812,23337.86,23.34,market,filled,,base_trade
trade_001705,usr_000397,2026-01-02T04:10:04,buy,USDT,TWD,32.0,5142.911563,164573.17,164.57,market,filled,,base_trade
trade_005301,usr_001191,2026-01-02T04:11:26,buy,ETH,TWD,110000.0,0.03826082,4208.69,4.21,market,filled,,base_trade
trade_002659,usr_000590,2026-01-02T04:12:48,buy,USDT,TWD,32.0,295.111875,9443.58,9.44,market,filled,,base_trade
trade_004360,usr_000967,2026-01-02T04:12:54,buy,ETH,TWD,110000.0,0.08971927,9869.12,9.87,market,filled,,base_trade
trade_000140,usr_000034,2026-01-02T04:14:21,buy,USDT,TWD,32.0,205.76125,6584.36,6.58,market,filled,,base_trade
trade_003787,usr_000848,2026-01-02T04:51:15,buy,USDT,TWD,32.0,211.157187,6757.03,6.76,market,filled,,base_trade
trade_000326,usr_000074,2026-01-02T04:58:38,buy,USDT,TWD,32.0,69.276562,2216.85,2.22,market,filled,,base_trade
trade_003305,usr_000744,2026-01-02T07:02:02,buy,USDT,TWD,32.0,100.912813,3229.21,3.23,market,filled,,base_trade
trade_002476,usr_000556,2026-01-02T07:26:18,buy,BTC,TWD,2200000.0,0.0546593,120250.46,120.25,market,filled,,base_trade
trade_002192,usr_000501,2026-01-02T07:32:23,buy,USDT,TWD,32.0,115.985625,3711.54,3.71,market,filled,,base_trade
trade_004947,usr_001125,2026-01-02T07:53:18,buy,BTC,TWD,2200000.0,0.00250556,5512.23,5.51,market,filled,,base_trade
trade_004550,usr_001023,2026-01-02T08:33:52,buy,USDT,TWD,32.0,8281.287188,265001.19,265.0,market,filled,,base_trade
trade_003800,usr_000850,2026-01-02T08:54:40,buy,ETH,TWD,110000.0,1.29844218,142828.64,142.83,market,filled,,base_trade
trade_000838,usr_000195,2026-01-02T09:03:47,sell,USDT,TWD,32.0,7753.493722,248111.8,248.11,market,filled,,base_trade
trade_001868,usr_000428,2026-01-02T09:40:06,sell,BTC,TWD,2200000.0,0.04911829,108060.24,108.06,market,filled,,base_trade
trade_002189,usr_000500,2026-01-02T09:45:05,buy,BTC,TWD,2200000.0,0.0054955,12090.1,12.09,market,filled,,base_trade
trade_002416,usr_000544,2026-01-02T09:45:20,buy,USDT,TWD,32.0,46.875,1500.0,1.5,market,filled,,base_trade
trade_001633,usr_000375,2026-01-02T10:00:02,buy,ETH,TWD,110000.0,0.12897527,14187.28,14.19,market,filled,,base_trade
trade_002594,usr_000579,2026-01-02T10:02:42,buy,ETH,TWD,110000.0,0.39149727,43064.7,43.06,market,filled,,base_trade
trade_000887,usr_000205,2026-01-02T10:15:10,buy,BTC,TWD,2200000.0,0.00094446,2077.81,2.08,market,filled,,base_trade
trade_002063,usr_000469,2026-01-02T10:22:53,buy,USDT,TWD,32.0,1125.71125,36022.76,36.02,market,filled,,base_trade
trade_000452,usr_000100,2026-01-02T10:37:25,buy,USDT,TWD,32.0,1213.130625,38820.18,38.82,market,filled,,base_trade
trade_003727,usr_000829,2026-01-02T10:40:28,buy,USDT,TWD,32.0,300.871875,9627.9,9.63,market,filled,,base_trade
trade_002850,usr_000627,2026-01-02T11:00:44,buy,ETH,TWD,110000.0,0.02468736,2715.61,2.72,market,filled,,base_trade
trade_003801,usr_000850,2026-01-02T11:04:43,sell,ETH,TWD,110000.0,0.28256015,31081.62,31.08,market,filled,,base_trade
trade_001334,usr_000298,2026-01-02T11:05:58,buy,BTC,TWD,2200000.0,0.00533973,11747.41,11.75,market,filled,,base_trade
trade_002918,usr_000641,2026-01-02T11:19:45,buy,USDT,TWD,32.0,219.602188,7027.27,7.03,market,filled,,base_trade
trade_000168,usr_000041,2026-01-02T11:33:43,buy,USDT,TWD,32.0,574.7225,18391.12,18.39,market,filled,,base_trade
trade_004732,usr_001061,2026-01-02T11:34:29,buy,BTC,TWD,2200000.0,0.00642865,14143.03,14.14,market,filled,,base_trade
trade_003463,usr_000775,2026-01-02T11:35:02,buy,USDT,TWD,32.0,261.994062,8383.81,8.38,market,filled,,base_trade
trade_004970,usr_001130,2026-01-02T11:37:50,buy,USDT,TWD,32.0,486.321875,15562.3,15.56,market,filled,,base_trade
trade_002580,usr_000573,2026-01-02T11:41:44,buy,ETH,TWD,110000.0,0.04243691,4668.06,4.67,market,filled,,base_trade
trade_005143,usr_001164,2026-01-02T11:42:30,buy,USDT,TWD,32.0,8518.245312,272583.85,272.58,market,filled,,base_trade
trade_001619,usr_000368,2026-01-02T11:42:43,buy,USDT,TWD,32.0,162.256563,5192.21,5.19,market,filled,,base_trade
trade_004469,usr_001001,2026-01-02T11:44:27,buy,USDT,TWD,32.0,175.6425,5620.56,5.62,market,filled,,base_trade
trade_005110,usr_001162,2026-01-02T11:56:29,buy,ETH,TWD,110000.0,1.54874936,170362.43,170.36,market,filled,,base_trade
trade_003328,usr_000748,2026-01-02T12:16:06,sell,USDT,TWD,32.0,2302.462408,73678.8,73.68,market,filled,,base_trade
trade_002477,usr_000556,2026-01-02T12:18:23,buy,USDT,TWD,32.0,7607.878125,243452.1,243.45,market,filled,,base_trade
trade_005039,usr_001147,2026-01-02T12:21:06,buy,BTC,TWD,2200000.0,0.10886028,239492.62,239.49,market,filled,,base_trade
trade_005111,usr_001162,2026-01-02T12:23:29,buy,BTC,TWD,2200000.0,0.14747182,324438.0,324.44,market,filled,,base_trade
trade_003758,usr_000841,2026-01-02T12:23:53,buy,USDT,TWD,32.0,564.927812,18077.69,18.08,market,filled,,base_trade
trade_004948,usr_001125,2026-01-02T12:24:02,sell,BTC,TWD,2200000.0,0.00103037,2266.81,2.27,market,filled,,base_trade
trade_003495,usr_000779,2026-01-02T12:26:03,sell,ETH,TWD,110000.0,2.01616434,221778.08,221.78,market,filled,,base_trade
trade_003346,usr_000749,2026-01-02T12:31:03,sell,ETH,TWD,110000.0,0.0928126,10209.39,10.21,market,filled,,base_trade
