crypto_txn_id,user_id,occurred_at,direction,asset,network,wallet_id,counterparty_wallet_id,amount_asset,amount_twd_equiv,tx_hash,status,onchain_risk_seed,scenario_id,tags
ctx_000676,usr_000463,2026-01-01T19:02:00,deposit,BTC,BTC,wal_001388,wal_004276,0.00589829,12976.24,4d084952af52127431b1966d45133f9f3c5b08f1,completed,clean,,base_onchain
ctx_001385,usr_000995,2026-01-01T19:19:02,deposit,USDT,TRON,wal_002983,wal_004985,2251.690938,72054.11,266716347281e75e7b4fe42de5c24da3de4461df,completed,clean,,base_onchain
ctx_001542,usr_001120,2026-01-01T20:16:17,deposit,USDT,TRON,wal_003358,wal_005142,394.3875,12620.4,50b8eadda47b924e73e23b89bd8515412196d495,completed,clean,,base_onchain
ctx_001138,usr_000793,2026-01-01T20:34:44,deposit,USDT,TRON,wal_002377,wal_004738,968.367813,30987.77,210f73a3bdf4741e50032e5657924d64f9be464a,completed,clean,,base_onchain
ctx_001024,usr_000698,2026-01-01T21:38:35,deposit,USDT,TRON,wal_002092,wal_004624,201.87375,6459.96,4b08a8d28add0956af53107a9670efec7870421f,completed,clean,,base_onchain
ctx_001580,usr_001147,2026-01-01T21:56:41,withdrawal,USDT,TRON,wal_003439,wal_005180,2592.699538,82966.39,7cc4e44896e0d7dd88e44e01f17c40f782bac648,completed,clean,,base_onchain
ctx_001402,usr_000999,2026-01-01T22:32:01,deposit,USDT,TRON,wal_002995,wal_005002,759.92,24317.44,423b94bb0865ef1085f896d67c31dd478efebaa6,completed,clean,,base_onchain
ctx_000211,usr_000164,2026-01-01T22:57:17,withdrawal,USDT,TRON,wal_000490,wal_003811,12499.579586,399986.55,15afdfe6633867ec9a5278143914a18ac6ef8dce,completed,clean,,base_onchain
ctx_000501,usr_000333,2026-01-01T23:07:57,deposit,USDT,TRON,wal_000997,wal_004101,334.0125,10688.4,17ebe257f2d499287eb6c7ed913cf395fd54a648,completed,clean,,base_onchain
ctx_000296,usr_000219,2026-01-02T01:22:33,deposit,USDT,TRON,wal_000655,wal_003896,17643.994063,564607.81,cc6929122d64ac61a1e4e6d5535f91119297fcb5,completed,clean,,base_onchain
ctx_001287,usr_000918,2026-01-02T01:51:13,withdrawal,ETH,ETH,wal_002754,wal_004887,0.00480039,528.04,6ee9859db412dbbfbd879170133cb9bcd968bfac,completed,clean,,base_onchain
ctx_000069,usr_000059,2026-01-02T02:58:09,deposit,ETH,ETH,wal_000177,wal_003669,0.59554818,65510.3,ae8cc8fdddb8dff598531c0e8b3e5c1827b409bc,completed,clean,,base_onchain
ctx_001458,usr_001032,2026-01-02T03:17:42,deposit,USDT,TRON,wal_003094,wal_005058,294.985,9439.52,c921f40e5f670f06d13b5c69e513d44f94d2f29b,completed,clean,,base_onchain
ctx_001462,usr_001037,2026-01-02T03:34:06,deposit,BTC,BTC,wal_003110,wal_005062,0.16528164,363619.61,c19668cdaf9056527945f87a2b64421a9dfc71d7,completed,clean,,base_onchain
ctx_000944,usr_000657,2026-01-02T04:38:30,deposit,USDT,TRON,wal_001969,wal_004544,115.582813,3698.65,8666cecde4cb7641060cb33e901fcba702c63ebc,completed,clean,,base_onchain
ctx_000346,usr_000246,2026-01-02T04:50:06,deposit,USDT,TRON,wal_000736,wal_003946,1182.798438,37849.55,bd1acfe825d96bc9ebdd371400cb0029b11640c2,completed,clean,,base_onchain
ctx_000848,usr_000587,2026-01-02T07:11:28,deposit,ETH,ETH,wal_001761,wal_004448,0.08613427,9474.77,9815ff9876c9f75b8c907dee1d64957f25996489,completed,clean,,base_onchain
ctx_000326,usr_000234,2026-01-02T07:12:19,deposit,USDT,TRON,wal_000700,wal_003926,362.000938,11584.03,89c2374e8d2c94032cef396e8f8bb528c0ed9835,completed,clean,,base_onchain
ctx_001206,usr_000843,2026-01-02T07:15:11,deposit,USDT,TRON,wal_002527,wal_004806,185.312813,5930.01,1e614bab54d8b5d4d4094ce73ffe46a5da87923c,completed,clean,,base_onchain
ctx_001127,usr_000779,2026-01-02T08:38:52,deposit,BTC,BTC,wal_002336,wal_004727,0.16454746,362004.41,18d016243a700057b4b7029d64874fd3cbd2109b,completed,clean,,base_onchain
ctx_001185,usr_000821,2026-01-02T09:07:42,withdrawal,USDT,TRON,wal_002461,wal_004785,244.832819,7834.65,86b61dd2e29d8079f28842ad03c8343a43638fa2,completed,clean,,base_onchain
ctx_001438,usr_001024,2026-01-02T09:43:29,deposit,USDT,TRON,wal_003070,wal_005038,749.10125,23971.24,a2ebd9cca88dac71e3d62f4a1eec1806665882e2,completed,clean,,base_onchain
ctx_001563,usr_001132,2026-01-02T09:55:41,deposit,USDT,TRON,wal_003394,wal_005163,62.5,2000.0,6815efc464f06d6d5d64024d47fe35977139f038,completed,clean,,base_onchain
ctx_000629,usr_000429,2026-01-02T10:16:38,deposit,USDT,TRON,wal_001285,wal_004229,854.223125,27335.14,f8407438ef5acbfcaefea72f01e01f0d36f6516d,completed,clean,,base_onchain
ctx_000251,usr_000181,2026-01-02T10:50:46,deposit,ETH,ETH,wal_000543,wal_003851,0.12927336,14220.07,6a7f2f0ff5c4b4d66b52b58e675692a676d0a3d1,completed,clean,,base_onchain
ctx_001665,usr_001198,2026-01-02T10:51:57,deposit,BTC,BTC,wal_003593,wal_005265,0.01307216,28758.75,de48810f4c575fbf26799689b8db1a31b673f027,completed,clean,,base_onchain
ctx_001249,usr_000871,2026-01-02T11:01:26,deposit,USDT,TRON,wal_002611,wal_004849,12122.799688,387929.59,206934f0cbb58ef34a93384cf7a5d1b907d03899,completed,clean,,base_onchain
ctx_000227,usr_000167,2026-01-02T11:34:26,deposit,USDT,TRON,wal_000499,wal_003827,357.9675,11454.96,137d5a877c5201766f2cc7d6963b85aa344debec,completed,clean,,base_onchain
ctx_000141,usr_000110,2026-01-02T12:09:25,deposit,USDT,TRON,wal_000328,wal_003741,311.081875,9954.62,cb4581b545f0f142668c6bb4a0d55a1568012ef3,completed,clean,,base_onchain
ctx_000442,usr_000291,2026-01-02T13:30:05,deposit,BTC,BTC,wal_000872,wal_004042,0.0068742,15123.24,e0cb04c5243e68d2f696d700d99cf579ef3559e8,completed,clean,,base_onchain
ctx_000505,usr_000335,2026-01-02T15:53:19,deposit,ETH,ETH,wal_001005,wal_004105,0.15892236,17481.46,b8fb3170ba5c058bbd36b57c75ec2263642a1b95,completed,clean,,base_onchain
ctx_001386,usr_000995,2026-01-02T15:56:03,deposit,USDT,TRON,wal_002983,wal_004986,1163.056875,37217.82,bf394188e849a021cd03dd16981905a80392583e,completed,clean,,base_onchain
ctx_001666,usr_001198,2026-01-02T16:10:28,withdrawal,BTC,BTC,wal_003593,wal_005266,0.00902678,19858.92,dd1ce71ad5b5c4de66b7f71b4b45a3a197fb9f14,completed,clean,,base_onchain
ctx_000448,usr_000293,2026-01-02T16:27:26,deposit,USDT,TRON,wal_000877,wal_004048,1416.434062,45325.89,b82d3eb9ff13e9c93c730a800bbc3e7bc513cbef,completed,clean,,base_onchain
ctx_001318,usr_000941,2026-01-02T16:50:47,deposit,USDT,TRON,wal_002821,wal_004918,10986.5525,351569.68,3b486fce869793d8abd2f7202f2571b19925b5fc,completed,clean,,base_onchain
ctx_000957,usr_000664,2026-01-02T17:46:54,deposit,ETH,ETH,wal_001992,wal_004557,0.47968482,52765.33,50b567b159a9f610e9f85fbb4e3bb3d309ad4396,completed,clean,,base_onchain
ctx_000365,usr_000254,2026-01-02T18:48:57,deposit,USDT,TRON,wal_000760,wal_003965,259.796875,8313.5,c7b8d06fb3db614768040eb9c54748d95571a103,completed,clean,,base_onchain
ctx_001635,usr_001177,2026-01-02T19:23:46,deposit,USDT,TRON,wal_003529,wal_005235,175.700625,5622.42,5663efff329c789d5b38c54608f25576274eb212,completed,clean,,base_onchain
ctx_000958,usr_000664,2026-01-02T19:26:26,deposit,USDT,TRON,wal_001990,wal_004558,1626.050937,52033.63,8daf363dfadda8c6d7612edaf31da738fd7ff9a6,completed,clean,,base_onchain
ctx_000485,usr_000325,2026-01-02T19:36:15,deposit,ETH,ETH,wal_000975,wal_004085,0.049405,5434.55,8b36a6623f18231883ae3367b2ff171a4ac934c2,completed,clean,,base_onchain
ctx_001555,usr_001129,2026-01-02T19:53:15,deposit,ETH,ETH,wal_003387,wal_005155,0.29039582,31943.54,64e2b4b01cab63115d1368f19e0dbad13201096e,completed,clean,,base_onchain
ctx_000666,usr_000456,2026-01-02T20:02:13,deposit,ETH,ETH,wal_001368,wal_004266,2.63679509,290047.46,946899eb1b965ab54f6277b069c4a286015f686e,completed,clean,,base_onchain
ctx_000080,usr_000062,2026-01-02T20:26:20,deposit,USDT,TRON,wal_000184,wal_003680,6901.308125,220841.86,1d0e1b81d12bc48452076d449fdfbbb527c05a7c,completed,clean,,base_onchain
ctx_000084,usr_000066,2026-01-02T20:29:40,deposit,USDT,TRON,wal_000196,wal_003684,23993.029063,767776.93,8de05d69b701a2993cbaf45bd86058729f1bde23,completed,clean,,base_onchain
ctx_001308,usr_000934,2026-01-02T21:19:39,deposit,USDT,TRON,wal_002800,wal_004908,489.537188,15665.19,7a09e75161e45571728da6f76c1bc50cf523ca6f,completed,clean,,base_onchain
ctx_001358,usr_000982,2026-01-02T21:35:20,deposit,BTC,BTC,wal_002945,wal_004958,0.00340225,7484.95,9b0c815ef670084db9c65fc28740338f586f00a2,completed,clean,,base_onchain
ctx_000883,usr_000612,2026-01-02T22:04:08,deposit,BTC,BTC,wal_001835,wal_004483,0.00521825,11480.15,38457ec43a554a85e49840ec7418583a8b25d378,completed,clean,,base_onchain
ctx_001529,usr_001116,2026-01-03T00:08:51,deposit,USDT,TRON,wal_003346,wal_005129,268.209063,8582.69,d0af7fab03719c45041004045f22bdaa73a7bd99,completed,clean,,base_onchain
ctx_001112,usr_000770,2026-01-03T00:52:56,deposit,USDT,TRON,wal_002308,wal_004712,62.5,2000.0,91d205ab6d22769a5ff6f9cc76b0be53c3456ae2,completed,clean,,base_onchain
ctx_001034,usr_000705,2026-01-03T01:20:09,deposit,USDT,TRON,wal_002113,wal_004634,1010.8525,32347.28,57aac6df2728e574a59fac8fb25f6441083a712e,completed,clean,,base_onchain
ctx_000146,usr_000112,2026-01-03T01:52:47,deposit,USDT,TRON,wal_000334,wal_003746,152.085,4866.72,154521d83f267017f68c205c9692eaac90711d1f,completed,clean,,base_onchain
ctx_000412,usr_000278,2026-01-03T03:55:12,deposit,USDT,TRON,wal_000832,wal_004012,331.639375,10612.46,ec7f755a8e11dbc3132cfcc627f32605c42a957d,completed,clean,,base_onchain
ctx_000700,usr_000484,2026-01-03T04:58:56,deposit,ETH,ETH,wal_001452,wal_004300,1.43034,157337.4,577054a626b0942c9f916b19b9e5e2b12ad3c3da,completed,clean,,base_onchain
ctx_001567,usr_001139,2026-01-03T07:03:39,deposit,USDT,TRON,wal_003415,wal_005167,78.459688,2510.71,013bf63ce93c46e0c7a76cb15aff374e33f35be0,completed,clean,,base_onchain
ctx_000471,usr_000313,2026-01-03T07:05:11,deposit,USDT,TRON,wal_000937,wal_004071,90.41875,2893.4,1d35b1b434351385841dbefe41ff356db33c2da8,completed,clean,,base_onchain
ctx_000717,usr_000502,2026-01-03T07:18:27,deposit,ETH,ETH,wal_001506,wal_004317,0.13991973,15391.17,2017e03e69118d9baa1d215720897878f02c3c87,completed,clean,,base_onchain
ctx_000529,usr_000352,2026-01-03T07:22:06,deposit,USDT,TRON,wal_001054,wal_004129,418.909375,13405.1,7e7553b3eb3f0937f7fa5793be47788085bac5c3,completed,clean,,base_onchain
ctx_001589,usr_001153,2026-01-03T08:16:13,deposit,USDT,TRON,wal_003457,wal_005189,190.971563,6111.09,8aced4811cda1d74edc3621cfac8656f1a20b591,completed,clean,,base_onchain
ctx_000122,usr_000093,2026-01-03T08:41:20,deposit,USDT,TRON,wal_000277,wal_003722,383.254375,12264.14,718cf46672fcc094648276610e0a4577cba99c98,completed,clean,,base_onchain
ctx_001492,usr_001086,2026-01-03T08:45:29,deposit,USDT,TRON,wal_003256,wal_005092,609.054688,19489.75,0d53c4fad09d8e6639fc7d764814399e73cf4283,completed,clean,,base_onchain
ctx_001238,usr_000864,2026-01-03T09:00:57,deposit,USDT,TRON,wal_002590,wal_004838,283.4225,9069.52,ee8e27602a1625ce88a8f3a080b3d282bf4ec13b,completed,clean,,base_onchain
ctx_000486,usr_000325,2026-01-03T09:20:29,deposit,USDT,TRON,wal_000973,wal_004086,97.190625,3110.1,9e3db60dcc09a9c530c9776452797ad1e1f9ae56,completed,clean,,base_onchain
ctx_001222,usr_000855,2026-01-03T09:50:54,deposit,USDT,TRON,wal_002563,wal_004822,640.26,20488.32,b65de0f354d86cb0e2a805c91ba751ecdf6fab11,completed,clean,,base_onchain
ctx_001005,usr_000687,2026-01-03T09:52:16,deposit,ETH,ETH,wal_002061,wal_004605,0.05060782,5566.86,2a94a10430f88ac8fdc77325571b1df3e3a8e49a,completed,clean,,base_onchain
ctx_000584,usr_000397,2026-01-03T09:57:48,withdrawal,USDT,TRON,wal_001189,wal_004184,3149.171931,100773.5,a3d9c24175b5cac0c7a01146b47ddcd7aaa2ca64,completed,clean,,base_onchain
ctx_000647,usr_000445,2026-01-03T10:12:56,deposit,BTC,BTC,wal_001334,wal_004247,0.00469478,10328.52,768be0cd9eeba08646a47bc2bdf05721be6c0370,completed,clean,,base_onchain
ctx_001603,usr_001159,2026-01-03T10:21:17,withdrawal,BTC,BTC,wal_003476,wal_005203,0.00272356,5991.83,eadb6cb4a7dc15a608a0b6be3c530e979cea4204,completed,clean,,base_onchain
ctx_000784,usr_000541,2026-01-03T10:27:51,deposit,BTC,BTC,wal_001622,wal_004384,0.24795169,545493.72,bbdf47789e2a1abd4a88c094dbb03933fe31a97e,completed,clean,,base_onchain
ctx_001319,usr_000941,2026-01-03T10:33:59,deposit,USDT,TRON,wal_002821,wal_004919,9828.334375,314506.7,1347965da5129b5cf13414c88e3f36d5545175b8,completed,clean,,base_onchain
ctx_000165,usr_000123,2026-01-03T11:49:47,withdrawal,USDT,TRON,wal_000367,wal_003765,241.316361,7722.12,4d23bd810467d78945a7384a161a06d787868430,completed,clean,,base_onchain
ctx_001505,usr_001092,2026-01-03T12:18:23,deposit,USDT,TRON,wal_003274,wal_005105,363.629062,11636.13,82908f906a959757250279c890ff8794f3a58459,completed,clean,,base_onchain
ctx_001456,usr_001031,2026-01-03T12:37:05,withdrawal,USDT,TRON,wal_003091,wal_005056,75.502777,2416.09,860faa047c8ef4214874e8da5f9727a502eb9f14,completed,clean,,base_onchain
ctx_000898,usr_000624,2026-01-03T12:41:29,deposit,BTC,BTC,wal_001871,wal_004498,0.27331487,601292.71,510c3a56067906a412d5e1d9ce02a87dc508dfa2,completed,clean,,base_onchain
ctx_000440,usr_000290,2026-01-03T13:02:34,withdrawal,USDT,TRON,wal_000868,wal_004040,5192.029578,166144.95,5eb195f56b065efbcfdf60e8db0aaf823cf63a6c,completed,clean,,base_onchain
ctx_001041,usr_000710,2026-01-03T13:33:11,deposit,USDT,TRON,wal_002128,wal_004641,177.819375,5690.22,648a2faabd3f5e313b42a8e27d79f4e6290f002e,completed,clean,,base_onchain
ctx_001128,usr_000779,2026-01-03T13:42:43,deposit,ETH,ETH,wal_002337,wal_004728,5.02362755,552599.03,f3cc581db55bfb1aa82225ba757377db3a5ac14c,completed,clean,,base_onchain
ctx_001336,usr_000954,2026-01-03T14:20:32,withdrawal,BTC,BTC,wal_002861,wal_004936,0.06174137,135831.01,d977fef032f5b34c3686fc0fe417e7acff85b505,completed,clean,,base_onchain
ctx_000546,usr_000368,2026-01-03T14:21:57,withdrawal,USDT,TRON,wal_001102,wal_004146,51.015266,1632.49,35ed6da3e3c3a7cc1fea6c6a24dc663637df45a6,completed,clean,,base_onchain
ctx_001252,usr_000874,2026-01-03T14:56:07,deposit,USDT,TRON,wal_002620,wal_004852,123.246875,3943.9,0a2f0e3fb084da2cda61a35ddd8a48ed9039d085,completed,clean,,base_onchain
ctx_001120,usr_000777,2026-01-03T15:16:04,deposit,USDT,TRON,wal_002329,wal_004720,686.460938,21966.75,98dc0cdd7beee8ad2b5019257db19d46c6f5d628,completed,clean,,base_onchain
ctx_000858,usr_000593,2026-01-03T15:19:55,deposit,USDT,TRON,wal_001777,wal_004458,444.110313,14211.53,d0ffa842bd7f263963a9ea0b53114cdf9d2e2dff,completed,clean,,base_onchain
ctx_000443,usr_000291,2026-01-03T16:11:52,deposit,USDT,TRON,wal_000871,wal_004043,1489.442188,47662.15,2ef7a3e98fc2e552fea6fa0e1b7a258b9643a79c,completed,clean,,base_onchain
ctx_000390,usr_000267,2026-01-03T16:22:13,deposit,ETH,ETH,wal_000801,wal_003990,2.81893173,310082.49,78022a75c99e44d1ef106b0dcaaf6178fa30aa45,completed,clean,,base_onchain
ctx_000391,usr_000267,2026-01-03T16:33:27,withdrawal,ETH,ETH,wal_000801,wal_003991,1.01452027,111597.23,0f04b31d31f32f11cae4a2b235dd8ba8d03e9ba7,completed,clean,,base_onchain
ctx_000409,usr_000276,2026-01-03T16:50:21,withdrawal,BTC,BTC,wal_000827,wal_004009,0.00075291,1656.4,d2413be99d7175a5fa5049d2fcab6a969891eaee,completed,clean,,base_onchain
ctx_000492,usr_000327,2026-01-03T17:32:44,withdrawal,USDT,TRON,wal_000979,wal_004092,7581.61006,242611.52,aaf4aebc03d135bf84f718b8dc6bbf4043fabe17,completed,clean,,base_onchain
ctx_001493,usr_001086,2026-01-03T17:35:42,deposit,USDT,TRON,wal_003256,wal_005093,359.900937,11516.83,9f9aab74b631678347bb94429cdaef053f07ccf9,completed,clean,,base_onchain
ctx_001466,usr_001040,2026-01-03T18:30:52,deposit,USDT,TRON,wal_003118,wal_005066,639.969687,20479.03,8a3c84ea015785553fa1a8975acc0b9f19ab3890,completed,clean,,base_onchain
ctx_001007,usr_000688,2026-01-03T18:33:54,deposit,USDT,TRON,wal_002062,wal_004607,199.6325,6388.24,7a84a00a0237eb44e7a8796323210f7b58316a5f,completed,clean,,base_onchain
ctx_001379,usr_000992,2026-01-03T19:29:49,deposit,BTC,BTC,wal_002975,wal_004979,0.00190917,4200.17,bbd279d4bf59caf0dd0ad8f7de573550f53b21e0,completed,clean,,base_onchain
ctx_001517,usr_001106,2026-01-03T20:01:16,withdrawal,ETH,ETH,wal_003318,wal_005117,0.01352312,1487.54,4ef0d2228521c58ec07f0639ff1917b5e348e546,completed,clean,,base_onchain
ctx_001636,usr_001177,2026-01-03T20:41:23,deposit,ETH,ETH,wal_003531,wal_005236,0.05279936,5807.93,c89960afd7d776625c5b12232425e3bddc640934,completed,clean,,base_onchain
ctx_000152,usr_000117,2026-01-03T20:42:25,withdrawal,USDT,TRON,wal_000349,wal_003752,69.938403,2238.03,7d7d252bfc95a7dd92ecf9d67656fbc72a4328a7,completed,clean,,base_onchain
ctx_000937,usr_000649,2026-01-03T22:49:44,deposit,USDT,TRON,wal_001945,wal_004537,62.5,2000.0,a83d8b41c7aa65c4cb142cda084cc744060d60bb,completed,clean,,base_onchain
ctx_001530,usr_001116,2026-01-03T23:22:28,deposit,ETH,ETH,wal_003348,wal_005130,0.07450491,8195.54,87b0b0d5e90b6d679ac8d99c2c0db7484d146986,completed,clean,,base_onchain
ctx_000870,usr_000601,2026-01-04T00:05:06,deposit,USDT,TRON,wal_001801,wal_004470,463.573438,14834.35,91f3042e1767dbdb3247dfeee6aeba5ac6cd1951,completed,clean,,base_onchain
ctx_000801,usr_000554,2026-01-04T01:06:51,deposit,ETH,ETH,wal_001662,wal_004401,0.08614336,9475.77,8bcfdc85dfe2bf4f02ab07b777a34e5795028e5d,completed,clean,,base_onchain
ctx_000238,usr_000176,2026-01-04T01:35:40,deposit,USDT,TRON,wal_000526,wal_003838,312.510625,10000.34,cf2693d3077ad2aee38a49aad84af2a689df20da,completed,clean,,base_onchain
ctx_001296,usr_000930,2026-01-04T01:37:03,deposit,ETH,ETH,wal_002790,wal_004896,0.23813936,26195.33,814ab80fa82f4a214e2b4c146f5c2715cff2fcd9,completed,clean,,base_onchain
ctx_001581,usr_001147,2026-01-04T02:27:50,withdrawal,BTC,BTC,wal_003440,wal_005181,0.03586706,78907.53,225631c00620f6c23daaf441c10b71fc9ade8515,completed,clean,,base_onchain
ctx_000785,usr_000541,2026-01-04T02:40:26,withdrawal,BTC,BTC,wal_001622,wal_004385,0.1270396,279487.12,74a0c3e965ebb0abf85296e50fc468ec85fe0b6e,completed,clean,,base_onchain
ctx_000887,usr_000620,2026-01-04T02:41:26,withdrawal,BTC,BTC,wal_001859,wal_004487,0.01340822,29498.08,dc7945a33422fbd68189e9fe3f8277ce7c6fe952,completed,clean,,base_onchain
ctx_000681,usr_000469,2026-01-04T03:12:22,deposit,USDT,TRON,wal_001405,wal_004281,517.666563,16565.33,07051f2ea14a755fe46b829ccc94e8e2490a034e,completed,clean,,base_onchain
ctx_000453,usr_000300,2026-01-04T03:42:03,deposit,USDT,TRON,wal_000898,wal_004053,877.170938,28069.47,3fbb27dd78473bb045bba3a87eb3cccc6d7281f0,completed,clean,,base_onchain
ctx_000102,usr_000083,2026-01-04T03:50:20,deposit,USDT,TRON,wal_000247,wal_003702,885.28625,28329.16,0495b6eac058e59ded9b2a9d03ba812e4fc38ede,completed,clean,,base_onchain
ctx_000017,usr_000018,2026-01-04T04:57:47,deposit,USDT,TRON,wal_000052,wal_003617,62.5,2000.0,c8815008d446995f8ebad592a1253e2a276b6134,completed,clean,,base_onchain
ctx_000324,usr_000231,2026-01-04T09:18:28,deposit,USDT,TRON,wal_000691,wal_003924,343.57375,10994.36,77d91147750f7cf6c9c4cbf5894ebb705b11efcc,completed,clean,,base_onchain
ctx_000742,usr_000519,2026-01-04T09:35:22,deposit,USDT,TRON,wal_001555,wal_004342,299.220312,9575.05,9c560105c99c8edd00aa8ad4b7725e75af5bf3bb,completed,clean,,base_onchain
ctx_001570,usr_001141,2026-01-04T10:06:46,withdrawal,USDT,TRON,wal_003421,wal_005170,123.428137,3949.7,7e058f9ecb0646a2525839b4783030ccfdd2f551,completed,clean,,base_onchain
ctx_000050,usr_000042,2026-01-04T11:00:51,deposit,USDT,TRON,wal_000124,wal_003650,283.175937,9061.63,a3736e07d8dba39090d8b2fdb93762cba59bd48d,completed,clean,,base_onchain
