edge_id,occurred_at,src_type,src_id,relation_type,dst_type,dst_id,amount_twd_equiv,asset,scenario_id
edge_002204,2025-12-12T09:49:36,user,usr_000157,USES_BANK_ACCOUNT,bank_account,bank_000221,,,
edge_000643,2025-12-12T09:50:54,user,usr_000386,USES_DEVICE,device,dev_000643,,,
edge_002523,2025-12-12T09:51:22,user,usr_000386,USES_BANK_ACCOUNT,bank_account,bank_000540,,,
edge_002912,2025-12-12T10:02:11,user,usr_000652,USES_BANK_ACCOUNT,bank_account,bank_000929,,,
edge_003305,2025-12-12T10:11:11,user,usr_000923,USES_BANK_ACCOUNT,bank_account,bank_001322,,,
edge_002708,2025-12-12T10:13:06,user,usr_000505,USES_BANK_ACCOUNT,bank_account,bank_000725,,,
edge_003477,2025-12-12T10:46:45,user,usr_001045,USES_BANK_ACCOUNT,bank_account,bank_001494,,,
edge_000785,2025-12-12T10:52:04,user,usr_000469,USES_DEVICE,device,dev_000785,,,
edge_002262,2025-12-12T10:52:37,user,usr_000200,USES_BANK_ACCOUNT,bank_account,bank_000279,,,
edge_001413,2025-12-12T11:08:29,user,usr_000850,USES_DEVICE,device,dev_001413,,,
edge_003493,2025-12-12T11:12:21,user,usr_001056,USES_BANK_ACCOUNT,bank_account,bank_001510,,,
edge_001526,2025-12-12T11:17:50,user,usr_000921,USES_DEVICE,device,dev_001526,,,
edge_002749,2025-12-12T11:20:45,user,usr_000534,USES_BANK_ACCOUNT,bank_account,bank_000766,,,
edge_003059,2025-12-12T11:22:41,user,usr_000760,USES_BANK_ACCOUNT,bank_account,bank_001076,,,
edge_002725,2025-12-12T11:24:28,user,usr_000514,USES_BANK_ACCOUNT,bank_account,bank_000742,,,
edge_001240,2025-12-12T11:27:29,user,usr_000745,USES_DEVICE,device,dev_001240,,,
edge_001114,2025-12-12T11:41:14,user,usr_000665,USES_DEVICE,device,dev_001114,,,
edge_000974,2025-12-12T11:57:07,user,usr_000579,USES_DEVICE,device,dev_000974,,,
edge_001804,2025-12-12T12:02:44,user,usr_001100,USES_DEVICE,device,dev_001804,,,
edge_002126,2025-12-12T12:07:53,user,usr_000101,USES_BANK_ACCOUNT,bank_account,bank_000143,,,
edge_002210,2025-12-12T12:14:29,user,usr_000161,USES_BANK_ACCOUNT,bank_account,bank_000227,,,
edge_000632,2025-12-12T12:28:06,user,usr_000378,USES_DEVICE,device,dev_000632,,,
edge_002902,2025-12-12T12:39:31,user,usr_000644,USES_BANK_ACCOUNT,bank_account,bank_000919,,,
edge_002721,2025-12-12T12:42:36,user,usr_000512,USES_BANK_ACCOUNT,bank_account,bank_000738,,,
edge_000018,2025-12-12T12:47:13,user,usr_000012,USES_DEVICE,device,dev_000018,,,
edge_000351,2025-12-12T12:52:22,user,usr_000220,USES_DEVICE,device,dev_000351,,,
edge_000795,2025-12-12T12:56:08,user,usr_000476,USES_DEVICE,device,dev_000795,,,
edge_002748,2025-12-12T12:56:28,user,usr_000533,USES_BANK_ACCOUNT,bank_account,bank_000765,,,
edge_001761,2025-12-12T12:58:19,user,usr_001075,USES_DEVICE,device,dev_001761,,,
edge_003513,2025-12-12T13:01:30,user,usr_001071,USES_BANK_ACCOUNT,bank_account,bank_001530,,,
edge_000962,2025-12-12T13:02:58,user,usr_000570,USES_DEVICE,device,dev_000962,,,
edge_000346,2025-12-12T13:11:36,user,usr_000217,USES_DEVICE,device,dev_000346,,,
edge_001619,2025-12-12T13:13:13,user,usr_000983,USES_DEVICE,device,dev_001619,,,
edge_002834,2025-12-12T13:24:21,user,usr_000596,USES_BANK_ACCOUNT,bank_account,bank_000851,,,
edge_003454,2025-12-12T13:50:44,user,usr_001030,USES_BANK_ACCOUNT,bank_account,bank_001471,,,
edge_000793,2025-12-12T13:51:26,user,usr_000475,USES_DEVICE,device,dev_000793,,,
edge_002385,2025-12-12T14:06:16,user,usr_000284,USES_BANK_ACCOUNT,bank_account,bank_000402,,,
edge_001833,2025-12-12T14:10:16,user,usr_001119,USES_DEVICE,device,dev_001833,,,
edge_001094,2025-12-12T14:12:03,user,usr_000654,USES_DEVICE,device,dev_001094,,,
edge_002155,2025-12-12T14:15:50,user,usr_000122,USES_BANK_ACCOUNT,bank_account,bank_000172,,,
edge_002216,2025-12-12T14:26:06,user,usr_000165,USES_BANK_ACCOUNT,bank_account,bank_000233,,,
edge_002948,2025-12-12T14:33:38,user,usr_000676,USES_BANK_ACCOUNT,bank_account,bank_000965,,,
edge_000766,2025-12-12T14:34:45,user,usr_000458,USES_DEVICE,device,dev_000766,,,
edge_001596,2025-12-12T14:35:24,user,usr_000965,USES_DEVICE,device,dev_001596,,,
edge_000143,2025-12-12T14:51:05,user,usr_000087,USES_DEVICE,device,dev_000143,,,
edge_002348,2025-12-12T14:51:57,user,usr_000262,USES_BANK_ACCOUNT,bank_account,bank_000365,,,
edge_002933,2025-12-12T14:58:44,user,usr_000666,USES_BANK_ACCOUNT,bank_account,bank_000950,,,
edge_001642,2025-12-12T15:05:06,user,usr_000996,USES_DEVICE,device,dev_001642,,,
edge_002892,2025-12-12T15:06:17,user,usr_000636,USES_BANK_ACCOUNT,bank_account,bank_000909,,,
edge_000104,2025-12-12T15:07:00,user,usr_000063,USES_DEVICE,device,dev_000104,,,
edge_003124,2025-12-12T15:12:40,user,usr_000802,USES_BANK_ACCOUNT,bank_account,bank_001141,,,
edge_003415,2025-12-12T15:13:19,user,usr_001005,USES_BANK_ACCOUNT,bank_account,bank_001432,,,
edge_002482,2025-12-12T15:20:13,user,usr_000358,USES_BANK_ACCOUNT,bank_account,bank_000499,,,
edge_000866,2025-12-12T15:22:41,user,usr_000518,USES_DEVICE,device,dev_000866,,,
edge_003430,2025-12-12T15:22:41,user,usr_001015,USES_BANK_ACCOUNT,bank_account,bank_001447,,,
edge_002394,2025-12-12T15:29:23,user,usr_000291,USES_BANK_ACCOUNT,bank_account,bank_000411,,,
edge_000404,2025-12-12T15:32:43,user,usr_000248,USES_DEVICE,device,dev_000404,,,
edge_001315,2025-12-12T15:45:06,user,usr_000793,USES_DEVICE,device,dev_001315,,,
edge_001792,2025-12-12T15:49:04,user,usr_001093,USES_DEVICE,device,dev_001792,,,
edge_003306,2025-12-12T15:57:11,user,usr_000924,USES_BANK_ACCOUNT,bank_account,bank_001323,,,
edge_001091,2025-12-12T16:15:55,user,usr_000651,USES_DEVICE,device,dev_001091,,,
edge_003638,2025-12-12T16:17:08,user,usr_001157,USES_BANK_ACCOUNT,bank_account,bank_001655,,,
edge_001825,2025-12-12T16:17:17,user,usr_001114,USES_DEVICE,device,dev_001825,,,
edge_000108,2025-12-12T16:21:59,user,usr_000066,USES_DEVICE,device,dev_000108,,,
edge_001871,2025-12-12T16:22:24,user,usr_001142,USES_DEVICE,device,dev_001871,,,
edge_002998,2025-12-12T16:33:58,user,usr_000711,USES_BANK_ACCOUNT,bank_account,bank_001015,,,
edge_002572,2025-12-12T16:35:12,user,usr_000419,USES_BANK_ACCOUNT,bank_account,bank_000589,,,
edge_001039,2025-12-12T16:40:56,user,usr_000620,USES_DEVICE,device,dev_001039,,,
edge_002816,2025-12-12T16:43:20,user,usr_000582,USES_BANK_ACCOUNT,bank_account,bank_000833,,,
edge_000702,2025-12-12T16:51:32,user,usr_000423,USES_DEVICE,device,dev_000702,,,
edge_000903,2025-12-12T16:58:32,user,usr_000539,USES_DEVICE,device,dev_000903,,,
edge_001673,2025-12-12T17:05:53,user,usr_001013,USES_DEVICE,device,dev_001673,,,
edge_003495,2025-12-12T17:11:01,user,usr_001058,USES_BANK_ACCOUNT,bank_account,bank_001512,,,
edge_001705,2025-12-12T17:13:35,user,usr_001032,USES_DEVICE,device,dev_001705,,,
edge_001890,2025-12-12T17:15:41,user,usr_001152,USES_DEVICE,device,dev_001890,,,
edge_000301,2025-12-12T17:19:09,user,usr_000186,USES_DEVICE,device,dev_000301,,,
edge_000869,2025-12-12T17:23:34,user,usr_000520,USES_DEVICE,device,dev_000869,,,
edge_002724,2025-12-12T17:24:15,user,usr_000513,USES_BANK_ACCOUNT,bank_account,bank_000741,,,
edge_001444,2025-12-12T17:29:37,user,usr_000869,USES_DEVICE,device,dev_001444,,,
edge_003145,2025-12-12T17:33:26,user,usr_000816,USES_BANK_ACCOUNT,bank_account,bank_001162,,,
edge_001121,2025-12-12T17:54:24,user,usr_000670,USES_DEVICE,device,dev_001121,,,
edge_001068,2025-12-12T17:56:55,user,usr_000638,USES_DEVICE,device,dev_001068,,,
edge_003181,2025-12-12T17:57:20,user,usr_000840,USES_BANK_ACCOUNT,bank_account,bank_001198,,,
edge_003071,2025-12-12T17:57:56,user,usr_000768,USES_BANK_ACCOUNT,bank_account,bank_001088,,,
edge_001395,2025-12-12T18:14:08,user,usr_000840,USES_DEVICE,device,dev_001395,,,
edge_002185,2025-12-12T18:22:36,user,usr_000144,USES_BANK_ACCOUNT,bank_account,bank_000202,,,
edge_003243,2025-12-12T18:37:28,user,usr_000881,USES_BANK_ACCOUNT,bank_account,bank_001260,,,
edge_002589,2025-12-12T18:38:56,user,usr_000429,USES_BANK_ACCOUNT,bank_account,bank_000606,,,
edge_000306,2025-12-12T18:43:30,user,usr_000190,USES_DEVICE,device,dev_000306,,,
edge_001452,2025-12-12T18:44:14,user,usr_000873,USES_DEVICE,device,dev_001452,,,
edge_000844,2025-12-12T18:53:45,user,usr_000506,USES_DEVICE,device,dev_000844,,,
edge_001097,2025-12-12T18:54:31,user,usr_000656,USES_DEVICE,device,dev_001097,,,
edge_002650,2025-12-12T18:58:07,user,usr_000467,USES_BANK_ACCOUNT,bank_account,bank_000667,,,
edge_003112,2025-12-12T19:01:43,user,usr_000793,USES_BANK_ACCOUNT,bank_account,bank_001129,,,
edge_000324,2025-12-12T19:10:18,user,usr_000201,USES_DEVICE,device,dev_000324,,,
edge_000153,2025-12-12T19:12:18,user,usr_000093,USES_DEVICE,device,dev_000153,,,
edge_000913,2025-12-12T19:15:47,user,usr_000543,USES_DEVICE,device,dev_000913,,,
edge_001061,2025-12-12T19:31:33,user,usr_000634,USES_DEVICE,device,dev_001061,,,
edge_000728,2025-12-12T19:52:45,user,usr_000438,USES_DEVICE,device,dev_000728,,,
edge_003194,2025-12-12T19:53:56,user,usr_000849,USES_BANK_ACCOUNT,bank_account,bank_001211,,,
edge_002378,2025-12-12T19:58:19,user,usr_000280,USES_BANK_ACCOUNT,bank_account,bank_000395,,,
edge_003487,2025-12-12T20:01:55,user,usr_001052,USES_BANK_ACCOUNT,bank_account,bank_001504,,,
edge_000681,2025-12-12T20:02:31,user,usr_000409,USES_DEVICE,device,dev_000681,,,
edge_000432,2025-12-12T20:20:48,user,usr_000264,USES_DEVICE,device,dev_000432,,,
edge_003273,2025-12-12T20:30:55,user,usr_000903,USES_BANK_ACCOUNT,bank_account,bank_001290,,,
edge_000032,2025-12-12T20:48:24,user,usr_000022,USES_DEVICE,device,dev_000032,,,
edge_001200,2025-12-12T20:52:08,user,usr_000720,USES_DEVICE,device,dev_001200,,,
edge_002221,2025-12-12T20:57:19,user,usr_000168,USES_BANK_ACCOUNT,bank_account,bank_000238,,,
edge_002583,2025-12-12T20:57:47,user,usr_000425,USES_BANK_ACCOUNT,bank_account,bank_000600,,,
edge_003423,2025-12-12T21:08:38,user,usr_001009,USES_BANK_ACCOUNT,bank_account,bank_001440,,,
edge_000970,2025-12-12T21:10:11,user,usr_000576,USES_DEVICE,device,dev_000970,,,
edge_001519,2025-12-12T21:12:14,user,usr_000918,USES_DEVICE,device,dev_001519,,,
edge_001957,2025-12-12T21:22:10,user,usr_001195,USES_DEVICE,device,dev_001957,,,
edge_000271,2025-12-12T21:26:20,user,usr_000167,USES_DEVICE,device,dev_000271,,,
edge_000494,2025-12-12T21:36:16,user,usr_000297,USES_DEVICE,device,dev_000494,,,
edge_001426,2025-12-12T21:42:00,user,usr_000858,USES_DEVICE,device,dev_001426,,,
edge_000015,2025-12-12T21:49:12,user,usr_000010,USES_DEVICE,device,dev_000015,,,
edge_000286,2025-12-12T21:50:18,user,usr_000179,USES_DEVICE,device,dev_000286,,,
edge_000549,2025-12-12T22:02:23,user,usr_000329,USES_DEVICE,device,dev_000549,,,
edge_001840,2025-12-12T22:04:35,user,usr_001123,USES_DEVICE,device,dev_001840,,,
edge_002016,2025-12-12T22:15:26,user,usr_000027,USES_BANK_ACCOUNT,bank_account,bank_000033,,,
edge_002991,2025-12-12T22:21:38,user,usr_000707,USES_BANK_ACCOUNT,bank_account,bank_001008,,,
edge_000735,2025-12-12T22:22:04,user,usr_000443,USES_DEVICE,device,dev_000735,,,
edge_001224,2025-12-12T22:26:02,user,usr_000736,USES_DEVICE,device,dev_001224,,,
edge_002499,2025-12-12T22:36:05,user,usr_000370,USES_BANK_ACCOUNT,bank_account,bank_000516,,,
edge_002717,2025-12-12T22:39:27,user,usr_000509,USES_BANK_ACCOUNT,bank_account,bank_000734,,,
edge_000720,2025-12-12T22:41:17,user,usr_000433,USES_DEVICE,device,dev_000720,,,
edge_003123,2025-12-12T22:43:13,user,usr_000801,USES_BANK_ACCOUNT,bank_account,bank_001140,,,
edge_002111,2025-12-12T22:43:24,user,usr_000093,USES_BANK_ACCOUNT,bank_account,bank_000128,,,
edge_002533,2025-12-12T22:59:50,user,usr_000394,USES_BANK_ACCOUNT,bank_account,bank_000550,,,
edge_000101,2025-12-12T23:08:11,user,usr_000062,USES_DEVICE,device,dev_000101,,,
edge_000470,2025-12-12T23:47:37,user,usr_000284,USES_DEVICE,device,dev_000470,,,
edge_003672,2025-12-12T23:54:35,user,usr_001181,USES_BANK_ACCOUNT,bank_account,bank_001689,,,
edge_003220,2025-12-13T00:42:49,user,usr_000866,USES_BANK_ACCOUNT,bank_account,bank_001237,,,
edge_002994,2025-12-13T01:18:22,user,usr_000709,USES_BANK_ACCOUNT,bank_account,bank_001011,,,
edge_001193,2025-12-13T01:35:25,user,usr_000714,USES_DEVICE,device,dev_001193,,,
edge_002448,2025-12-13T02:31:25,user,usr_000333,USES_BANK_ACCOUNT,bank_account,bank_000465,,,
edge_000534,2025-12-13T02:39:01,user,usr_000321,USES_DEVICE,device,dev_000534,,,
edge_000616,2025-12-13T02:53:43,user,usr_000370,USES_DEVICE,device,dev_000616,,,
edge_000933,2025-12-13T03:20:25,user,usr_000554,USES_DEVICE,device,dev_000933,,,
edge_000059,2025-12-13T03:26:27,user,usr_000038,USES_DEVICE,device,dev_000059,,,
edge_001562,2025-12-13T03:35:01,user,usr_000942,USES_DEVICE,device,dev_001562,,,
edge_001541,2025-12-13T03:37:20,user,usr_000930,USES_DEVICE,device,dev_001541,,,
edge_001508,2025-12-13T03:55:14,user,usr_000911,USES_DEVICE,device,dev_001508,,,
edge_001784,2025-12-13T04:13:00,user,usr_001088,USES_DEVICE,device,dev_001784,,,
edge_003668,2025-12-13T07:04:38,user,usr_001178,USES_BANK_ACCOUNT,bank_account,bank_001685,,,
edge_003573,2025-12-13T07:07:14,user,usr_001109,USES_BANK_ACCOUNT,bank_account,bank_001590,,,
edge_001856,2025-12-13T07:18:36,user,usr_001132,USES_DEVICE,device,dev_001856,,,
edge_003614,2025-12-13T07:45:17,user,usr_001140,USES_BANK_ACCOUNT,bank_account,bank_001631,,,
edge_001244,2025-12-13T07:49:42,user,usr_000748,USES_DEVICE,device,dev_001244,,,
edge_002636,2025-12-13T08:04:52,user,usr_000458,USES_BANK_ACCOUNT,bank_account,bank_000653,,,
edge_002333,2025-12-13T08:05:16,user,usr_000250,USES_BANK_ACCOUNT,bank_account,bank_000350,,,
edge_002149,2025-12-13T08:08:21,user,usr_000118,USES_BANK_ACCOUNT,bank_account,bank_000166,,,
edge_001670,2025-12-13T08:31:53,user,usr_001012,USES_DEVICE,device,dev_001670,,,
edge_002407,2025-12-13T08:35:46,user,usr_000302,USES_BANK_ACCOUNT,bank_account,bank_000424,,,
edge_000072,2025-12-13T08:46:38,user,usr_000046,USES_DEVICE,device,dev_000072,,,
edge_002302,2025-12-13T08:55:33,user,usr_000230,USES_BANK_ACCOUNT,bank_account,bank_000319,,,
edge_003570,2025-12-13T09:05:00,user,usr_001108,USES_BANK_ACCOUNT,bank_account,bank_001587,,,
edge_002586,2025-12-13T09:07:25,user,usr_000427,USES_BANK_ACCOUNT,bank_account,bank_000603,,,
edge_002396,2025-12-13T09:14:19,user,usr_000293,USES_BANK_ACCOUNT,bank_account,bank_000413,,,
edge_001179,2025-12-13T09:16:25,user,usr_000706,USES_DEVICE,device,dev_001179,,,
edge_001781,2025-12-13T09:22:04,user,usr_001087,USES_DEVICE,device,dev_001781,,,
edge_000519,2025-12-13T09:27:21,user,usr_000313,USES_DEVICE,device,dev_000519,,,
edge_003174,2025-12-13T09:36:59,user,usr_000836,USES_BANK_ACCOUNT,bank_account,bank_001191,,,
edge_002999,2025-12-13T09:45:23,user,usr_000712,USES_BANK_ACCOUNT,bank_account,bank_001016,,,
edge_002244,2025-12-13T09:46:03,user,usr_000184,USES_BANK_ACCOUNT,bank_account,bank_000261,,,
edge_001020,2025-12-13T09:47:15,user,usr_000607,USES_DEVICE,device,dev_001020,,,
edge_001307,2025-12-13T09:47:57,user,usr_000787,USES_DEVICE,device,dev_001307,,,
edge_003274,2025-12-13T09:57:55,user,usr_000904,USES_BANK_ACCOUNT,bank_account,bank_001291,,,
edge_002028,2025-12-13T09:58:57,user,usr_000035,USES_BANK_ACCOUNT,bank_account,bank_000045,,,
edge_003506,2025-12-13T10:04:37,user,usr_001066,USES_BANK_ACCOUNT,bank_account,bank_001523,,,
edge_002910,2025-12-13T10:17:29,user,usr_000650,USES_BANK_ACCOUNT,bank_account,bank_000927,,,
edge_002941,2025-12-13T10:23:28,user,usr_000671,USES_BANK_ACCOUNT,bank_account,bank_000958,,,
edge_001534,2025-12-13T10:44:18,user,usr_000926,USES_DEVICE,device,dev_001534,,,
edge_002183,2025-12-13T10:45:26,user,usr_000142,USES_BANK_ACCOUNT,bank_account,bank_000200,,,
edge_001933,2025-12-13T10:51:40,user,usr_001178,USES_DEVICE,device,dev_001933,,,
edge_001883,2025-12-13T10:52:18,user,usr_001147,USES_DEVICE,device,dev_001883,,,
edge_003484,2025-12-13T10:59:50,user,usr_001050,USES_BANK_ACCOUNT,bank_account,bank_001501,,,
edge_000013,2025-12-13T11:07:47,user,usr_000009,USES_DEVICE,device,dev_000013,,,
edge_001578,2025-12-13T11:11:16,user,usr_000951,USES_DEVICE,device,dev_001578,,,
edge_003161,2025-12-13T11:11:52,user,usr_000827,USES_BANK_ACCOUNT,bank_account,bank_001178,,,
edge_003234,2025-12-13T11:12:03,user,usr_000874,USES_BANK_ACCOUNT,bank_account,bank_001251,,,
edge_000257,2025-12-13T11:13:01,user,usr_000159,USES_DEVICE,device,dev_000257,,,
edge_002299,2025-12-13T11:22:25,user,usr_000228,USES_BANK_ACCOUNT,bank_account,bank_000316,,,
edge_002843,2025-12-13T11:34:09,user,usr_000601,USES_BANK_ACCOUNT,bank_account,bank_000860,,,
edge_001682,2025-12-13T11:38:21,user,usr_001018,USES_DEVICE,device,dev_001682,,,
edge_003057,2025-12-13T11:38:33,user,usr_000759,USES_BANK_ACCOUNT,bank_account,bank_001074,,,
edge_002804,2025-12-13T11:46:12,user,usr_000575,USES_BANK_ACCOUNT,bank_account,bank_000821,,,
edge_003431,2025-12-13T11:46:18,user,usr_001016,USES_BANK_ACCOUNT,bank_account,bank_001448,,,
edge_001965,2025-12-13T11:52:55,user,usr_001198,USES_DEVICE,device,dev_001965,,,
edge_002992,2025-12-13T11:55:20,user,usr_000708,USES_BANK_ACCOUNT,bank_account,bank_001009,,,
edge_002562,2025-12-13T11:58:22,user,usr_000412,USES_BANK_ACCOUNT,bank_account,bank_000579,,,
edge_001517,2025-12-13T11:58:33,user,usr_000917,USES_DEVICE,device,dev_001517,,,
edge_000245,2025-12-13T11:59:33,user,usr_000149,USES_DEVICE,device,dev_000245,,,
edge_000048,2025-12-13T12:02:56,user,usr_000030,USES_DEVICE,device,dev_000048,,,
edge_000753,2025-12-13T12:11:04,user,usr_000452,USES_DEVICE,device,dev_000753,,,
edge_001595,2025-12-13T12:11:20,user,usr_000964,USES_DEVICE,device,dev_001595,,,
edge_000611,2025-12-13T12:26:16,user,usr_000368,USES_DEVICE,device,dev_000611,,,
edge_003047,2025-12-13T12:38:16,user,usr_000751,USES_BANK_ACCOUNT,bank_account,bank_001064,,,
edge_002780,2025-12-13T12:38:25,user,usr_000558,USES_BANK_ACCOUNT,bank_account,bank_000797,,,
edge_001902,2025-12-13T12:38:26,user,usr_001160,USES_DEVICE,device,dev_001902,,,
edge_002060,2025-12-13T12:52:08,user,usr_000058,USES_BANK_ACCOUNT,bank_account,bank_000077,,,
edge_000436,2025-12-13T12:53:07,user,usr_000266,USES_DEVICE,device,dev_000436,,,
edge_002757,2025-12-13T12:56:46,user,usr_000541,USES_BANK_ACCOUNT,bank_account,bank_000774,,,
edge_002463,2025-12-13T13:03:18,user,usr_000345,USES_BANK_ACCOUNT,bank_account,bank_000480,,,
edge_001301,2025-12-13T13:05:13,user,usr_000783,USES_DEVICE,device,dev_001301,,,
edge_003584,2025-12-13T13:10:25,user,usr_001118,USES_BANK_ACCOUNT,bank_account,bank_001601,,,
edge_000078,2025-12-13T13:14:47,user,usr_000049,USES_DEVICE,device,dev_000078,,,
edge_000909,2025-12-13T13:17:40,user,usr_000542,USES_DEVICE,device,dev_000909,,,
edge_002683,2025-12-13T13:23:23,user,usr_000489,USES_BANK_ACCOUNT,bank_account,bank_000700,,,
edge_001128,2025-12-13T13:25:24,user,usr_000674,USES_DEVICE,device,dev_001128,,,
edge_003408,2025-12-13T13:26:07,user,usr_000999,USES_BANK_ACCOUNT,bank_account,bank_001425,,,
edge_001914,2025-12-13T13:27:48,user,usr_001166,USES_DEVICE,device,dev_001914,,,
edge_002066,2025-12-13T13:34:27,user,usr_000060,USES_BANK_ACCOUNT,bank_account,bank_000083,,,
edge_001192,2025-12-13T13:34:59,user,usr_000713,USES_DEVICE,device,dev_001192,,,
edge_001142,2025-12-13T13:39:05,user,usr_000682,USES_DEVICE,device,dev_001142,,,
edge_001759,2025-12-13T13:41:07,user,usr_001073,USES_DEVICE,device,dev_001759,,,
edge_000168,2025-12-13T13:42:52,user,usr_000102,USES_DEVICE,device,dev_000168,,,
edge_001552,2025-12-13T13:44:30,user,usr_000939,USES_DEVICE,device,dev_001552,,,
edge_001760,2025-12-13T13:55:25,user,usr_001074,USES_DEVICE,device,dev_001760,,,
edge_002158,2025-12-13T13:56:41,user,usr_000124,USES_BANK_ACCOUNT,bank_account,bank_000175,,,
edge_000142,2025-12-13T13:57:54,user,usr_000086,USES_DEVICE,device,dev_000142,,,
edge_002886,2025-12-13T14:02:30,user,usr_000632,USES_BANK_ACCOUNT,bank_account,bank_000903,,,
edge_003599,2025-12-13T14:07:06,user,usr_001129,USES_BANK_ACCOUNT,bank_account,bank_001616,,,
edge_000634,2025-12-13T14:14:19,user,usr_000380,USES_DEVICE,device,dev_000634,,,
edge_001272,2025-12-13T14:14:28,user,usr_000763,USES_DEVICE,device,dev_001272,,,
edge_000074,2025-12-13T14:16:10,user,usr_000047,USES_DEVICE,device,dev_000074,,,
edge_000641,2025-12-13T14:16:28,user,usr_000385,USES_DEVICE,device,dev_000641,,,
edge_001904,2025-12-13T14:24:49,user,usr_001161,USES_DEVICE,device,dev_001904,,,
edge_001050,2025-12-13T14:25:22,user,usr_000625,USES_DEVICE,device,dev_001050,,,
edge_003030,2025-12-13T14:28:28,user,usr_000738,USES_BANK_ACCOUNT,bank_account,bank_001047,,,
edge_002592,2025-12-13T14:33:08,user,usr_000432,USES_BANK_ACCOUNT,bank_account,bank_000609,,,
edge_001741,2025-12-13T14:33:50,user,usr_001060,USES_DEVICE,device,dev_001741,,,
edge_003655,2025-12-13T14:58:00,user,usr_001168,USES_BANK_ACCOUNT,bank_account,bank_001672,,,
edge_000626,2025-12-13T15:15:17,user,usr_000375,USES_DEVICE,device,dev_000626,,,
edge_001105,2025-12-13T15:18:01,user,usr_000661,USES_DEVICE,device,dev_001105,,,
edge_001324,2025-12-13T15:18:42,user,usr_000796,USES_DEVICE,device,dev_001324,,,
edge_001616,2025-12-13T15:27:20,user,usr_000980,USES_DEVICE,device,dev_001616,,,
edge_001758,2025-12-13T15:31:08,user,usr_001073,USES_DEVICE,device,dev_001758,,,
