device_id,device_type,os_family,app_channel,device_fingerprint,first_seen_at,shared_group_id
dev_000027,mobile,iOS,web,40d408b7c5602a732175b7dba79fa84ddd5123dd,2026-01-01T12:06:01,
dev_000028,desktop,Windows,app,15b67ba594f1d4f7a3d7fbfbdc85312c6e6609c7,2025-12-29T11:53:24,
dev_000029,mobile,Windows,app,ca9f19c2271ac7a572c0f3e6fc1d63105de01a72,2025-12-30T16:58:51,
dev_000030,mobile,Windows,app,ab68fdf6a9e14d0d41e194cc5f82cd5805479533,2025-11-25T20:57:23,
dev_000031,mobile,Android,app,3e4151f9c5c29853b4963994840ebff9f594ea19,2025-11-28T01:08:19,
dev_000032,mobile,Android,web,f1a309a0fee235ec1f83bb410117c454eb7f122e,2025-12-04T17:29:32,
dev_000033,mobile,Android,app,00b40b3c5eba19a882d9019068677ecbd1375f3e,2025-11-22T12:41:11,
dev_000034,desktop,iOS,web,6e809136fec287e8cae4f5fcbc7d282e71e7f122,2026-01-01T23:59:00,
dev_000035,desktop,Windows,app,4f560d72132ca5e369477b6fb31cb0ba36261a11,2025-12-12T23:01:41,
dev_000036,desktop,Windows,app,ff77cfa7dfe273c23b8edf654ebe8da0318a24fd,2025-12-03T02:41:05,
dev_000037,mobile,Windows,app,b23bb891f3538bf31760bedf754f6f1e195af795,2025-12-29T17:07:30,
dev_000038,desktop,iOS,app,3e7418fcd6b5b91d9893f781622f7b00dba0e59c,2025-12-02T12:31:50,
dev_000039,mobile,macOS,app,54a99355bd3e594136e1c9ced9a8be45f6112d16,2025-11-24T16:23:00,
dev_000040,desktop,Android,app,2afa2a9aac8bd276802ba3d8e9179e690f662109,2025-12-15T18:24:56,
dev_000041,desktop,iOS,app,e925a982d7caad757b451299f8af04fa4e6ae690,2025-11-29T17:06:31,
dev_000042,desktop,Android,app,22f06a541d729dc503377874e541fcf1860ab6b5,2025-12-19T18:54:48,
dev_000043,mobile,macOS,app,46315f744ca4c022090754092841639c5c5ea749,2025-12-28T19:39:24,
dev_000044,desktop,iOS,app,e5a79b159f8d695ed4ef1c62c2eaa58778c8ce74,2026-01-01T23:59:00,
dev_000045,desktop,Android,app,1fdddd7f5aaf187ab24794525bf77ef3687e493f,2025-11-25T21:21:35,
dev_000046,desktop,iOS,app,3a8ac9636f646f42c74ad874e209a367c8fc3d16,2025-12-06T09:53:40,
dev_000047,mobile,iOS,app,888e85476a1d906a7e6850fab4fcf44be5bb133d,2025-12-18T08:12:07,
dev_000048,desktop,iOS,app,90d38d5dceaec619dbef6ceaccc00ea80da39846,2025-12-30T13:32:56,
dev_000049,mobile,Windows,app,89a33c95941c437ef415cc2825f37c66468f042b,2025-11-29T22:30:37,
dev_000050,mobile,Windows,app,7990bc529df0b7274259c34cecf404a25d01232d,2025-12-06T22:24:15,
dev_000051,desktop,macOS,app,69a6d48c76d0da0b234fee453f109d6df15129e9,2025-12-12T00:00:47,
dev_000052,mobile,Android,app,8ce8a227aaa03fa1eaa8b7a5528338e71c186738,2025-12-13T12:02:09,
dev_000053,mobile,Windows,app,ef8926b709b4edf0aa10657b0a2e76cc7aa302ed,2025-12-28T11:50:45,
dev_000054,mobile,Android,app,934a6a340f2e9f1469f5e4f763af3c3b9dd8d6f4,2025-12-24T21:31:02,
dev_000055,mobile,iOS,web,7b4cb234160a9424c964c0c7460eb8415294283c,2025-12-26T16:04:13,
dev_000056,mobile,iOS,app,626bf11a9a431d9453e99c4dae06b5a94da84eec,2025-12-19T11:47:43,
dev_000057,mobile,Windows,app,42317269086ae720b1d8e8342dedee71c5e27cf5,2025-12-26T16:25:50,
dev_000058,desktop,macOS,web,2240e41a8ebfd8cb9b8938d6b148f8cbcf99cc07,2026-01-01T23:59:00,
dev_000059,mobile,Android,web,38b9bf8842d0c43a76aca311f2d195e48a25cd57,2025-12-12T13:39:42,
dev_000060,mobile,iOS,app,611316d2dc2b29af74544ea9204625f1b05f6833,2025-11-22T17:14:45,
dev_000061,desktop,Android,app,f8d86e7e31f9aa682dd9f28704382a126968cc45,2025-12-26T17:09:23,
dev_000062,desktop,iOS,app,83bfe1b064be61fa8b3645910b999445f9407071,2025-11-27T15:00:42,
dev_000063,mobile,macOS,app,f997de0a21d7688c63db8631e6490b30d6b626da,2025-12-09T20:37:34,
dev_000064,mobile,iOS,app,7ee84f0ec1b349f4f1b7552f182b6918afaff7c2,2025-11-30T11:57:36,
dev_000065,mobile,Android,web,3febbf3ef490e67d27b9547ec8cabbe06b766ae9,2026-01-01T09:05:13,
dev_000066,mobile,iOS,web,2ab30c9c98689199d363616baed8150ec43c4740,2025-12-30T07:05:30,
dev_000067,desktop,Android,app,9444983258d25dddcd7eaa516503b078f047c603,2025-11-24T21:14:51,
dev_000068,desktop,iOS,web,761ac77b13cd3c071e11cc54f3f67bdfb9bcf3bb,2025-12-19T15:17:43,
dev_000069,mobile,Android,app,bb68b8afee5291986a0b9c4780fe0202186f33ac,2025-12-17T15:18:45,
dev_000070,mobile,iOS,app,50fb0aaa64e6e12f3ca325b00c29b61e2a3cd767,2025-12-25T11:50:38,
dev_000071,mobile,iOS,web,ad814afa04b57c2435bfad59f26040641dfcd49c,2025-12-28T08:26:32,
dev_000072,desktop,Windows,web,728fd9776c9a485f29db7f26099b01f9f1a05ccc,2025-12-26T22:16:44,
dev_000073,mobile,Windows,web,404909f2806432fd9f5e9dc55caa8c9a37425d2c,2025-11-26T12:30:20,
dev_000074,mobile,macOS,web,18252340c7dc8c0b8ee2d7f915f31f7a4f06689d,2025-12-09T17:58:32,
dev_000075,mobile,Windows,app,553898901902ee4930b6dcee9aa74102a6eaff60,2025-12-26T09:25:55,
dev_000076,mobile,Windows,app,813e773e85d610df640250f6ab1aad0956e06a2b,2025-12-01T11:11:26,
dev_000077,mobile,Android,app,3f3c5045fb90ae9ff7193b314a99681d07097a92,2025-12-17T08:03:13,
dev_000078,desktop,iOS,app,515282fc413d37e5aa7422f424d403b901b562ae,2025-12-27T02:22:01,
dev_000079,mobile,iOS,app,89915173939465a68555e8ac0f2607273378064e,2025-12-09T14:17:56,
dev_000080,mobile,iOS,web,97d88d7fe1b4f89818101a8dc27f2346a1a9f117,2025-12-16T12:47:18,
dev_000081,mobile,iOS,app,7e6c8d05e240c5ce378c1c3d1dfc65ab011752f8,2025-11-30T14:34:00,
dev_000082,desktop,Windows,app,94fffefd81d8f1eb36f06c2b04bf7451d91695fe,2025-11-22T12:26:56,
dev_000083,mobile,Android,app,ff5f4e98deba4a8156c77b8c871330488a4591c9,2025-11-27T10:13:21,
dev_000084,mobile,Windows,app,bddff50d62c245505255df2896b9f06efa122230,2025-12-05T16:19:59,
dev_000085,mobile,iOS,app,968d0fd3f7750a2ff39814d62914876c69ac34ea,2025-11-27T20:59:48,
dev_000086,desktop,Windows,app,be129b3ce95a1426a2066a6f9884f07826d1dd5a,2025-12-06T15:50:41,
dev_000087,mobile,iOS,app,efd4cc662120cb13f4367e39b10b9a9d454c9509,2025-11-22T22:24:46,
dev_000088,mobile,Android,app,689a03dede21f05b5d0008fb303451bd33c8d949,2025-12-05T17:05:29,
dev_000089,desktop,iOS,app,d1cba55c5d0dd639cd701d757489dfaabc8adf6b,2025-12-25T07:53:19,
dev_000090,desktop,Android,app,df91d2e8c05149fd82f420ca2b47264f9b915bcf,2025-12-14T22:20:54,
dev_000091,desktop,Android,app,3c8d9a96046ed6e419c9476537132f0a3394f24c,2025-12-05T15:59:47,
dev_000092,mobile,iOS,app,571ce51461141d8a8d3a377408f94f1d9abc28db,2025-12-12T19:31:52,
dev_000093,desktop,Android,app,9dcd3581f8d85f3be83fc0e646d2dd94693cf19c,2025-12-19T14:09:08,
dev_000094,desktop,Android,app,ebc2efd7bc7cf596b67a7696981dce1b7ed549be,2025-12-12T16:01:49,
dev_000095,tablet,Android,app,c64bce4fd2300c7c0b7421729426b5d97131bbe7,2025-11-24T19:12:43,
dev_000096,mobile,Windows,app,a3422e2f9703dd8c1b992334efd0fccb07251117,2025-12-02T08:50:44,
dev_000097,desktop,Android,app,95e901fab6d7b6fe8981afa4ea140453aa1c4b52,2025-12-24T11:40:16,
dev_000098,mobile,Android,app,39baf2607bab05d9c48edfba23309c794a5dd54a,2025-12-03T12:46:01,
dev_000099,mobile,Android,app,92a2ed85204fbbf1035e573fbee1425baffaabb5,2025-12-02T11:26:48,
dev_000100,desktop,iOS,app,2f748a8c2dd7a2357b2f97bf9abb9da1db3937ff,2025-12-03T21:55:39,
dev_000101,mobile,iOS,web,e8fc4e4559fefc7d354c69566ccb15d9c558f1f3,2025-12-25T21:53:41,
dev_000102,mobile,macOS,app,a1bce8bd67533ea68fba4029c6d215c1f3a7aff1,2025-12-17T14:01:11,
dev_000103,mobile,iOS,web,40be39041c380057f3a686aca4882ed20ed86b1a,2025-12-04T09:00:29,
dev_000104,mobile,Android,app,105df3cd93863b45c5f166f5bfcd262e3f3b55f5,2025-12-22T14:05:38,
dev_000105,desktop,Windows,app,c8de95ec1d0e71b5c5493f773b72b5c028e1b49f,2025-12-22T09:21:33,
dev_000106,mobile,Android,web,9d133612a19c6096244cbad2a11658c16cc3a247,2025-12-25T03:46:44,
dev_000107,mobile,Android,app,88b2f52443fb2f68db12cdb998cfcc16108579e1,2026-01-01T16:12:44,
dev_000108,mobile,Android,app,effe99106a1d17bcc2d4fd38c4f9c874a6a67b58,2025-12-13T16:36:39,
dev_000109,mobile,Android,app,47bcd733b8b1a585d818bef2326703bf2d88fb4d,2025-12-11T20:45:02,
dev_000110,mobile,Windows,app,295eac429ef2eb5e2e4c1a4b1d42e6ad1dea7846,2025-12-25T11:23:50,
dev_000111,mobile,Android,app,d1d0023aa6d5ff3d85585f8e1c17c397d4056968,2025-12-04T14:46:55,
dev_000112,desktop,Windows,web,396efa0fb5c4f50f2c90fc8e872d756e50944574,2025-11-30T11:29:24,
dev_000113,mobile,Android,app,b1af15896e56c62747b3ac6a87ecc9c6747a199a,2025-12-05T15:20:17,
dev_000114,mobile,iOS,web,aac0a969826112a0d5b5456800e8fd2bd0d9e169,2025-12-26T12:01:30,
dev_000115,mobile,macOS,app,317aab3b5fc4acc62c9375bcd799cf8356712188,2025-12-31T13:25:11,
dev_000116,mobile,iOS,app,5887c1c4a72db817433e7d015060cfe0bc7c3d1b,2025-12-14T17:10:18,
dev_000117,mobile,Windows,app,aa50ed66bb37e538b737fba0d865c2740de9b79f,2025-12-17T07:43:52,
dev_000118,desktop,iOS,app,b3647fc6006e86016928a529356a7e29a604bdca,2025-11-30T23:51:00,
dev_000119,mobile,Android,app,0e7a40eb9710ae57941a94d5d16138b7157f6973,2025-12-16T14:34:13,
dev_000120,mobile,macOS,web,5b314bb2d89590e92d28ba2639e7881adc9a748e,2025-12-01T17:42:08,
dev_000121,desktop,iOS,app,db72e41e34a708d0c571d237fc1001c006f7ee3a,2025-12-18T22:23:02,
dev_000122,desktop,Android,app,fe714b784724ed2a49b6d8a7de77bd5419cd7ee0,2025-12-28T16:30:37,
dev_000123,mobile,Android,app,ee4a4259f1a7175a6e0d946f826693a073f11bef,2025-11-27T04:59:52,
dev_000124,desktop,Android,web,a89e938887b0d4f6f4835a42cef2d43708a749ad,2025-12-19T16:54:17,
dev_000125,mobile,iOS,app,1cc03592807b97794c3f4cdbe90c942c50ef57be,2025-11-25T01:38:40,
dev_000126,desktop,Android,app,29be67d2d585a10650e4f60755cc527343272275,2025-11-25T17:16:11,
dev_000127,mobile,Android,app,2175c673611728d1c720e38b174bc0f2e0879f2d,2025-12-19T16:06:58,
dev_000128,mobile,macOS,app,5b7f0125aec10f56b0efd2331682d6a2fad1b868,2025-12-15T13:05:53,
dev_000129,mobile,iOS,app,57aa1523307362869e4a3b6547d25efd1b7fee3c,2025-12-04T14:57:06,
dev_000130,desktop,Android,app,3bee26f43f0566b7f54e9c078f6034bd7cd6489e,2025-12-31T08:00:11,
dev_000131,mobile,iOS,app,16c984b03a1629bf23762817d5014b96104e7c99,2025-12-02T22:10:28,
dev_000132,mobile,macOS,web,8ec1edf0fe5ff61ae812f01f810bb2410148e615,2025-12-31T17:34:32,
dev_000133,desktop,Android,app,a358a626217664ae4fbbfb37beef28b1c24cdaa5,2025-12-07T22:37:20,
dev_000134,mobile,iOS,app,9c63de81ec7d408b055894c869719e8525994497,2025-12-09T10:29:26,
dev_000135,mobile,Windows,app,aa8a6c98fc93300c866ebbce8c9f163d431084bd,2025-12-31T22:35:54,
dev_000136,desktop,Windows,app,1718e4b8b6483b912413fec47f778c058148c619,2025-12-23T15:48:00,
dev_000137,mobile,Windows,app,3a48b9142d6fb69bddd210b474b789fdf8ecf3e0,2025-12-10T13:44:39,
dev_000138,mobile,Android,app,5a5cc43a13a0739b8be118e3dc9936dd86d6253c,2025-12-29T23:13:48,
dev_000139,mobile,iOS,app,ef7af46fd7b413fca3699a4bb04037cb86096486,2025-12-20T15:53:07,
dev_000140,tablet,Android,app,c51481d289599303807a52a9e5d938df15f95536,2025-12-14T16:41:01,
dev_000141,mobile,macOS,app,bb2d2cf5f0d483148b6cfd2198af45becf3dd62e,2025-12-18T16:41:50,
dev_000142,mobile,iOS,app,4c0315f623dbf3bf94c0e0ab9bc6a5cdfb3329d6,2025-11-24T20:09:23,
dev_000143,mobile,iOS,web,3879cd4f93558c475e2c693d2e2d5f16be2b2937,2025-12-01T02:09:00,
dev_000144,desktop,macOS,web,2e130eff7341de79e04d27d14dfb82fcd4c890ed,2025-12-17T13:38:38,
dev_000145,mobile,Android,app,33e3555a352f68b47225af64c6746453d2abcfe8,2025-12-03T16:36:48,
dev_000146,mobile,iOS,web,80bb9ac65033dcb0d32dedb1eb0ccdd2bd435a81,2025-12-29T15:47:29,
dev_000147,mobile,Android,app,fd8d6e690943c3b53489ab810f052c4ac9693177,2025-11-29T13:26:11,
dev_000148,desktop,iOS,app,89339ba7426152c43df5764d3ec0daeb6af688de,2025-12-09T16:58:22,
dev_000149,mobile,iOS,app,449e2aa025bc989a3801fccb7a3f1572dfe2524d,2025-11-28T12:34:20,
dev_000150,desktop,macOS,app,271b9d7c1eec57a4d1541142528c441577701abc,2025-12-11T19:52:28,
dev_000151,mobile,Windows,app,272f489ab69799c2e2d43b353a9a24903dd984e9,2025-11-30T19:44:14,
dev_000152,mobile,Android,app,53b8a856e61e1134420a5306e749c9e2a4111a22,2025-12-09T02:22:10,
dev_000153,mobile,iOS,app,e05a67e0c18f8e2b14687df9d17cb39e8bc527fc,2025-11-22T16:12:18,
dev_000154,mobile,iOS,app,8c801e9b0183eaa62a9b335f81f7f60cb995f038,2025-11-29T14:38:47,
dev_000155,mobile,macOS,app,ec3db5a142d784af0a54852eff8961b1a86f7b3f,2025-11-26T21:43:23,
dev_000156,mobile,iOS,app,02bf02c05a8990193a412cc217c0fc36e4d76be2,2025-11-29T14:14:40,
dev_000157,mobile,iOS,app,bdf7ef2d9821c9454cbe0a577dccba96923ee2f5,2025-12-30T19:19:39,
dev_000158,mobile,Android,app,2348cf079c1ef4c5ea59605a436dfa3c0d6637a7,2025-12-27T22:03:25,
dev_000159,mobile,macOS,app,821ff53b77b5c0af577eb08b043c9c64936b8aa9,2025-11-23T12:53:23,
dev_000160,desktop,Android,app,92b73a7f02008bdfb884c91d9613465a941645d5,2025-12-14T03:22:03,
dev_000161,mobile,iOS,app,6bcef171381e4facaad04b6aeb39fee759abc3a3,2025-12-06T11:45:54,
dev_000162,mobile,Android,app,aad7f986ca19cbb1751889e555924a2ecca94799,2025-12-01T20:54:27,
dev_000163,desktop,Windows,app,3856297c9325475d75dd3eeebcce641267ccd268,2025-12-10T13:43:38,
dev_000164,desktop,iOS,app,767838f997f553668164dac5c9acd1e4fd6b5881,2025-11-26T21:57:23,
dev_000165,mobile,iOS,app,00f8162907efc924251f6ce4a1f0c00bd0bac378,2025-12-18T15:03:31,
dev_000166,desktop,Windows,app,d4c4313a71d6a370d2669b57f3ff6d9e17c0e3b1,2025-12-07T21:00:58,
dev_000167,desktop,Windows,app,0ddc1516568736de201a7c70e4462dbacce795a9,2025-12-02T23:20:56,
dev_000168,mobile,macOS,web,4513fb9226d321f4432d99cc35bde8148b2ba8fc,2025-11-30T23:26:50,
dev_000169,mobile,Windows,app,1706e0a5d3f6c53616403186b6b8afb11fa591aa,2025-12-31T13:09:05,
dev_000170,mobile,Windows,web,8d91dadf5c65e87e657a1b1cba08cf1e70ee2454,2025-12-23T08:12:55,
dev_000171,mobile,iOS,app,a62f89cc841fde5b98676b610daa1af901281d58,2025-12-19T20:04:06,
dev_000172,mobile,Android,app,4dd2636238075993e4b534b199ee3f78bafbf53d,2025-12-30T18:00:16,
dev_000173,mobile,macOS,app,06e51000ed74916f1e016edab5210945d33ad049,2025-12-29T08:32:31,
dev_000174,mobile,Windows,web,42c306da23b2c7ec37e85b4003db1937d17e9471,2025-11-29T12:55:18,
dev_000175,mobile,macOS,app,be30a32e64b657375afe1c6646d3ac8e7eacf03c,2025-12-29T00:33:49,
dev_000176,mobile,iOS,app,7fec8ff9d0b1c4fe9651c036061c68db3f74eddf,2025-12-30T14:16:11,
dev_000177,mobile,Android,app,b390477e0e535d0ee583d1790c341f193729d9e8,2025-12-06T16:09:59,
dev_000178,mobile,Android,web,de4a52471c06a28912d16c6e1748126e6ee43df5,2025-12-22T12:43:57,
dev_000179,mobile,Windows,app,10ac6c696baeacc09977f6bcfea7432f885a004e,2025-12-29T23:28:39,
dev_000180,mobile,iOS,web,eaf713c6bfe639e0bed3bd42d0d0cc7f2301329f,2025-12-08T18:27:34,
dev_000181,mobile,iOS,app,3280b3e861e13f3b43cc2bb9de3fd1462aae2120,2026-01-01T22:12:05,
dev_000182,mobile,Android,app,aaffb950e070f47a1f3e7b58b2e1bb54a1368e67,2025-12-31T03:14:45,
dev_000183,desktop,iOS,app,aeef81c353af61b0fb04a19afdbbbf316445feee,2025-12-16T02:50:30,
dev_000184,mobile,Android,app,15f4b4f8234aaf3325dc1c925e3734c2b737b72e,2025-12-02T11:50:26,
dev_000185,tablet,Android,app,47bfcd16d158150b5f96233e206dcfc6a75122f6,2025-12-02T07:51:04,
dev_000186,mobile,Android,web,ff2c380b3635c6af0e264211effa4d6ce57e6b2d,2025-12-14T22:17:57,
dev_000187,desktop,Android,app,2589ca7e9d0361ff22df0d993cc37a1fd3003775,2025-12-07T10:50:14,
dev_000188,mobile,Windows,app,c9289b968b3290a29d46fc53560165ba05eb93a2,2025-12-11T20:58:22,
dev_000189,mobile,Windows,app,9aae4eae07817524a6eaa3783cc91f909151a338,2025-12-24T07:53:23,
dev_000190,mobile,Android,app,4053e7007536b926aecc96575d8669b22323fe85,2025-12-15T12:45:27,
dev_000191,mobile,iOS,app,708d91afc5f78a8635d3ecabd73062140af796d6,2025-12-25T15:33:49,
dev_000192,mobile,Android,app,8d8febf3789497b017a3d33cd4c7a4b0b3b27bcc,2025-12-01T09:23:19,
dev_000193,mobile,Android,app,e74ad0d30341eca26d6bcbd50ff48476a52da864,2025-12-20T09:05:51,
dev_000194,desktop,Android,app,acf89d6f6146a30497a167deb2acfa5c5c2e51d3,2025-12-26T07:17:50,
dev_000195,mobile,Android,app,4235c0075ce1914b1058f3fcf4dc467045c31f8c,2025-12-31T01:01:45,
dev_000196,mobile,macOS,app,e819817060b256b3e218c06afa96b7316fd40411,2025-12-07T23:50:08,
dev_000197,mobile,Windows,app,a69bfedeb5e6d895edb1c05d950c94e9f771f2c1,2025-12-11T07:53:08,
dev_000198,desktop,Android,web,7722c4f6a0286f852bc7e671287e2a8854c1cd71,2026-01-01T23:59:00,
dev_000199,mobile,Android,app,f292466080498b25b50c1a90ac436ca715e2f8a1,2025-11-22T09:59:12,
dev_000200,mobile,macOS,web,403d17cdc60e1345ae9af08dd95b8a72fb9d7ff0,2025-12-25T20:12:54,
dev_000201,mobile,Windows,web,fe22395ea1bcecfa6a9172ab7563a3d6d5d74744,2025-12-06T03:04:58,
dev_000202,desktop,iOS,app,a46a43b6c7e21a2d3975d2af5ea1ce833a699f25,2025-11-23T16:59:21,
dev_000203,mobile,iOS,app,71b1ab310b9238e3d53a4d4733b80d632af0a2ed,2025-12-16T15:48:26,
dev_000204,mobile,Android,app,595ebffaf976665d855949adbc0185d6a49eb20b,2025-12-31T13:41:43,
dev_000205,mobile,Android,app,1e9822bc6e89b076e04b0544f38aa3b37efd51a7,2025-12-22T13:18:23,
dev_000206,mobile,iOS,web,7b1e6138a12464c3342981d3e37746c4d0126209,2025-11-24T11:40:14,
dev_000207,mobile,Windows,app,680d5ca45331f79bb7ef5e5e7c53daf23aa1802d,2025-12-04T09:58:06,
dev_000208,desktop,iOS,web,58482003a2ad0d41cdcf99b2dfc0884e5b6ee6ee,2025-12-11T13:51:23,
dev_000209,mobile,iOS,web,f90762ef5c8859ec81fd263b83abc6cae5c05449,2025-12-04T14:44:23,
dev_000210,mobile,iOS,web,5ee2f2153ea364990080ba333f6db4c7a8aa5ae8,2025-12-17T14:56:24,
dev_000211,mobile,Windows,app,a5ab1b3e648d1010917c0cabdfa2bd075fdf1c4d,2025-12-25T15:02:29,
dev_000212,mobile,Android,app,49f4a1cf11086d6a81d09ee8bde21e2d476e8274,2025-12-08T17:49:43,
dev_000213,desktop,Windows,web,e0d647d7adc071c633f07b1605e55b70c46a7e24,2025-11-22T20:52:22,
dev_000214,mobile,Android,web,6add6fedb6164abb86ae2ae0447efc32ee2b9709,2025-12-01T19:14:46,
dev_000215,mobile,Windows,app,ba78310b86ca3cea0853bfcfb0257f6b0c719241,2025-12-26T15:01:36,
dev_000216,desktop,Android,app,313b69974d749fa659cd56d328902a86de5de25a,2025-12-17T01:25:04,
dev_000217,mobile,Windows,app,dddc06c5b9e3ad28295e6b5fdec6c49fa4c956c3,2025-12-02T01:34:26,
dev_000218,mobile,Windows,app,71f7797fc18750e907b333bb820bbf7ad120cfb4,2025-12-22T09:37:12,
dev_000219,mobile,macOS,app,24906ae7fd0e596bcf7534926cd30a06c386fc67,2025-12-21T16:11:44,
dev_000220,mobile,iOS,app,c42d75dbb1975ce940f5d2e96e8a3ee1bfc5a4a8,2025-12-21T16:25:54,
dev_000221,mobile,Android,app,87063aed78ba63212a77471b80947b56b0217e86,2025-11-24T22:13:28,
dev_000222,desktop,macOS,app,e18521cd8ff3c93bce9fa226e9a128a2c4622ec2,2025-12-19T08:06:22,
dev_000223,mobile,iOS,app,3db49acbf6e655b2d8dc0db9c1479f53d6063df3,2025-12-09T13:02:04,
dev_000224,tablet,iOS,app,521fc554d7642397397821f20fbcfcc838d25f10,2025-12-28T07:38:20,
dev_000225,mobile,iOS,app,de14a7ae61bf6f70288563b87f015be5dc68b465,2025-12-10T14:13:41,
dev_000226,desktop,Android,app,cd38987ca15641c8372955a798983afa228435c3,2026-01-01T23:59:00,
dev_000227,mobile,Windows,web,d17049570a1f80e937a8020a8a30664d4f8dcfb0,2025-12-07T14:46:29,
dev_000228,desktop,Android,app,251aced6159095b81193fd8a4e0ffc549666aa2c,2025-12-11T12:35:46,
dev_000229,mobile,Android,app,32e17ad8f492398b4bf9533e8219937d7bd1ff1e,2025-12-13T10:12:09,
dev_000230,desktop,Android,web,027475e213f9e5667cc986a38dc03277e320c8d5,2025-12-07T11:58:52,
dev_000231,desktop,iOS,app,553aec99045f9cd04e06c563aea9f08383ca6c71,2025-12-01T15:37:42,
dev_000232,desktop,Android,app,96441ff1051a221f2a505e0af98b983cbe53a597,2025-11-27T12:56:27,
dev_000233,mobile,Windows,app,3ab71fe7d8b604ec4c0cbef4cbb223857a3e3520,2025-11-25T19:16:57,
dev_000234,mobile,macOS,app,a40f588e022d6747839e456a35da59f1d16ff426,2025-12-23T13:38:27,
dev_000235,desktop,iOS,app,0bb48d7b854af91add267f3c4ea812602b5e8d6d,2025-12-12T09:55:02,
dev_000236,mobile,Android,app,613fc49bb2996bcc1b7e0cf89d5391c90f32732b,2025-12-19T03:42:54,
dev_000237,desktop,macOS,app,2676073cd866e293a349839568319710638e6796,2025-12-23T09:55:14,
dev_000238,tablet,Android,app,b9a42ff4060eb07b352fe6470a2500306a19d410,2025-11-25T12:54:24,
dev_000239,desktop,iOS,app,b2ae29078ab1b00086a5fd8f8112386069f6c99b,2025-12-06T18:59:55,
dev_000240,tablet,Android,web,ccda9380f5001d8b896cb8e6e3196a01e6a04ff0,2025-11-23T13:27:43,
dev_000241,mobile,Windows,app,993d97c495f7749621a394811a753ea2cd34cba2,2025-11-22T17:36:06,
dev_000242,desktop,Android,app,c8abc129da1a4a0e4459dd11390baa8b14f83010,2026-01-01T23:59:00,
dev_000243,mobile,Android,app,a6d0ba17a5108b23f0d8dd1abfb7c08ebcf0d941,2025-12-27T13:07:02,
dev_000244,desktop,Windows,app,3df22550404cdd160d26a6581e8744ff8e43a742,2025-11-24T13:54:53,
