fiat_txn_id,user_id,occurred_at,direction,amount_twd,currency,bank_account_id,method,status,scenario_id,tags
fiat_000461,usr_000099,2026-01-01T09:50:29,deposit,1809.56,TWD,bank_000143,bank_transfer,completed,,topup_for_trade
fiat_000197,usr_000042,2026-01-01T10:34:50,deposit,6409.54,TWD,bank_000058,bank_transfer,completed,,topup_for_trade
fiat_000075,usr_000013,2026-01-01T11:38:57,withdrawal,100.0,TWD,bank_000019,bank_transfer,completed,,base_flow
fiat_000851,usr_000181,2026-01-01T11:44:55,withdrawal,100.0,TWD,bank_000253,bank_transfer,completed,,base_flow
fiat_000398,usr_000087,2026-01-01T11:54:34,deposit,9781.64,TWD,bank_000123,bank_transfer,completed,,base_flow
fiat_000945,usr_000199,2026-01-01T12:10:39,deposit,10763.7,TWD,bank_000284,bank_transfer,completed,,topup_for_trade
fiat_000262,usr_000056,2026-01-01T13:05:22,deposit,13698.74,TWD,bank_000077,bank_transfer,completed,,topup_for_trade
fiat_000772,usr_000164,2026-01-01T13:28:17,deposit,230992.21,TWD,bank_000228,bank_transfer,completed,,base_flow
fiat_000385,usr_000082,2026-01-01T13:31:19,deposit,3256.37,TWD,bank_000117,bank_transfer,completed,,base_flow
fiat_000345,usr_000072,2026-01-01T13:35:34,deposit,10616.67,TWD,bank_000103,bank_transfer,completed,,topup_for_trade
fiat_000652,usr_000137,2026-01-01T13:37:21,deposit,9735.16,TWD,bank_000193,bank_transfer,completed,,topup_for_trade
fiat_000445,usr_000096,2026-01-01T14:46:50,deposit,53788.33,TWD,bank_000139,bank_transfer,completed,,base_flow
fiat_000344,usr_000072,2026-01-01T15:10:35,withdrawal,100.0,TWD,bank_000102,bank_transfer,completed,,base_flow
fiat_000446,usr_000096,2026-01-01T15:44:57,deposit,53970.66,TWD,bank_000137,bank_transfer,completed,,base_flow
fiat_000204,usr_000043,2026-01-01T16:35:00,withdrawal,100.0,TWD,bank_000059,bank_transfer,completed,,base_flow
fiat_000892,usr_000189,2026-01-01T17:22:34,deposit,410382.41,TWD,bank_000267,bank_transfer,completed,,base_flow
fiat_000496,usr_000105,2026-01-01T17:37:18,deposit,11202.78,TWD,bank_000153,bank_transfer,completed,,base_flow
fiat_000737,usr_000156,2026-01-01T17:57:20,deposit,4158.79,TWD,bank_000218,bank_transfer,completed,,base_flow
fiat_000399,usr_000087,2026-01-01T18:00:21,withdrawal,5690.48,TWD,bank_000123,bank_transfer,completed,,base_flow
fiat_000727,usr_000154,2026-01-01T20:07:36,deposit,10327.93,TWD,bank_000214,bank_transfer,completed,,topup_for_trade
fiat_000102,usr_000019,2026-01-01T20:10:36,deposit,5739.77,TWD,bank_000027,bank_transfer,completed,,base_flow
fiat_000642,usr_000135,2026-01-01T21:28:24,deposit,3482.38,TWD,bank_000191,bank_transfer,completed,,base_flow
fiat_000832,usr_000176,2026-01-01T22:04:26,deposit,21933.96,TWD,bank_000246,bank_transfer,completed,,base_flow
fiat_000778,usr_000165,2026-01-01T22:11:24,deposit,23064.94,TWD,bank_000231,bank_transfer,completed,,topup_for_trade
fiat_000161,usr_000034,2026-01-01T22:22:32,deposit,8666.59,TWD,bank_000046,bank_transfer,completed,,topup_for_trade
fiat_000629,usr_000132,2026-01-01T22:43:13,deposit,2745.98,TWD,bank_000187,bank_transfer,completed,,base_flow
fiat_000659,usr_000138,2026-01-01T23:09:46,withdrawal,100.0,TWD,bank_000194,bank_transfer,completed,,base_flow
fiat_000052,usr_000009,2026-01-01T23:43:16,deposit,32897.63,TWD,bank_000013,bank_transfer,completed,,topup_for_trade
fiat_000131,usr_000027,2026-01-02T00:12:33,deposit,10096.89,TWD,bank_000037,bank_transfer,completed,,base_flow
fiat_000127,usr_000025,2026-01-02T02:03:59,withdrawal,100.0,TWD,bank_000034,bank_transfer,completed,,base_flow
fiat_000303,usr_000066,2026-01-02T02:09:10,deposit,32137.79,TWD,bank_000094,bank_transfer,completed,,topup_for_trade
fiat_000605,usr_000128,2026-01-02T02:20:38,deposit,136012.92,TWD,bank_000181,bank_transfer,completed,,topup_for_trade
fiat_000167,usr_000036,2026-01-02T02:35:01,withdrawal,100.0,TWD,bank_000050,bank_transfer,completed,,base_flow
fiat_000710,usr_000150,2026-01-02T02:38:39,deposit,2700.82,TWD,bank_000210,bank_transfer,completed,,topup_for_trade
fiat_000856,usr_000182,2026-01-02T02:46:28,withdrawal,100.0,TWD,bank_000254,bank_transfer,completed,,base_flow
fiat_000550,usr_000115,2026-01-02T03:10:10,deposit,5263.85,TWD,bank_000167,bank_transfer,completed,,base_flow
fiat_000643,usr_000135,2026-01-02T04:03:03,deposit,2413.92,TWD,bank_000191,bank_transfer,completed,,base_flow
fiat_000308,usr_000067,2026-01-02T06:31:16,deposit,620054.06,TWD,bank_000095,bank_transfer,completed,,topup_for_trade
fiat_000285,usr_000063,2026-01-02T06:42:38,deposit,6808.19,TWD,bank_000088,bank_transfer,completed,,topup_for_trade
fiat_000418,usr_000091,2026-01-02T07:02:24,deposit,19519.42,TWD,bank_000129,bank_transfer,completed,,base_flow
fiat_000179,usr_000039,2026-01-02T07:48:55,deposit,4520.63,TWD,bank_000054,bank_transfer,completed,,topup_for_trade
fiat_000094,usr_000018,2026-01-02T07:56:13,deposit,6890.51,TWD,bank_000026,bank_transfer,completed,,topup_for_trade
fiat_000935,usr_000197,2026-01-02T09:09:18,deposit,2856.13,TWD,bank_000280,bank_transfer,completed,,topup_for_trade
fiat_000332,usr_000070,2026-01-02T09:20:28,deposit,13941.1,TWD,bank_000099,bank_transfer,completed,,topup_for_trade
fiat_000333,usr_000070,2026-01-02T09:35:23,deposit,16852.08,TWD,bank_000099,bank_transfer,completed,,topup_for_trade
fiat_000926,usr_000195,2026-01-02T09:39:11,deposit,3804.79,TWD,bank_000275,bank_transfer,completed,,topup_for_trade
fiat_000873,usr_000185,2026-01-02T11:43:05,deposit,2000.0,TWD,bank_000260,bank_transfer,completed,,base_flow
fiat_000081,usr_000014,2026-01-02T11:46:12,deposit,8345.29,TWD,bank_000021,bank_transfer,completed,,base_flow
fiat_000205,usr_000043,2026-01-02T12:04:42,withdrawal,100.0,TWD,bank_000059,bank_transfer,completed,,base_flow
fiat_000883,usr_000188,2026-01-02T12:07:27,deposit,22798.18,TWD,bank_000265,bank_transfer,completed,,base_flow
fiat_000647,usr_000136,2026-01-02T13:14:22,withdrawal,100.0,TWD,bank_000192,bank_transfer,completed,,base_flow
fiat_000370,usr_000078,2026-01-02T13:20:53,deposit,3901.77,TWD,bank_000111,bank_transfer,completed,,base_flow
fiat_000613,usr_000129,2026-01-02T14:08:53,deposit,728471.53,TWD,bank_000184,bank_transfer,completed,,topup_for_trade
fiat_000121,usr_000023,2026-01-02T14:39:04,withdrawal,100.0,TWD,bank_000031,bank_transfer,completed,,base_flow
fiat_000211,usr_000044,2026-01-02T15:09:30,deposit,1783.51,TWD,bank_000060,bank_transfer,completed,,topup_for_trade
fiat_000319,usr_000068,2026-01-02T15:24:52,deposit,3580.87,TWD,bank_000096,bank_transfer,completed,,topup_for_trade
fiat_000180,usr_000039,2026-01-02T15:48:39,deposit,23876.84,TWD,bank_000054,bank_transfer,completed,,topup_for_trade
fiat_000930,usr_000196,2026-01-02T17:10:19,deposit,20820.77,TWD,bank_000278,bank_transfer,completed,,base_flow
fiat_000373,usr_000079,2026-01-02T17:22:32,deposit,3890.04,TWD,bank_000113,bank_transfer,completed,,base_flow
fiat_000325,usr_000069,2026-01-02T17:30:18,deposit,11104.75,TWD,bank_000097,bank_transfer,completed,,base_flow
fiat_000477,usr_000102,2026-01-02T17:32:20,deposit,9354.57,TWD,bank_000147,bank_transfer,completed,,topup_for_trade
fiat_000128,usr_000025,2026-01-02T18:04:14,withdrawal,100.0,TWD,bank_000034,bank_transfer,completed,,base_flow
fiat_000572,usr_000120,2026-01-02T18:05:24,deposit,4743.17,TWD,bank_000172,bank_transfer,completed,,topup_for_trade
fiat_000447,usr_000096,2026-01-02T18:08:04,deposit,113371.69,TWD,bank_000138,bank_transfer,completed,,base_flow
fiat_000805,usr_000172,2026-01-02T19:25:15,deposit,33641.08,TWD,bank_000240,bank_transfer,completed,,topup_for_trade
fiat_000648,usr_000136,2026-01-02T19:48:46,deposit,37111.18,TWD,bank_000192,bank_transfer,completed,,base_flow
fiat_000614,usr_000129,2026-01-02T20:07:21,withdrawal,203782.18,TWD,bank_000184,bank_transfer,completed,,base_flow
fiat_000141,usr_000030,2026-01-02T20:07:28,deposit,16335.52,TWD,bank_000041,bank_transfer,completed,,topup_for_trade
fiat_000198,usr_000042,2026-01-02T22:09:12,deposit,5808.14,TWD,bank_000058,bank_transfer,completed,,base_flow
fiat_000742,usr_000159,2026-01-02T22:17:41,deposit,8068.24,TWD,bank_000221,bank_transfer,completed,,topup_for_trade
fiat_000850,usr_000180,2026-01-02T22:20:18,withdrawal,100.0,TWD,bank_000252,bank_transfer,completed,,base_flow
fiat_000175,usr_000038,2026-01-02T23:36:06,deposit,11847.4,TWD,bank_000052,bank_transfer,completed,,base_flow
fiat_000268,usr_000058,2026-01-03T00:32:54,deposit,54526.16,TWD,bank_000080,bank_transfer,completed,,topup_for_trade
fiat_000573,usr_000120,2026-01-03T01:38:52,deposit,11404.19,TWD,bank_000172,bank_transfer,completed,,topup_for_trade
fiat_000556,usr_000117,2026-01-03T07:00:25,deposit,7366.25,TWD,bank_000169,bank_transfer,completed,,topup_for_trade
fiat_000357,usr_000075,2026-01-03T07:34:19,deposit,5602.55,TWD,bank_000107,bank_transfer,completed,,base_flow
fiat_000010,usr_000002,2026-01-03T07:52:19,deposit,10067.26,TWD,bank_000004,bank_transfer,completed,,topup_for_trade
fiat_000514,usr_000108,2026-01-03T08:17:50,deposit,9303.94,TWD,bank_000157,bank_transfer,completed,,topup_for_trade
fiat_000653,usr_000137,2026-01-03T09:17:51,deposit,5621.1,TWD,bank_000193,bank_transfer,completed,,base_flow
fiat_000661,usr_000139,2026-01-03T10:07:31,deposit,6792.07,TWD,bank_000195,bank_transfer,completed,,topup_for_trade
fiat_000435,usr_000094,2026-01-03T10:28:26,withdrawal,100.0,TWD,bank_000133,bank_transfer,completed,,base_flow
fiat_000478,usr_000102,2026-01-03T10:43:31,deposit,3082.59,TWD,bank_000147,bank_transfer,completed,,topup_for_trade
fiat_000696,usr_000146,2026-01-03T11:14:20,withdrawal,100.0,TWD,bank_000205,bank_transfer,completed,,base_flow
fiat_000027,usr_000005,2026-01-03T11:18:16,deposit,5339.82,TWD,bank_000008,bank_transfer,completed,,topup_for_trade
fiat_000389,usr_000083,2026-01-03T11:29:06,deposit,15169.65,TWD,bank_000118,bank_transfer,completed,,base_flow
fiat_000448,usr_000096,2026-01-03T11:36:22,deposit,98936.4,TWD,bank_000137,bank_transfer,completed,,base_flow
fiat_000304,usr_000066,2026-01-03T12:11:34,deposit,29084.06,TWD,bank_000094,bank_transfer,completed,,base_flow
fiat_000622,usr_000130,2026-01-03T12:11:47,deposit,34693.34,TWD,bank_000185,bank_transfer,completed,,base_flow
fiat_000386,usr_000082,2026-01-03T12:16:59,deposit,9901.63,TWD,bank_000117,bank_transfer,completed,,base_flow
fiat_000503,usr_000106,2026-01-03T12:19:44,deposit,27501.98,TWD,bank_000155,bank_transfer,completed,,topup_for_trade
fiat_000326,usr_000069,2026-01-03T12:51:51,deposit,4339.73,TWD,bank_000098,bank_transfer,completed,,base_flow
fiat_000206,usr_000043,2026-01-03T13:31:34,withdrawal,100.0,TWD,bank_000059,bank_transfer,completed,,base_flow
fiat_000457,usr_000098,2026-01-03T13:36:53,withdrawal,100.0,TWD,bank_000142,bank_transfer,completed,,base_flow
fiat_000880,usr_000187,2026-01-03T14:19:11,deposit,36563.38,TWD,bank_000264,bank_transfer,completed,,base_flow
fiat_000242,usr_000052,2026-01-03T14:28:08,withdrawal,2227.32,TWD,bank_000071,bank_transfer,completed,,base_flow
fiat_000243,usr_000052,2026-01-03T14:40:46,deposit,8344.95,TWD,bank_000071,bank_transfer,completed,,topup_for_trade
fiat_000001,usr_000001,2026-01-03T15:03:04,deposit,4232.03,TWD,bank_000002,bank_transfer,completed,,topup_for_trade
fiat_000246,usr_000053,2026-01-03T15:18:09,deposit,4394.52,TWD,bank_000073,bank_transfer,completed,,topup_for_trade
fiat_000779,usr_000165,2026-01-03T15:19:33,deposit,19200.23,TWD,bank_000231,bank_transfer,completed,,base_flow
fiat_000414,usr_000090,2026-01-03T15:29:54,withdrawal,100.0,TWD,bank_000128,bank_transfer,completed,,base_flow
fiat_000604,usr_000126,2026-01-03T16:10:28,deposit,1694.13,TWD,bank_000179,bank_transfer,completed,,topup_for_trade
fiat_000837,usr_000177,2026-01-03T16:29:20,deposit,12667.66,TWD,bank_000248,bank_transfer,completed,,base_flow
fiat_000806,usr_000172,2026-01-03T17:55:10,deposit,42436.37,TWD,bank_000240,bank_transfer,completed,,topup_for_trade
fiat_000566,usr_000119,2026-01-03T18:05:51,deposit,3935.85,TWD,bank_000171,bank_transfer,completed,,topup_for_trade
fiat_000581,usr_000121,2026-01-03T18:22:13,deposit,1664.74,TWD,bank_000173,bank_transfer,completed,,topup_for_trade
fiat_000662,usr_000139,2026-01-03T18:48:15,withdrawal,914.02,TWD,bank_000195,bank_transfer,completed,,base_flow
fiat_000002,usr_000001,2026-01-03T18:51:56,deposit,10634.62,TWD,bank_000001,bank_transfer,completed,,topup_for_trade
fiat_000443,usr_000095,2026-01-03T19:10:23,deposit,6362.28,TWD,bank_000135,bank_transfer,completed,,base_flow
fiat_000199,usr_000042,2026-01-03T19:31:37,deposit,6044.87,TWD,bank_000058,bank_transfer,completed,,base_flow
fiat_000346,usr_000072,2026-01-03T19:39:07,withdrawal,2245.37,TWD,bank_000103,bank_transfer,completed,,base_flow
fiat_000606,usr_000128,2026-01-03T20:53:43,deposit,157185.78,TWD,bank_000183,bank_transfer,completed,,topup_for_trade
fiat_000162,usr_000034,2026-01-03T21:23:26,withdrawal,1401.48,TWD,bank_000046,bank_transfer,completed,,base_flow
fiat_000158,usr_000033,2026-01-03T22:27:28,deposit,11224.67,TWD,bank_000044,bank_transfer,completed,,base_flow
fiat_000060,usr_000010,2026-01-03T22:42:22,deposit,6256.47,TWD,bank_000014,bank_transfer,completed,,base_flow
fiat_000122,usr_000023,2026-01-04T00:21:53,deposit,29638.32,TWD,bank_000031,bank_transfer,completed,,topup_for_trade
fiat_000107,usr_000020,2026-01-04T01:42:52,deposit,15685.5,TWD,bank_000028,bank_transfer,completed,,base_flow
fiat_000663,usr_000139,2026-01-04T02:42:09,deposit,7437.92,TWD,bank_000195,bank_transfer,completed,,topup_for_trade
fiat_000728,usr_000154,2026-01-04T03:08:31,withdrawal,727.35,TWD,bank_000214,bank_transfer,completed,,base_flow
fiat_000113,usr_000021,2026-01-04T04:14:04,withdrawal,756.2,TWD,bank_000029,bank_transfer,completed,,base_flow
fiat_000688,usr_000145,2026-01-04T06:36:40,deposit,9847.33,TWD,bank_000204,bank_transfer,completed,,topup_for_trade
fiat_000509,usr_000107,2026-01-04T07:08:12,deposit,18982.5,TWD,bank_000156,bank_transfer,completed,,topup_for_trade
fiat_000852,usr_000181,2026-01-04T07:13:45,withdrawal,100.0,TWD,bank_000253,bank_transfer,completed,,base_flow
fiat_000087,usr_000016,2026-01-04T07:22:44,deposit,5574.05,TWD,bank_000023,bank_transfer,completed,,topup_for_trade
fiat_000142,usr_000030,2026-01-04T07:40:41,deposit,30802.01,TWD,bank_000041,bank_transfer,completed,,topup_for_trade
fiat_000788,usr_000167,2026-01-04T07:42:58,deposit,27051.97,TWD,bank_000234,bank_transfer,completed,,base_flow
fiat_000797,usr_000171,2026-01-04T08:29:49,deposit,14093.49,TWD,bank_000239,bank_transfer,completed,,topup_for_trade
fiat_000893,usr_000189,2026-01-04T08:35:36,deposit,278431.46,TWD,bank_000268,bank_transfer,completed,,base_flow
fiat_000047,usr_000008,2026-01-04T09:05:23,deposit,10147.43,TWD,bank_000012,bank_transfer,completed,,base_flow
fiat_000557,usr_000117,2026-01-04T10:32:21,deposit,7556.09,TWD,bank_000169,bank_transfer,completed,,base_flow
fiat_000145,usr_000031,2026-01-04T11:52:04,deposit,10526.8,TWD,bank_000042,bank_transfer,completed,,topup_for_trade
fiat_000689,usr_000145,2026-01-04T12:32:46,deposit,6269.5,TWD,bank_000204,bank_transfer,completed,,base_flow
fiat_000471,usr_000101,2026-01-04T12:41:16,deposit,16408.65,TWD,bank_000145,bank_transfer,completed,,base_flow
fiat_000282,usr_000062,2026-01-04T12:55:29,deposit,6429.17,TWD,bank_000086,bank_transfer,completed,,base_flow
fiat_000036,usr_000006,2026-01-04T13:33:00,deposit,20276.12,TWD,bank_000009,bank_transfer,completed,,base_flow
fiat_000713,usr_000151,2026-01-04T13:44:45,deposit,9350.67,TWD,bank_000211,bank_transfer,completed,,topup_for_trade
fiat_000919,usr_000193,2026-01-04T15:23:20,withdrawal,100.0,TWD,bank_000273,bank_transfer,completed,,base_flow
fiat_000390,usr_000083,2026-01-04T16:00:16,deposit,17488.29,TWD,bank_000118,bank_transfer,completed,,topup_for_trade
fiat_000939,usr_000198,2026-01-04T16:00:24,deposit,5815.5,TWD,bank_000281,bank_transfer,completed,,topup_for_trade
fiat_000342,usr_000071,2026-01-04T16:04:38,deposit,31413.64,TWD,bank_000101,bank_transfer,completed,,topup_for_trade
fiat_000814,usr_000174,2026-01-04T16:28:09,deposit,840618.25,TWD,bank_000242,bank_transfer,completed,,base_flow
fiat_000884,usr_000188,2026-01-04T16:32:19,deposit,23174.5,TWD,bank_000265,bank_transfer,completed,,base_flow
fiat_000088,usr_000016,2026-01-04T16:36:23,deposit,7975.48,TWD,bank_000023,bank_transfer,completed,,base_flow
fiat_000053,usr_000009,2026-01-04T16:36:24,deposit,38770.44,TWD,bank_000013,bank_transfer,completed,,base_flow
fiat_000048,usr_000008,2026-01-04T16:52:07,deposit,10346.74,TWD,bank_000012,bank_transfer,completed,,base_flow
fiat_000247,usr_000053,2026-01-04T17:36:40,withdrawal,222.9,TWD,bank_000073,bank_transfer,completed,,base_flow
fiat_000815,usr_000174,2026-01-04T17:46:40,deposit,1158243.28,TWD,bank_000244,bank_transfer,completed,,topup_for_trade
fiat_000936,usr_000197,2026-01-04T18:23:37,withdrawal,588.08,TWD,bank_000279,bank_transfer,completed,,base_flow
fiat_000274,usr_000060,2026-01-04T19:26:41,deposit,4402.19,TWD,bank_000084,bank_transfer,completed,,base_flow
fiat_000816,usr_000174,2026-01-04T19:40:48,withdrawal,908811.23,TWD,bank_000242,bank_transfer,completed,,base_flow
fiat_000354,usr_000074,2026-01-04T20:37:20,deposit,6595.34,TWD,bank_000105,bank_transfer,completed,,topup_for_trade
fiat_000458,usr_000098,2026-01-04T21:28:21,deposit,2892.0,TWD,bank_000142,bank_transfer,completed,,base_flow
fiat_000320,usr_000068,2026-01-04T23:14:28,deposit,2072.32,TWD,bank_000096,bank_transfer,completed,,topup_for_trade
fiat_000625,usr_000131,2026-01-04T23:22:08,deposit,4474.12,TWD,bank_000186,bank_transfer,completed,,topup_for_trade
fiat_000411,usr_000089,2026-01-04T23:30:00,deposit,5610.19,TWD,bank_000127,bank_transfer,completed,,topup_for_trade
fiat_000798,usr_000171,2026-01-05T00:48:39,withdrawal,3696.22,TWD,bank_000239,bank_transfer,completed,,base_flow
fiat_000015,usr_000003,2026-01-05T02:57:46,withdrawal,100.0,TWD,bank_000005,bank_transfer,completed,,base_flow
fiat_000532,usr_000111,2026-01-05T03:52:51,withdrawal,256012.38,TWD,bank_000162,bank_transfer,completed,,base_flow
fiat_000714,usr_000151,2026-01-05T04:39:14,deposit,5259.44,TWD,bank_000211,bank_transfer,completed,,base_flow
fiat_000630,usr_000132,2026-01-05T07:10:20,withdrawal,2334.08,TWD,bank_000187,bank_transfer,completed,,base_flow
fiat_000574,usr_000120,2026-01-05T08:43:19,deposit,4917.48,TWD,bank_000172,bank_transfer,completed,,base_flow
fiat_000729,usr_000154,2026-01-05T09:57:05,withdrawal,109.11,TWD,bank_000214,bank_transfer,completed,,base_flow
fiat_000699,usr_000147,2026-01-05T10:55:47,withdrawal,100.0,TWD,bank_000206,bank_transfer,completed,,base_flow
fiat_000309,usr_000067,2026-01-05T11:06:47,withdrawal,223552.47,TWD,bank_000095,bank_transfer,completed,,base_flow
fiat_000016,usr_000003,2026-01-05T11:28:48,deposit,329672.69,TWD,bank_000006,bank_transfer,completed,,topup_for_trade
fiat_000575,usr_000120,2026-01-05T11:54:26,deposit,4135.2,TWD,bank_000172,bank_transfer,completed,,base_flow
fiat_000153,usr_000032,2026-01-05T12:19:12,deposit,16999.28,TWD,bank_000043,bank_transfer,completed,,topup_for_trade
fiat_000038,usr_000007,2026-01-05T12:39:57,withdrawal,100.0,TWD,bank_000010,bank_transfer,completed,,base_flow
fiat_000567,usr_000119,2026-01-05T13:38:16,deposit,6524.48,TWD,bank_000171,bank_transfer,completed,,base_flow
fiat_000224,usr_000048,2026-01-05T14:01:32,deposit,22251.65,TWD,bank_000065,bank_transfer,completed,,topup_for_trade
fiat_000644,usr_000135,2026-01-05T14:08:21,withdrawal,5884.25,TWD,bank_000190,bank_transfer,completed,,base_flow
fiat_000220,usr_000047,2026-01-05T14:29:45,deposit,14804.8,TWD,bank_000064,bank_transfer,completed,,base_flow
fiat_000810,usr_000173,2026-01-05T15:40:25,deposit,8942.11,TWD,bank_000241,bank_transfer,completed,,base_flow
fiat_000207,usr_000043,2026-01-05T16:48:33,deposit,7028.46,TWD,bank_000059,bank_transfer,completed,,topup_for_trade
fiat_000911,usr_000191,2026-01-05T16:58:49,deposit,27372.45,TWD,bank_000270,bank_transfer,completed,,base_flow
fiat_000363,usr_000077,2026-01-05T17:00:14,deposit,566956.73,TWD,bank_000109,bank_transfer,completed,,base_flow
fiat_000108,usr_000020,2026-01-05T17:42:21,withdrawal,9211.4,TWD,bank_000028,bank_transfer,completed,,base_flow
fiat_000364,usr_000077,2026-01-05T17:45:31,deposit,841631.07,TWD,bank_000110,bank_transfer,completed,,topup_for_trade
fiat_000497,usr_000105,2026-01-05T18:39:53,deposit,9471.55,TWD,bank_000153,bank_transfer,completed,,base_flow
fiat_000719,usr_000153,2026-01-05T19:31:26,deposit,3319.62,TWD,bank_000213,bank_transfer,completed,,topup_for_trade
fiat_000017,usr_000003,2026-01-05T20:05:33,deposit,151518.34,TWD,bank_000006,bank_transfer,completed,,topup_for_trade
fiat_000780,usr_000165,2026-01-05T21:11:10,deposit,20440.18,TWD,bank_000231,bank_transfer,completed,,base_flow
fiat_000297,usr_000065,2026-01-05T21:12:47,deposit,13741.08,TWD,bank_000092,bank_transfer,completed,,topup_for_trade
fiat_000697,usr_000146,2026-01-05T22:40:11,deposit,27286.01,TWD,bank_000205,bank_transfer,completed,,base_flow
fiat_000515,usr_000108,2026-01-05T23:16:32,withdrawal,2108.35,TWD,bank_000157,bank_transfer,completed,,base_flow
fiat_000874,usr_000185,2026-01-05T23:17:50,deposit,5295.33,TWD,bank_000260,bank_transfer,completed,,base_flow
fiat_000400,usr_000087,2026-01-06T00:00:35,deposit,8984.28,TWD,bank_000123,bank_transfer,completed,,base_flow
fiat_000229,usr_000049,2026-01-06T00:05:27,deposit,19345.88,TWD,bank_000068,bank_transfer,completed,,topup_for_trade
fiat_000783,usr_000166,2026-01-06T01:40:04,deposit,7544.02,TWD,bank_000233,bank_transfer,completed,,base_flow
fiat_000374,usr_000079,2026-01-06T01:43:15,withdrawal,590.06,TWD,bank_000113,bank_transfer,completed,,base_flow
fiat_000286,usr_000063,2026-01-06T03:08:20,withdrawal,2000.0,TWD,bank_000089,bank_transfer,completed,,base_flow
fiat_000117,usr_000022,2026-01-06T03:16:47,deposit,12787.25,TWD,bank_000030,bank_transfer,completed,,topup_for_trade
fiat_000298,usr_000065,2026-01-06T07:16:54,withdrawal,2062.68,TWD,bank_000092,bank_transfer,completed,,base_flow
fiat_000544,usr_000113,2026-01-06T07:21:00,deposit,4425.05,TWD,bank_000165,bank_transfer,completed,,topup_for_trade
fiat_000146,usr_000031,2026-01-06T09:01:36,withdrawal,1737.36,TWD,bank_000042,bank_transfer,completed,,base_flow
fiat_000213,usr_000045,2026-01-06T09:11:39,deposit,13117.08,TWD,bank_000062,bank_transfer,completed,,topup_for_trade
fiat_000275,usr_000060,2026-01-06T09:22:37,deposit,14776.83,TWD,bank_000084,bank_transfer,completed,,topup_for_trade
fiat_000294,usr_000064,2026-01-06T09:26:06,deposit,7451.7,TWD,bank_000091,bank_transfer,completed,,topup_for_trade
fiat_000817,usr_000174,2026-01-06T09:38:17,deposit,728837.7,TWD,bank_000243,bank_transfer,completed,,base_flow
fiat_000799,usr_000171,2026-01-06T10:19:28,deposit,24122.91,TWD,bank_000239,bank_transfer,completed,,base_flow
fiat_000485,usr_000104,2026-01-06T10:25:41,withdrawal,100.0,TWD,bank_000149,bank_transfer,completed,,base_flow
fiat_000039,usr_000007,2026-01-06T10:44:30,deposit,656863.83,TWD,bank_000010,bank_transfer,completed,,topup_for_trade
fiat_000667,usr_000140,2026-01-06T12:10:49,deposit,16416.8,TWD,bank_000196,bank_transfer,completed,,topup_for_trade
fiat_000147,usr_000031,2026-01-06T12:22:02,deposit,4533.45,TWD,bank_000042,bank_transfer,completed,,base_flow
fiat_000154,usr_000032,2026-01-06T12:24:15,deposit,12462.99,TWD,bank_000043,bank_transfer,completed,,topup_for_trade
fiat_000465,usr_000100,2026-01-06T12:50:50,deposit,6748.17,TWD,bank_000144,bank_transfer,completed,,topup_for_trade
fiat_000404,usr_000088,2026-01-06T12:56:33,deposit,35530.31,TWD,bank_000124,bank_transfer,completed,,topup_for_trade
fiat_000738,usr_000156,2026-01-06T14:23:01,deposit,2102.59,TWD,bank_000218,bank_transfer,completed,,base_flow
