trade_id,user_id,occurred_at,side,base_asset,quote_asset,price_twd,quantity,notional_twd,fee_twd,order_type,status,scenario_id,tags
trade_000603,usr_000129,2026-01-02T14:23:53,buy,ETH,TWD,110000.0,4.43854136,488239.55,488.24,market,filled,,base_trade
trade_000290,usr_000068,2026-01-02T16:19:52,buy,BTC,TWD,2200000.0,0.00141041,3102.9,3.1,market,filled,,base_trade
trade_000352,usr_000078,2026-01-02T17:38:01,buy,USDT,TWD,32.0,65.117188,2083.75,2.08,market,filled,,base_trade
trade_000192,usr_000044,2026-01-02T17:39:30,buy,ETH,TWD,110000.0,0.01363636,1500.0,1.5,market,filled,,base_trade
trade_000167,usr_000039,2026-01-02T18:24:39,buy,USDT,TWD,32.0,525.589687,16818.87,16.82,market,filled,,base_trade
trade_000546,usr_000120,2026-01-02T19:12:24,buy,USDT,TWD,32.0,135.144688,4324.63,4.32,market,filled,,base_trade
trade_000455,usr_000102,2026-01-02T19:47:20,buy,BTC,TWD,2200000.0,0.00361455,7952.01,7.95,market,filled,,base_trade
trade_000761,usr_000172,2026-01-02T20:14:15,buy,USDT,TWD,32.0,917.635313,29364.33,29.36,market,filled,,base_trade
trade_000134,usr_000030,2026-01-02T20:50:28,buy,BTC,TWD,2200000.0,0.00633411,13935.04,13.94,market,filled,,base_trade
trade_000374,usr_000087,2026-01-02T20:52:06,sell,USDT,TWD,32.0,96.170598,3077.46,3.08,market,filled,,base_trade
trade_000359,usr_000079,2026-01-02T23:58:16,buy,USDT,TWD,32.0,99.770625,3192.66,3.19,market,filled,,base_trade
trade_000693,usr_000159,2026-01-03T00:22:41,buy,USDT,TWD,32.0,197.655,6324.96,6.32,market,filled,,base_trade
trade_000240,usr_000058,2026-01-03T02:12:54,buy,USDT,TWD,32.0,1466.794375,46937.42,46.94,market,filled,,base_trade
trade_000547,usr_000120,2026-01-03T04:24:52,buy,BTC,TWD,2200000.0,0.00353199,7770.38,7.77,market,filled,,base_trade
trade_000533,usr_000117,2026-01-03T07:58:25,buy,BTC,TWD,2200000.0,0.00246796,5429.51,5.43,market,filled,,base_trade
trade_000163,usr_000038,2026-01-03T08:21:48,buy,BTC,TWD,2200000.0,0.00473783,10423.23,10.42,market,filled,,base_trade
trade_000491,usr_000108,2026-01-03T09:35:50,buy,USDT,TWD,32.0,213.022188,6816.71,6.82,market,filled,,base_trade
trade_000008,usr_000002,2026-01-03T10:36:19,buy,USDT,TWD,32.0,216.124063,6915.97,6.92,market,filled,,base_trade
trade_000414,usr_000096,2026-01-03T11:28:09,buy,BTC,TWD,2200000.0,0.02027354,44601.79,44.6,market,filled,,base_trade
trade_000641,usr_000139,2026-01-03T12:27:31,buy,USDT,TWD,32.0,178.47,5711.04,5.71,market,filled,,base_trade
trade_000456,usr_000102,2026-01-03T12:49:31,buy,USDT,TWD,32.0,69.776562,2232.85,2.23,market,filled,,base_trade
trade_000036,usr_000005,2026-01-03T14:05:16,buy,USDT,TWD,32.0,139.92,4477.44,4.48,market,filled,,base_trade
trade_000485,usr_000106,2026-01-03T14:20:44,buy,USDT,TWD,32.0,812.23,25991.36,25.99,market,filled,,base_trade
trade_000001,usr_000001,2026-01-03T16:24:04,buy,USDT,TWD,32.0,90.81125,2905.96,2.91,market,filled,,base_trade
trade_000217,usr_000052,2026-01-03T17:25:46,buy,ETH,TWD,110000.0,0.056644,6230.84,6.23,market,filled,,base_trade
trade_000224,usr_000053,2026-01-03T17:26:09,buy,USDT,TWD,32.0,129.004687,4128.15,4.13,market,filled,,base_trade
trade_000570,usr_000126,2026-01-03T18:19:28,buy,BTC,TWD,2200000.0,0.00068182,1500.0,1.5,market,filled,,base_trade
trade_000502,usr_000111,2026-01-03T18:23:31,sell,ETH,TWD,110000.0,2.77813598,305594.96,305.59,market,filled,,base_trade
trade_000541,usr_000119,2026-01-03T18:37:51,buy,USDT,TWD,32.0,99.194688,3174.23,3.17,market,filled,,base_trade
trade_000002,usr_000001,2026-01-03T19:30:56,buy,USDT,TWD,32.0,222.876875,7132.06,7.13,market,filled,,base_trade
trade_000762,usr_000172,2026-01-03T20:20:10,buy,BTC,TWD,2200000.0,0.01432041,31504.9,31.5,market,filled,,base_trade
trade_000551,usr_000121,2026-01-03T20:55:13,buy,USDT,TWD,32.0,46.875,1500.0,1.5,market,filled,,base_trade
trade_000076,usr_000009,2026-01-03T21:06:59,sell,USDT,TWD,32.0,415.02103,13280.67,13.28,market,filled,,base_trade
trade_000415,usr_000096,2026-01-03T22:06:49,sell,BTC,TWD,2200000.0,0.00756423,16641.31,16.64,market,filled,,base_trade
trade_000573,usr_000128,2026-01-03T22:41:43,buy,USDT,TWD,32.0,3750.529375,120016.94,120.02,market,filled,,base_trade
trade_000503,usr_000111,2026-01-04T00:39:55,buy,BTC,TWD,2200000.0,0.1385379,304783.38,304.78,market,filled,,base_trade
trade_000124,usr_000023,2026-01-04T03:11:53,buy,USDT,TWD,32.0,873.083437,27938.67,27.94,market,filled,,base_trade
trade_000574,usr_000128,2026-01-04T03:47:56,sell,USDT,TWD,32.0,2892.098042,92547.14,92.55,market,filled,,base_trade
trade_000642,usr_000139,2026-01-04T04:50:09,buy,USDT,TWD,32.0,184.210312,5894.73,5.89,market,filled,,base_trade
trade_000723,usr_000164,2026-01-04T04:57:15,sell,USDT,TWD,32.0,8559.365765,273899.7,273.9,market,filled,,base_trade
trade_000655,usr_000145,2026-01-04T07:19:40,buy,USDT,TWD,32.0,220.993437,7071.79,7.07,market,filled,,base_trade
trade_000527,usr_000115,2026-01-04T08:02:41,buy,USDT,TWD,32.0,62.325938,1994.43,1.99,market,filled,,base_trade
trade_000488,usr_000107,2026-01-04T08:23:12,buy,BTC,TWD,2200000.0,0.00673625,14819.75,14.82,market,filled,,base_trade
trade_000757,usr_000171,2026-01-04T09:50:49,buy,USDT,TWD,32.0,304.226875,9735.26,9.74,market,filled,,base_trade
trade_000135,usr_000030,2026-01-04T09:54:41,buy,USDT,TWD,32.0,652.545938,20881.47,20.88,market,filled,,base_trade
trade_000101,usr_000016,2026-01-04T10:05:44,buy,USDT,TWD,32.0,154.77625,4952.84,4.95,market,filled,,base_trade
trade_000139,usr_000031,2026-01-04T13:36:04,buy,USDT,TWD,32.0,264.824375,8474.38,8.47,market,filled,,base_trade
trade_000749,usr_000167,2026-01-04T14:34:19,buy,ETH,TWD,110000.0,0.10791709,11870.88,11.87,market,filled,,base_trade
trade_000670,usr_000151,2026-01-04T15:27:45,buy,ETH,TWD,110000.0,0.07059082,7764.99,7.76,market,filled,,base_trade
trade_000253,usr_000063,2026-01-04T16:08:01,sell,USDT,TWD,32.0,46.336556,1482.77,1.48,market,filled,,base_trade
trade_000831,usr_000189,2026-01-04T16:35:55,sell,ETH,TWD,110000.0,0.92430458,101673.5,101.67,market,filled,,base_trade
trade_000880,usr_000198,2026-01-04T16:45:24,buy,USDT,TWD,32.0,154.619063,4947.81,4.95,market,filled,,base_trade
trade_000665,usr_000148,2026-01-04T17:10:09,sell,USDT,TWD,32.0,48.498763,1551.96,1.55,market,filled,,base_trade
trade_000368,usr_000083,2026-01-04T17:47:16,buy,USDT,TWD,32.0,493.658437,15797.07,15.8,market,filled,,base_trade
trade_000604,usr_000129,2026-01-04T17:52:14,sell,ETH,TWD,110000.0,0.28197071,31016.78,31.02,market,filled,,base_trade
trade_000772,usr_000174,2026-01-04T18:44:40,buy,USDT,TWD,32.0,26651.621563,852851.89,852.85,market,filled,,base_trade
trade_000310,usr_000071,2026-01-04T18:53:38,buy,USDT,TWD,32.0,680.6675,21781.36,21.78,market,filled,,base_trade
trade_000793,usr_000176,2026-01-04T20:50:35,buy,ETH,TWD,110000.0,0.07484491,8232.94,8.23,market,filled,,base_trade
trade_000773,usr_000174,2026-01-04T22:10:36,sell,USDT,TWD,32.0,15085.470892,482735.07,482.74,market,filled,,base_trade
trade_000416,usr_000096,2026-01-04T22:47:41,sell,BTC,TWD,2200000.0,0.00565329,12437.24,12.44,market,filled,,base_trade
trade_000323,usr_000074,2026-01-04T23:29:20,buy,USDT,TWD,32.0,173.223125,5543.14,5.54,market,filled,,base_trade
trade_000616,usr_000131,2026-01-05T00:52:08,buy,USDT,TWD,32.0,110.984062,3551.49,3.55,market,filled,,base_trade
trade_000387,usr_000089,2026-01-05T01:12:00,buy,USDT,TWD,32.0,145.064063,4642.05,4.64,market,filled,,base_trade
trade_000291,usr_000068,2026-01-05T01:50:28,buy,USDT,TWD,32.0,60.909687,1949.11,1.95,market,filled,,base_trade
trade_000673,usr_000152,2026-01-05T02:57:20,sell,USDT,TWD,32.0,1033.277991,33064.9,33.06,market,filled,,base_trade
trade_000666,usr_000148,2026-01-05T07:25:45,sell,USDT,TWD,32.0,69.113041,2211.62,2.21,market,filled,,base_trade
trade_000504,usr_000111,2026-01-05T09:59:36,sell,BTC,TWD,2200000.0,0.07202771,158460.96,158.46,market,filled,,base_trade
trade_000627,usr_000136,2026-01-05T11:23:02,sell,BTC,TWD,2200000.0,0.00284196,6252.31,6.25,market,filled,,base_trade
trade_000686,usr_000154,2026-01-05T11:42:55,sell,USDT,TWD,32.0,91.140273,2916.49,2.92,market,filled,,base_trade
trade_000363,usr_000082,2026-01-05T12:46:19,buy,USDT,TWD,32.0,131.478125,4207.3,4.21,market,filled,,base_trade
trade_000369,usr_000083,2026-01-05T13:20:16,sell,USDT,TWD,32.0,237.785269,7609.13,7.61,market,filled,,base_trade
trade_000147,usr_000032,2026-01-05T13:52:12,buy,USDT,TWD,32.0,398.665625,12757.3,12.76,market,filled,,base_trade
trade_000011,usr_000003,2026-01-05T13:56:48,buy,USDT,TWD,32.0,8008.026875,256256.86,256.26,market,filled,,base_trade
trade_000201,usr_000048,2026-01-05T14:22:32,buy,USDT,TWD,32.0,542.680625,17365.78,17.37,market,filled,,base_trade
trade_000375,usr_000087,2026-01-05T14:55:33,sell,USDT,TWD,32.0,40.356688,1291.41,1.29,market,filled,,base_trade
trade_000674,usr_000152,2026-01-05T16:39:28,sell,USDT,TWD,32.0,281.170065,8997.44,9.0,market,filled,,base_trade
trade_000189,usr_000043,2026-01-05T17:33:33,buy,USDT,TWD,32.0,153.77375,4920.76,4.92,market,filled,,base_trade
trade_000328,usr_000077,2026-01-05T20:38:31,buy,ETH,TWD,110000.0,5.41692482,595861.73,595.86,market,filled,,base_trade
trade_000012,usr_000003,2026-01-05T21:32:33,buy,ETH,TWD,110000.0,1.07039691,117743.66,117.74,market,filled,,base_trade
trade_000168,usr_000039,2026-01-05T22:09:11,buy,USDT,TWD,32.0,116.230937,3719.39,3.72,market,filled,,base_trade
trade_000681,usr_000153,2026-01-05T22:28:26,buy,USDT,TWD,32.0,70.425625,2253.62,2.25,market,filled,,base_trade
trade_000481,usr_000105,2026-01-05T22:32:12,buy,USDT,TWD,32.0,251.2975,8041.52,8.04,market,filled,,base_trade
trade_000379,usr_000088,2026-01-05T23:14:16,sell,USDT,TWD,32.0,360.849345,11547.18,11.55,market,filled,,base_trade
trade_000259,usr_000065,2026-01-05T23:55:47,buy,ETH,TWD,110000.0,0.10275545,11303.1,11.3,market,filled,,base_trade
trade_000742,usr_000165,2026-01-06T00:52:38,sell,USDT,TWD,32.0,330.062265,10561.99,10.56,market,filled,,base_trade
trade_000209,usr_000049,2026-01-06T01:08:27,buy,BTC,TWD,2200000.0,0.00661598,14555.16,14.56,market,filled,,base_trade
trade_000816,usr_000187,2026-01-06T03:51:18,buy,USDT,TWD,32.0,571.683125,18293.86,18.29,market,filled,,base_trade
trade_000121,usr_000022,2026-01-06T04:31:47,buy,USDT,TWD,32.0,348.277812,11144.89,11.14,market,filled,,base_trade
trade_000270,usr_000067,2026-01-06T08:16:29,sell,USDT,TWD,32.0,2882.429978,92237.76,92.24,market,filled,,base_trade
trade_000522,usr_000113,2026-01-06T09:04:00,buy,ETH,TWD,110000.0,0.03763982,4140.38,4.14,market,filled,,base_trade
trade_000258,usr_000064,2026-01-06T10:22:06,buy,USDT,TWD,32.0,190.025,6080.8,6.08,market,filled,,base_trade
trade_000194,usr_000045,2026-01-06T10:30:39,buy,USDT,TWD,32.0,330.45375,10574.52,10.57,market,filled,,base_trade
trade_000832,usr_000189,2026-01-06T10:51:52,sell,USDT,TWD,32.0,4171.54111,133489.32,133.49,market,filled,,base_trade
trade_000250,usr_000060,2026-01-06T11:43:37,buy,USDT,TWD,32.0,308.444687,9870.23,9.87,market,filled,,base_trade
trade_000271,usr_000067,2026-01-06T12:30:40,sell,USDT,TWD,32.0,4683.636063,149876.35,149.88,market,filled,,base_trade
trade_000164,usr_000038,2026-01-06T12:47:23,sell,BTC,TWD,2200000.0,0.00280716,6175.75,6.18,market,filled,,base_trade
trade_000148,usr_000032,2026-01-06T13:24:15,buy,BTC,TWD,2200000.0,0.00392479,8634.54,8.63,market,filled,,base_trade
trade_000724,usr_000164,2026-01-06T13:30:12,buy,USDT,TWD,32.0,11319.894375,362236.62,362.24,market,filled,,base_trade
trade_000046,usr_000007,2026-01-06T13:30:30,buy,BTC,TWD,2200000.0,0.21266958,467873.08,467.87,market,filled,,base_trade
trade_000647,usr_000140,2026-01-06T13:41:49,buy,USDT,TWD,32.0,387.053437,12385.71,12.39,market,filled,,base_trade
trade_000380,usr_000088,2026-01-06T13:50:33,buy,USDT,TWD,32.0,946.615312,30291.69,30.29,market,filled,,base_trade
trade_000445,usr_000100,2026-01-06T13:54:50,buy,ETH,TWD,110000.0,0.04541182,4995.3,5.0,market,filled,,base_trade
trade_000184,usr_000042,2026-01-06T15:43:17,buy,USDT,TWD,32.0,196.30375,6281.72,6.28,market,filled,,base_trade
trade_000329,usr_000077,2026-01-06T15:51:40,sell,ETH,TWD,110000.0,1.03613383,113974.72,113.97,market,filled,,base_trade
trade_000381,usr_000088,2026-01-06T17:33:25,sell,USDT,TWD,32.0,1232.844437,39451.02,39.45,market,filled,,base_trade
trade_000304,usr_000070,2026-01-06T17:35:00,buy,USDT,TWD,32.0,328.599375,10515.18,10.52,market,filled,,base_trade
trade_000658,usr_000146,2026-01-06T19:19:23,buy,BTC,TWD,2200000.0,0.00840199,18484.38,18.48,market,filled,,base_trade
trade_000238,usr_000057,2026-01-06T19:43:45,buy,BTC,TWD,2200000.0,0.00068182,1500.0,1.5,market,filled,,base_trade
trade_000505,usr_000111,2026-01-06T20:21:51,sell,ETH,TWD,110000.0,0.64387122,70825.83,70.83,market,filled,,base_trade
trade_000794,usr_000176,2026-01-06T20:24:22,buy,USDT,TWD,32.0,504.170313,16133.45,16.13,market,filled,,base_trade
trade_000089,usr_000012,2026-01-06T20:55:31,buy,USDT,TWD,32.0,809.605625,25907.38,25.91,market,filled,,base_trade
trade_000092,usr_000013,2026-01-06T21:33:25,buy,ETH,TWD,110000.0,0.028816,3169.76,3.17,market,filled,,base_trade
trade_000417,usr_000096,2026-01-06T21:54:06,buy,BTC,TWD,2200000.0,0.05929518,130449.4,130.45,market,filled,,base_trade
trade_000241,usr_000058,2026-01-07T00:26:29,sell,USDT,TWD,32.0,805.339279,25770.86,25.77,market,filled,,base_trade
trade_000575,usr_000128,2026-01-07T01:00:44,buy,ETH,TWD,110000.0,2.46220291,270842.32,270.84,market,filled,,base_trade
trade_000651,usr_000143,2026-01-07T01:51:40,buy,USDT,TWD,32.0,183.574688,5874.39,5.87,market,filled,,base_trade
trade_000330,usr_000077,2026-01-07T03:31:58,buy,ETH,TWD,110000.0,4.94670145,544137.16,544.14,market,filled,,base_trade
trade_000457,usr_000102,2026-01-07T04:22:52,sell,BTC,TWD,2200000.0,0.00129354,2845.79,2.85,market,filled,,base_trade
trade_000506,usr_000111,2026-01-07T07:27:25,sell,ETH,TWD,110000.0,0.40415399,44456.94,44.46,market,filled,,base_trade
trade_000893,usr_000200,2026-01-07T07:29:47,buy,BTC,TWD,2200000.0,0.0014248,3134.56,3.13,market,filled,,base_trade
trade_000272,usr_000067,2026-01-07T07:49:25,sell,USDT,TWD,32.0,1003.880012,32124.16,32.12,market,filled,,base_trade
trade_000812,usr_000184,2026-01-07T08:14:56,buy,ETH,TWD,110000.0,0.01422282,1564.51,1.56,market,filled,,base_trade
trade_000774,usr_000174,2026-01-07T08:18:47,sell,USDT,TWD,32.0,5697.159861,182309.12,182.31,market,filled,,base_trade
trade_000775,usr_000174,2026-01-07T09:00:29,sell,USDT,TWD,32.0,1717.374769,54955.99,54.96,market,filled,,base_trade
trade_000725,usr_000164,2026-01-07T09:05:40,buy,USDT,TWD,32.0,7850.719063,251223.01,251.22,market,filled,,base_trade
trade_000113,usr_000020,2026-01-07T09:41:31,buy,USDT,TWD,32.0,401.87875,12860.12,12.86,market,filled,,base_trade
trade_000136,usr_000030,2026-01-07T10:55:37,buy,ETH,TWD,110000.0,0.10656591,11722.25,11.72,market,filled,,base_trade
trade_000311,usr_000071,2026-01-07T11:41:43,sell,USDT,TWD,32.0,715.975996,22911.23,22.91,market,filled,,base_trade
trade_000694,usr_000159,2026-01-07T12:46:12,buy,USDT,TWD,32.0,234.815937,7514.11,7.51,market,filled,,base_trade
trade_000370,usr_000083,2026-01-07T13:34:11,sell,USDT,TWD,32.0,141.616294,4531.72,4.53,market,filled,,base_trade
trade_000418,usr_000096,2026-01-07T13:52:02,buy,USDT,TWD,32.0,3201.946562,102462.29,102.46,market,filled,,base_trade
trade_000040,usr_000006,2026-01-07T15:41:26,buy,USDT,TWD,32.0,854.448125,27342.34,27.34,market,filled,,base_trade
trade_000560,usr_000124,2026-01-07T16:20:10,buy,USDT,TWD,32.0,104.667187,3349.35,3.35,market,filled,,base_trade
trade_000083,usr_000010,2026-01-07T16:42:11,buy,USDT,TWD,32.0,109.053125,3489.7,3.49,market,filled,,base_trade
trade_000659,usr_000146,2026-01-07T16:42:32,sell,BTC,TWD,2200000.0,0.00264997,5829.93,5.83,market,filled,,base_trade
trade_000174,usr_000041,2026-01-07T17:09:30,buy,BTC,TWD,2200000.0,0.00483972,10647.38,10.65,market,filled,,base_trade
trade_000726,usr_000164,2026-01-07T17:20:44,sell,USDT,TWD,32.0,20057.369489,641835.82,641.84,market,filled,,base_trade
trade_000821,usr_000188,2026-01-07T17:25:26,buy,ETH,TWD,110000.0,0.13233318,14556.65,14.56,market,filled,,base_trade
trade_000085,usr_000011,2026-01-07T18:12:04,buy,USDT,TWD,32.0,175.983438,5631.47,5.63,market,filled,,base_trade
trade_000439,usr_000098,2026-01-07T18:21:52,buy,USDT,TWD,32.0,346.480625,11087.38,11.09,market,filled,,base_trade
trade_000795,usr_000176,2026-01-07T22:27:31,sell,USDT,TWD,32.0,202.67155,6485.49,6.49,market,filled,,base_trade
trade_000496,usr_000109,2026-01-08T00:07:26,buy,BTC,TWD,2200000.0,0.00360598,7933.16,7.93,market,filled,,base_trade
trade_000127,usr_000027,2026-01-08T00:21:01,buy,USDT,TWD,32.0,164.866562,5275.73,5.28,market,filled,,base_trade
trade_000523,usr_000113,2026-01-08T00:47:36,buy,USDT,TWD,32.0,224.203125,7174.5,7.17,market,filled,,base_trade
trade_000114,usr_000020,2026-01-08T01:21:24,sell,USDT,TWD,32.0,287.787343,9209.19,9.21,market,filled,,base_trade
trade_000265,usr_000066,2026-01-08T03:39:02,sell,BTC,TWD,2200000.0,0.00466776,10269.07,10.27,market,filled,,base_trade
trade_000242,usr_000058,2026-01-08T04:37:34,sell,USDT,TWD,32.0,315.751162,10104.04,10.1,market,filled,,base_trade
trade_000507,usr_000111,2026-01-08T07:56:08,buy,BTC,TWD,2200000.0,0.17561404,386350.89,386.35,market,filled,,base_trade
trade_000719,usr_000163,2026-01-08T08:06:16,buy,USDT,TWD,32.0,504.82,16154.24,16.15,market,filled,,base_trade
trade_000534,usr_000117,2026-01-08T08:43:25,buy,USDT,TWD,32.0,287.525625,9200.82,9.2,market,filled,,base_trade
trade_000508,usr_000111,2026-01-08T09:48:55,buy,USDT,TWD,32.0,10795.750313,345464.01,345.46,market,filled,,base_trade
trade_000371,usr_000083,2026-01-08T10:27:02,buy,USDT,TWD,32.0,235.916875,7549.34,7.55,market,filled,,base_trade
trade_000509,usr_000111,2026-01-08T12:31:07,buy,USDT,TWD,32.0,18297.3825,585516.24,585.52,market,filled,,base_trade
trade_000695,usr_000159,2026-01-08T14:14:46,sell,USDT,TWD,32.0,95.205424,3046.57,3.05,market,filled,,base_trade
trade_000331,usr_000077,2026-01-08T15:12:00,sell,ETH,TWD,110000.0,4.48786351,493664.99,493.66,market,filled,,base_trade
trade_000090,usr_000012,2026-01-08T15:58:06,buy,ETH,TWD,110000.0,0.07121655,7833.82,7.83,market,filled,,base_trade
trade_000553,usr_000122,2026-01-08T16:18:54,buy,USDT,TWD,32.0,245.90625,7869.0,7.87,market,filled,,base_trade
trade_000776,usr_000174,2026-01-08T16:35:45,buy,BTC,TWD,2200000.0,0.32642474,718134.43,718.13,market,filled,,base_trade
trade_000419,usr_000096,2026-01-08T17:06:22,buy,BTC,TWD,2200000.0,0.05379465,118348.23,118.35,market,filled,,base_trade
trade_000382,usr_000088,2026-01-08T17:33:32,sell,USDT,TWD,32.0,158.467705,5070.97,5.07,market,filled,,base_trade
trade_000833,usr_000189,2026-01-08T17:53:43,sell,USDT,TWD,32.0,2081.063245,66594.02,66.59,market,filled,,base_trade
trade_000442,usr_000099,2026-01-08T17:55:00,buy,USDT,TWD,32.0,107.690625,3446.1,3.45,market,filled,,base_trade
trade_000095,usr_000014,2026-01-08T17:57:18,buy,USDT,TWD,32.0,161.905,5180.96,5.18,market,filled,,base_trade
trade_000013,usr_000003,2026-01-08T18:52:33,buy,USDT,TWD,32.0,8841.035625,282913.14,282.91,market,filled,,base_trade
trade_000254,usr_000063,2026-01-08T18:59:29,buy,USDT,TWD,32.0,122.109062,3907.49,3.91,market,filled,,base_trade
trade_000466,usr_000104,2026-01-08T19:16:21,buy,USDT,TWD,32.0,11279.522188,360944.71,360.94,market,filled,,base_trade
trade_000047,usr_000007,2026-01-08T21:26:01,sell,BTC,TWD,2200000.0,0.0326603,71852.66,71.85,market,filled,,base_trade
trade_000450,usr_000101,2026-01-08T21:38:19,buy,USDT,TWD,32.0,811.775,25976.8,25.98,market,filled,,base_trade
trade_000796,usr_000176,2026-01-08T21:54:12,sell,USDT,TWD,32.0,158.564104,5074.05,5.07,market,filled,,base_trade
trade_000727,usr_000164,2026-01-08T22:06:53,buy,ETH,TWD,110000.0,1.32505573,145756.13,145.76,market,filled,,base_trade
trade_000332,usr_000077,2026-01-08T23:46:48,sell,ETH,TWD,110000.0,1.89572129,208529.34,208.53,market,filled,,base_trade
trade_000669,usr_000150,2026-01-09T00:41:45,buy,USDT,TWD,32.0,193.099375,6179.18,6.18,market,filled,,base_trade
trade_000105,usr_000018,2026-01-09T00:57:07,sell,ETH,TWD,110000.0,0.0745424,8199.66,8.2,market,filled,,base_trade
trade_000750,usr_000167,2026-01-09T01:26:52,buy,USDT,TWD,32.0,1134.483125,36303.46,36.3,market,filled,,base_trade
