login_id,user_id,occurred_at,device_id,ip_address,ip_country,ip_city,is_vpn,is_new_device,is_geo_jump,success,scenario_id,tags
login_001053,usr_000066,2026-01-01T17:34:08,dev_000108,223.96.161.90,TW,宜蘭縣,0,0,1,1,,
login_000893,usr_000054,2026-01-01T17:38:18,dev_000089,116.226.177.144,TW,高雄市,0,1,0,1,,
login_002062,usr_000128,2026-01-01T17:50:05,dev_000209,80.203.63.213,TW,台南市,0,1,0,1,,
login_002617,usr_000165,2026-01-01T17:51:42,dev_000268,35.198.251.218,TW,桃園市,0,1,0,1,,
login_001103,usr_000067,2026-01-01T17:54:05,dev_000112,170.77.77.211,TW,台北市,0,1,0,1,,
login_000625,usr_000038,2026-01-01T18:09:51,dev_000063,107.31.117.151,TW,桃園市,0,0,0,1,,
login_002074,usr_000129,2026-01-01T18:14:10,dev_000211,89.65.230.90,TW,新北市,0,1,0,1,,
login_002086,usr_000129,2026-01-01T18:19:39,dev_000210,89.65.206.251,TW,新北市,0,1,0,1,,
login_002024,usr_000125,2026-01-01T18:29:27,dev_000203,199.133.148.40,JP,Tokyo,0,1,0,1,,
login_002415,usr_000152,2026-01-01T18:37:43,dev_000248,36.244.17.106,TW,高雄市,0,1,0,1,,
login_001918,usr_000118,2026-01-01T19:03:13,dev_000194,199.234.110.114,TW,宜蘭縣,0,1,0,1,,
login_002284,usr_000143,2026-01-01T19:44:35,dev_000235,187.31.245.75,TW,高雄市,0,1,0,1,,
login_002663,usr_000169,2026-01-01T19:56:46,dev_000275,222.113.201.123,TW,宜蘭縣,0,1,0,1,,
login_002773,usr_000174,2026-01-01T20:04:29,dev_000283,32.113.12.13,TW,台中市,1,1,0,1,,
login_002307,usr_000145,2026-01-01T20:21:45,dev_000238,90.140.179.233,TW,台中市,0,1,0,1,,
login_002799,usr_000176,2026-01-01T20:23:53,dev_000286,136.21.76.75,TW,新北市,0,1,0,1,,
login_000686,usr_000041,2026-01-01T20:37:15,dev_000068,193.215.138.147,TW,高雄市,0,1,0,1,,
login_001630,usr_000100,2026-01-01T20:54:52,dev_000165,195.38.118.86,TW,桃園市,0,1,0,1,,
login_000560,usr_000033,2026-01-01T21:16:37,dev_000052,80.115.215.197,TW,桃園市,0,1,0,1,,
login_001604,usr_000098,2026-01-01T21:52:12,dev_000162,93.45.241.33,TW,高雄市,0,1,0,1,,
login_001995,usr_000124,2026-01-01T22:18:00,dev_000201,147.70.181.124,TW,台北市,0,1,0,1,,
login_000124,usr_000006,2026-01-01T22:19:09,dev_000012,104.244.87.249,GB,London,1,0,1,1,,
login_000362,usr_000020,2026-01-01T22:55:43,dev_000033,169.161.92.119,TW,新北市,0,1,0,1,,
login_000588,usr_000035,2026-01-01T23:05:56,dev_000058,117.68.93.27,US,Los Angeles,0,1,0,1,,
login_000807,usr_000049,2026-01-01T23:08:11,dev_000082,63.156.182.224,TW,宜蘭縣,0,1,0,1,,
login_000367,usr_000020,2026-01-01T23:23:40,dev_000033,143.216.34.17,US,Los Angeles,0,0,1,1,,
login_000330,usr_000019,2026-01-01T23:39:18,dev_000032,15.41.198.41,TW,台北市,0,1,0,1,,
login_001960,usr_000120,2026-01-01T23:56:01,dev_000196,48.254.132.182,TW,台南市,0,1,0,1,,
login_002196,usr_000136,2026-01-02T00:09:57,dev_000224,118.123.78.140,TW,宜蘭縣,0,1,1,1,,
login_002065,usr_000128,2026-01-02T01:16:05,dev_000208,80.203.35.133,TW,台南市,0,1,0,1,,
login_003146,usr_000199,2026-01-02T01:22:24,dev_000322,130.253.61.52,TW,台北市,0,1,0,1,,
login_002390,usr_000151,2026-01-02T01:32:28,dev_000246,85.158.214.160,HK,Hong Kong,1,1,0,1,,
login_001078,usr_000066,2026-01-02T01:49:02,dev_000107,223.96.121.101,TW,宜蘭縣,0,0,0,1,,
login_002119,usr_000130,2026-01-02T02:25:15,dev_000212,78.84.74.148,US,Los Angeles,0,1,0,1,,
login_001010,usr_000063,2026-01-02T02:46:24,dev_000102,216.58.182.166,TW,新竹市,0,0,0,1,,
login_000810,usr_000049,2026-01-02T03:06:48,dev_000082,63.156.66.119,TW,宜蘭縣,0,0,0,1,,
login_003044,usr_000190,2026-01-02T03:53:10,dev_000309,3.50.36.229,TW,台北市,0,1,0,1,,
login_000005,usr_000001,2026-01-02T04:34:51,dev_000001,95.104.144.242,TW,台北市,1,1,0,1,,
login_002266,usr_000141,2026-01-02T04:41:32,dev_000233,150.157.38.101,TW,台中市,0,1,0,1,,
login_000811,usr_000049,2026-01-02T04:43:23,dev_000081,63.156.33.13,TW,宜蘭縣,0,0,0,1,,
login_001629,usr_000100,2026-01-02T04:52:38,dev_000165,195.38.227.134,TW,桃園市,0,0,0,1,,
login_002414,usr_000152,2026-01-02T04:53:15,dev_000248,36.244.143.145,TW,高雄市,0,0,0,1,,
login_001318,usr_000082,2026-01-02T04:54:49,dev_000133,33.105.122.247,TW,新竹市,0,0,0,1,,
login_002174,usr_000134,2026-01-02T07:30:16,dev_000220,34.189.158.68,TW,台南市,0,1,0,1,,
login_002027,usr_000125,2026-01-02T07:58:18,dev_000204,199.133.25.188,JP,Tokyo,0,1,0,1,,
login_001277,usr_000079,2026-01-02T07:59:38,dev_000130,78.252.152.11,TW,宜蘭縣,0,1,0,1,,
login_002128,usr_000131,2026-01-02T08:00:45,dev_000215,158.47.72.225,JP,Tokyo,0,1,0,1,,
login_001555,usr_000096,2026-01-02T08:04:43,dev_000158,34.194.226.7,TW,桃園市,0,1,0,1,,
login_002575,usr_000164,2026-01-02T08:05:43,dev_000267,39.153.233.184,TW,台南市,0,1,0,1,,
login_002784,usr_000175,2026-01-02T08:17:36,dev_000284,24.207.56.111,TW,台中市,0,1,0,1,,
login_002602,usr_000165,2026-01-02T09:07:25,dev_000268,35.198.229.9,TW,桃園市,0,0,0,1,,
login_000434,usr_000025,2026-01-02T09:21:06,dev_000041,142.75.42.253,TW,台北市,0,0,0,1,,
login_001152,usr_000070,2026-01-02T09:42:55,dev_000118,12.166.69.55,TW,新北市,0,1,0,1,,
login_000728,usr_000044,2026-01-02T09:51:08,dev_000073,152.124.128.46,TW,台中市,0,1,0,1,,
login_000556,usr_000033,2026-01-02T09:57:35,dev_000052,80.115.229.200,TW,桃園市,0,0,0,1,,
login_001159,usr_000071,2026-01-02T09:58:04,dev_000120,223.195.198.179,TW,高雄市,0,1,0,1,,
login_002618,usr_000165,2026-01-02T10:08:44,dev_000268,35.198.51.27,TW,桃園市,0,0,0,1,,
login_000092,usr_000005,2026-01-02T10:29:23,dev_000009,211.16.189.65,AE,Dubai,0,1,0,1,,
login_000253,usr_000012,2026-01-02T11:07:14,dev_000021,172.191.94.22,TW,高雄市,0,1,0,1,,
login_000241,usr_000012,2026-01-02T11:12:05,dev_000022,172.191.88.165,TW,高雄市,0,1,0,1,,
login_000242,usr_000012,2026-01-02T11:19:24,dev_000021,172.191.26.211,TW,高雄市,0,0,0,1,,
login_000347,usr_000020,2026-01-02T11:38:23,dev_000034,169.161.191.169,TW,新北市,0,1,1,1,,
login_001800,usr_000111,2026-01-02T11:50:02,dev_000183,73.42.142.190,TW,宜蘭縣,0,1,0,1,,
login_001182,usr_000073,2026-01-02T11:53:27,dev_000122,61.195.91.48,AE,Dubai,0,1,0,1,,
login_000408,usr_000023,2026-01-02T12:03:30,dev_000038,214.188.142.119,GB,London,0,1,0,1,,
login_002515,usr_000161,2026-01-02T12:07:55,dev_000259,53.34.125.203,TW,新竹市,0,0,0,1,,
login_002600,usr_000165,2026-01-02T12:18:25,dev_000268,35.198.114.252,TW,桃園市,0,0,0,1,,
login_001256,usr_000078,2026-01-02T12:28:17,dev_000129,121.12.125.55,TW,台中市,0,1,0,1,,
login_001899,usr_000117,2026-01-02T12:31:18,dev_000193,27.170.206.10,TW,台北市,0,0,0,1,,
login_000678,usr_000040,2026-01-02T12:32:02,dev_000067,152.13.126.14,TW,高雄市,0,1,0,1,,
login_000213,usr_000009,2026-01-02T12:42:17,dev_000017,196.91.112.63,TW,台中市,0,1,0,1,,
login_001138,usr_000070,2026-01-02T12:52:56,dev_000118,12.166.142.22,TW,新北市,0,0,0,1,,
login_002071,usr_000128,2026-01-02T13:01:14,dev_000207,80.203.230.68,TW,台南市,0,1,0,1,,
login_000915,usr_000055,2026-01-02T13:02:01,dev_000091,45.38.161.179,TW,新北市,0,0,0,1,,
login_001701,usr_000104,2026-01-02T13:03:00,dev_000171,191.124.253.143,TW,高雄市,1,1,0,1,,
login_003109,usr_000197,2026-01-02T13:16:30,dev_000319,173.68.36.121,TW,桃園市,0,1,0,1,,
login_000364,usr_000020,2026-01-02T13:27:07,dev_000033,125.127.2.100,US,Los Angeles,0,0,1,1,,
login_000926,usr_000056,2026-01-02T13:57:54,dev_000092,60.135.211.95,TW,新竹市,0,0,0,1,,
login_000519,usr_000031,2026-01-02T14:02:32,dev_000049,76.65.22.154,TW,新北市,0,1,0,1,,
login_000443,usr_000026,2026-01-02T14:12:22,dev_000042,105.79.129.100,TW,台北市,0,1,0,1,,
login_000593,usr_000035,2026-01-02T14:15:57,dev_000058,117.68.75.221,US,Los Angeles,0,0,0,1,,
login_000730,usr_000045,2026-01-02T14:16:10,dev_000074,88.6.159.81,TW,台北市,0,1,0,1,,
login_002210,usr_000136,2026-01-02T14:18:07,dev_000223,11.187.47.231,SG,Singapore,0,0,1,1,,
login_001521,usr_000093,2026-01-02T14:33:15,dev_000152,77.52.147.233,TW,台北市,1,1,0,1,,
login_000888,usr_000054,2026-01-02T14:38:31,dev_000088,116.226.81.213,TW,高雄市,0,1,0,1,,
login_001749,usr_000106,2026-01-02T14:44:42,dev_000176,153.43.237.35,TW,桃園市,0,1,0,1,,
login_001334,usr_000082,2026-01-02T14:51:43,dev_000133,33.105.160.58,TW,新竹市,0,0,0,1,,
login_000118,usr_000006,2026-01-02T14:53:52,dev_000012,37.135.225.110,AE,Dubai,0,0,1,1,,
login_002186,usr_000135,2026-01-02T15:30:57,dev_000221,64.81.195.47,TW,新竹市,0,0,0,1,,
login_002442,usr_000154,2026-01-02T15:34:31,dev_000250,35.244.228.21,TW,台中市,0,1,0,1,,
login_001591,usr_000097,2026-01-02T15:40:00,dev_000161,221.160.162.98,TW,新北市,0,1,0,1,,
login_001278,usr_000079,2026-01-02T15:40:34,dev_000130,78.252.33.117,TW,宜蘭縣,0,0,0,1,,
login_002341,usr_000148,2026-01-02T15:48:46,dev_000242,167.102.222.193,TW,桃園市,0,1,0,1,,
login_001553,usr_000095,2026-01-02T16:30:41,dev_000157,57.202.13.201,TW,台南市,0,1,0,1,,
login_001545,usr_000095,2026-01-02T16:37:03,dev_000156,57.202.124.55,TW,台南市,0,1,0,1,,
login_001333,usr_000082,2026-01-02T17:25:15,dev_000133,33.105.57.153,TW,新竹市,0,0,0,1,,
login_002678,usr_000170,2026-01-02T17:30:54,dev_000276,128.172.191.2,TW,高雄市,0,1,0,1,,
login_001997,usr_000124,2026-01-02T17:38:14,dev_000201,147.70.43.184,TW,台北市,0,0,0,1,,
login_001926,usr_000118,2026-01-02T17:42:10,dev_000194,199.234.168.204,TW,宜蘭縣,0,0,0,1,,
login_002273,usr_000141,2026-01-02T17:42:10,dev_000233,150.157.162.150,TW,台中市,0,0,0,1,,
login_000694,usr_000041,2026-01-02T17:57:34,dev_000068,193.215.210.15,TW,高雄市,0,0,0,1,,
login_002893,usr_000184,2026-01-02T18:14:07,dev_000298,158.100.177.186,TW,新北市,0,1,0,1,,
login_001516,usr_000093,2026-01-02T18:31:08,dev_000152,29.62.179.223,AE,Dubai,1,0,1,1,,
login_001072,usr_000066,2026-01-02T18:41:54,dev_000107,157.17.182.116,JP,Tokyo,0,0,1,1,,
login_000514,usr_000031,2026-01-02T18:49:42,dev_000049,76.65.15.22,TW,新北市,0,0,0,1,,
login_002054,usr_000128,2026-01-02T18:59:33,dev_000209,80.203.6.87,TW,台南市,0,0,0,1,,
login_001839,usr_000111,2026-01-02T19:09:01,dev_000183,73.42.237.234,TW,宜蘭縣,0,0,0,1,,
login_001436,usr_000089,2026-01-02T19:14:40,dev_000144,190.190.136.92,TW,宜蘭縣,0,1,0,1,,
login_001786,usr_000109,2026-01-02T19:20:32,dev_000181,157.145.43.6,TW,桃園市,0,1,0,1,,
login_001690,usr_000104,2026-01-02T19:35:11,dev_000173,135.81.126.66,TW,新北市,0,1,1,1,,
login_001361,usr_000086,2026-01-02T19:47:44,dev_000139,156.75.45.139,TW,新北市,0,1,0,1,,
login_000585,usr_000035,2026-01-02T19:55:37,dev_000058,117.68.202.76,US,Los Angeles,0,0,0,1,,
login_001706,usr_000104,2026-01-02T20:06:15,dev_000171,135.81.30.26,TW,新北市,0,0,0,1,,
login_002570,usr_000164,2026-01-02T20:20:37,dev_000267,39.153.166.173,TW,台南市,0,0,0,1,,
login_002192,usr_000136,2026-01-02T20:26:45,dev_000223,118.123.70.190,TW,宜蘭縣,0,0,1,1,,
login_001854,usr_000112,2026-01-02T20:46:14,dev_000187,102.191.201.127,TW,新北市,0,1,0,1,,
login_002495,usr_000159,2026-01-02T20:51:49,dev_000256,21.68.234.54,AE,Dubai,0,0,0,1,,
login_000835,usr_000051,2026-01-02T20:58:15,dev_000084,76.116.110.18,TW,宜蘭縣,0,1,0,1,,
login_001680,usr_000104,2026-01-02T21:08:30,dev_000171,135.81.55.107,TW,新北市,0,0,0,1,,
login_000300,usr_000017,2026-01-02T21:29:56,dev_000029,43.194.206.119,HK,Hong Kong,0,0,0,1,,
login_000148,usr_000007,2026-01-02T21:44:58,dev_000015,221.56.143.253,TW,台南市,0,1,0,1,,
login_001240,usr_000077,2026-01-02T21:51:04,dev_000127,217.187.174.26,TW,新北市,0,1,0,1,,
login_003153,usr_000200,2026-01-02T21:51:29,dev_000324,138.147.22.175,TW,新北市,0,1,0,1,,
login_000675,usr_000040,2026-01-02T22:07:02,dev_000066,152.13.211.142,TW,高雄市,0,1,0,1,,
login_002189,usr_000136,2026-01-02T22:08:56,dev_000222,118.123.227.192,TW,宜蘭縣,0,1,0,1,,
login_002462,usr_000155,2026-01-02T22:22:14,dev_000251,135.228.129.168,GB,London,0,1,0,1,,
login_002218,usr_000137,2026-01-02T22:23:51,dev_000225,187.187.128.106,TW,宜蘭縣,0,1,0,1,,
login_001982,usr_000122,2026-01-02T22:27:31,dev_000199,112.140.14.159,TW,宜蘭縣,0,1,0,1,,
login_002100,usr_000129,2026-01-02T22:32:08,dev_000210,89.65.155.171,TW,新北市,0,0,0,1,,
login_002902,usr_000184,2026-01-02T22:41:46,dev_000298,158.100.230.101,TW,新北市,0,0,0,1,,
login_001708,usr_000104,2026-01-02T23:12:43,dev_000173,135.81.198.134,TW,新北市,0,0,0,1,,
login_000447,usr_000026,2026-01-02T23:23:45,dev_000042,105.79.190.87,TW,台北市,0,0,0,1,,
login_002693,usr_000171,2026-01-02T23:49:21,dev_000277,16.17.13.7,TW,桃園市,0,1,0,1,,
login_002185,usr_000135,2026-01-03T00:11:02,dev_000221,64.81.106.65,TW,新竹市,0,0,0,1,,
login_002599,usr_000165,2026-01-03T00:20:45,dev_000268,35.198.16.200,TW,桃園市,0,0,0,1,,
login_000541,usr_000032,2026-01-03T00:58:48,dev_000051,202.164.167.254,TW,台中市,0,1,0,1,,
login_000342,usr_000019,2026-01-03T01:29:55,dev_000032,15.41.245.17,TW,台北市,0,0,0,1,,
login_001580,usr_000096,2026-01-03T01:56:50,dev_000158,185.149.137.33,TW,台北市,1,0,1,1,,
login_000471,usr_000028,2026-01-03T02:04:31,dev_000044,7.98.208.6,TW,新竹市,0,1,0,1,,
login_002942,usr_000187,2026-01-03T02:05:17,dev_000303,216.250.86.64,HK,Hong Kong,1,0,1,1,,
login_002864,usr_000182,2026-01-03T02:09:59,dev_000294,201.166.29.48,TW,高雄市,0,0,0,1,,
login_002048,usr_000128,2026-01-03T02:14:20,dev_000207,80.203.115.253,TW,台南市,0,0,0,1,,
login_001878,usr_000115,2026-01-03T02:20:46,dev_000190,132.123.10.173,TW,宜蘭縣,0,1,0,1,,
login_001980,usr_000122,2026-01-03T02:21:28,dev_000198,112.140.205.125,TW,宜蘭縣,0,1,0,1,,
login_002083,usr_000129,2026-01-03T02:21:54,dev_000211,89.65.116.60,TW,新北市,0,0,0,1,,
login_002607,usr_000165,2026-01-03T02:46:23,dev_000268,35.198.96.64,TW,桃園市,0,0,0,1,,
login_002645,usr_000167,2026-01-03T03:18:53,dev_000273,83.145.213.254,SG,Singapore,0,1,0,1,,
login_002320,usr_000146,2026-01-03T03:53:44,dev_000240,168.131.66.122,SG,Singapore,0,1,0,1,,
login_001499,usr_000093,2026-01-03T04:05:06,dev_000153,170.42.12.13,GB,London,1,1,1,1,,
login_002627,usr_000166,2026-01-03T04:12:03,dev_000270,173.20.218.164,TW,台南市,0,1,0,1,,
login_002812,usr_000176,2026-01-03T04:23:44,dev_000286,136.21.87.153,TW,新北市,0,0,0,1,,
login_002104,usr_000130,2026-01-03T04:35:08,dev_000212,135.203.147.32,JP,Tokyo,0,0,1,1,,
login_002205,usr_000136,2026-01-03T07:03:43,dev_000223,189.185.14.186,GB,London,0,0,1,1,,
login_001608,usr_000098,2026-01-03T07:52:09,dev_000163,93.45.151.173,TW,高雄市,0,1,0,1,,
login_001191,usr_000073,2026-01-03T07:52:24,dev_000122,61.195.24.77,AE,Dubai,0,0,0,1,,
login_000274,usr_000014,2026-01-03T07:58:55,dev_000025,122.124.46.81,TW,宜蘭縣,0,1,0,1,,
login_001301,usr_000081,2026-01-03T08:25:00,dev_000132,13.238.204.38,SG,Singapore,1,0,1,1,,
login_002374,usr_000150,2026-01-03T08:47:51,dev_000245,165.252.194.172,TW,台中市,0,1,0,1,,
login_002125,usr_000131,2026-01-03T09:22:21,dev_000215,158.47.9.5,JP,Tokyo,0,0,0,1,,
login_002553,usr_000163,2026-01-03T09:50:48,dev_000262,77.140.47.28,TW,台南市,0,1,0,1,,
login_000787,usr_000048,2026-01-03T10:04:24,dev_000080,144.30.46.30,SG,Singapore,1,0,1,1,,
login_003122,usr_000198,2026-01-03T10:53:46,dev_000321,163.88.168.70,TW,高雄市,0,1,0,1,,
login_001303,usr_000081,2026-01-03T11:01:13,dev_000132,16.203.240.34,TW,新竹市,0,0,1,1,,
login_001465,usr_000091,2026-01-03T11:02:39,dev_000149,58.219.163.109,TW,新北市,0,1,0,1,,
login_000737,usr_000045,2026-01-03T11:05:11,dev_000075,88.6.51.24,TW,台北市,0,1,0,1,,
login_000178,usr_000008,2026-01-03T11:07:30,dev_000016,185.58.225.35,TW,高雄市,0,0,0,1,,
login_001983,usr_000122,2026-01-03T11:07:54,dev_000198,112.140.180.33,TW,宜蘭縣,0,0,0,1,,
login_001086,usr_000067,2026-01-03T11:09:21,dev_000110,170.77.138.194,TW,台北市,0,1,0,1,,
login_001620,usr_000099,2026-01-03T11:18:36,dev_000164,131.58.46.210,TW,高雄市,0,0,0,1,,
login_002427,usr_000153,2026-01-03T11:23:54,dev_000249,93.120.76.3,TW,台中市,0,1,0,1,,
login_003094,usr_000196,2026-01-03T11:43:29,dev_000317,153.198.191.7,TW,宜蘭縣,0,1,0,1,,
login_000531,usr_000031,2026-01-03T11:52:24,dev_000049,76.65.199.41,TW,新北市,0,0,0,1,,
login_001764,usr_000108,2026-01-03T11:53:04,dev_000179,170.172.8.214,TW,台中市,0,1,0,1,,
login_002939,usr_000187,2026-01-03T11:58:16,dev_000302,139.212.116.164,GB,London,1,1,1,1,,
